kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
mv_kernel_cpu,35892,0,1,1,64,0,0,0,0,2,10000,1600
mv_kernel_gpu_mem,18882,1,1,79,128,128012808,80000,80008,128012800,2,10000,1600
mv_kernel_gpu,492,1,1,79,128,8,0,8,0,2,10000,1600
mv_kernel_cpu,37745,0,1,1,64,0,0,0,0,2,10000,2100
mv_kernel_gpu_mem,19832,1,1,79,128,168016808,80000,80008,168016800,2,10000,2100
mv_kernel_gpu,718,1,1,79,128,8,0,8,0,2,10000,2100
mv_kernel_cpu,36178,0,1,1,64,0,0,0,0,2,10000,2600
mv_kernel_gpu_mem,18134,1,1,79,128,208020808,80000,80008,208020800,2,10000,2600
mv_kernel_gpu,770,1,1,79,128,8,0,8,0,2,10000,2600
mv_kernel_cpu,44461,0,1,1,64,0,0,0,0,2,10000,3100
mv_kernel_gpu_mem,36012,1,1,79,128,248024808,80000,80008,248024800,2,10000,3100
mv_kernel_gpu,937,1,1,79,128,8,0,8,0,2,10000,3100
mv_kernel_cpu,22728,0,1,1,64,0,0,0,0,2,10000,3600
mv_kernel_gpu_mem,25329,1,1,79,128,288028808,80000,80008,288028800,2,10000,3600
mv_kernel_gpu,1048,1,1,79,128,8,0,8,0,2,10000,3600
mv_kernel_cpu,39927,0,1,1,64,0,0,0,0,2,10000,4100
mv_kernel_gpu_mem,28573,1,1,79,128,328032808,80000,80008,328032800,2,10000,4100
mv_kernel_gpu,1117,1,1,79,128,8,0,8,0,2,10000,4100
mv_kernel_cpu,40079,0,1,1,64,0,0,0,0,2,10000,4600
mv_kernel_gpu_mem,67051,1,1,79,128,368036808,80000,80008,368036800,2,10000,4600
mv_kernel_gpu,1308,1,1,79,128,8,0,8,0,2,10000,4600
mv_kernel_cpu,42671,0,1,1,64,0,0,0,0,2,10000,5100
mv_kernel_gpu_mem,35528,1,1,79,128,408040808,80000,80008,408040800,2,10000,5100
mv_kernel_gpu,1424,1,1,79,128,8,0,8,0,2,10000,5100
mv_kernel_cpu,41794,0,1,1,64,0,0,0,0,2,10000,5600
mv_kernel_gpu_mem,38301,1,1,79,128,448044808,80000,80008,448044800,2,10000,5600
mv_kernel_gpu,1599,1,1,79,128,8,0,8,0,2,10000,5600
mv_kernel_cpu,37634,0,1,1,64,0,0,0,0,2,10000,600
mv_kernel_gpu_mem,4602,1,1,79,128,48004808,80000,80008,48004800,2,10000,600
mv_kernel_gpu,215,1,1,79,128,8,0,8,0,2,10000,600
mv_kernel_cpu,43191,0,1,1,64,0,0,0,0,2,10000,6100
mv_kernel_gpu_mem,45609,1,1,79,128,488048808,80000,80008,488048800,2,10000,6100
mv_kernel_gpu,1682,1,1,79,128,8,0,8,0,2,10000,6100
mv_kernel_cpu,41652,0,1,1,64,0,0,0,0,2,10000,6600
mv_kernel_gpu_mem,49100,1,1,79,128,528052808,80000,80008,528052800,2,10000,6600
mv_kernel_gpu,1804,1,1,79,128,8,0,8,0,2,10000,6600
mv_kernel_cpu,35866,0,1,1,64,0,0,0,0,2,10000,7100
mv_kernel_gpu_mem,48637,1,1,79,128,568056808,80000,80008,568056800,2,10000,7100
mv_kernel_gpu,2056,1,1,79,128,8,0,8,0,2,10000,7100
mv_kernel_cpu,40722,0,1,1,64,0,0,0,0,2,10000,7600
mv_kernel_gpu_mem,52312,1,1,79,128,608060808,80000,80008,608060800,2,10000,7600
mv_kernel_gpu,2073,1,1,79,128,8,0,8,0,2,10000,7600
mv_kernel_cpu,36447,0,1,1,64,0,0,0,0,2,10000,8100
mv_kernel_gpu_mem,55024,1,1,79,128,648064808,80000,80008,648064800,2,10000,8100
mv_kernel_gpu,2223,1,1,79,128,8,0,8,0,2,10000,8100
mv_kernel_cpu,24017,0,1,1,64,0,0,0,0,2,10000,8600
mv_kernel_gpu_mem,64165,1,1,79,128,688068808,80000,80008,688068800,2,10000,8600
mv_kernel_gpu,2453,1,1,79,128,8,0,8,0,2,10000,8600
mv_kernel_cpu,42752,0,1,1,64,0,0,0,0,2,10000,9100
mv_kernel_gpu_mem,68520,1,1,79,128,728072808,80000,80008,728072800,2,10000,9100
mv_kernel_gpu,2468,1,1,79,128,8,0,8,0,2,10000,9100
mv_kernel_cpu,48753,0,1,1,64,0,0,0,0,2,10000,9600
mv_kernel_gpu_mem,66454,1,1,79,128,768076808,80000,80008,768076800,2,10000,9600
mv_kernel_gpu,2637,1,1,79,128,8,0,8,0,2,10000,9600
mv_kernel_cpu,31029,0,1,1,64,0,0,0,0,2,1000,100
mv_kernel_gpu_mem,229,1,1,8,128,800808,8000,8008,800800,2,1000,100
mv_kernel_gpu,42,1,1,8,128,8,0,8,0,2,1000,100
mv_kernel_cpu,35246,0,1,1,64,0,0,0,0,2,1000,1100
mv_kernel_gpu_mem,1857,1,1,8,128,8808808,8000,8008,8808800,2,1000,1100
mv_kernel_gpu,261,1,1,8,128,8,0,8,0,2,1000,1100
mv_kernel_cpu,37023,0,1,1,64,0,0,0,0,2,1000,1600
mv_kernel_gpu_mem,2288,1,1,8,128,12812808,8000,8008,12812800,2,1000,1600
mv_kernel_gpu,351,1,1,8,128,8,0,8,0,2,1000,1600
mv_kernel_cpu,19701,0,1,1,64,0,0,0,0,2,1000,2100
mv_kernel_gpu_mem,2266,1,1,8,128,16816808,8000,8008,16816800,2,1000,2100
mv_kernel_gpu,414,1,1,8,128,8,0,8,0,2,1000,2100
mv_kernel_cpu,62708,0,1,1,64,0,0,0,0,2,1000,2600
mv_kernel_gpu_mem,3703,1,1,8,128,20820808,8000,8008,20820800,2,1000,2600
mv_kernel_gpu,502,1,1,8,128,8,0,8,0,2,1000,2600
mv_kernel_cpu,26441,0,1,1,64,0,0,0,0,2,1000,3100
mv_kernel_gpu_mem,3077,1,1,8,128,24824808,8000,8008,24824800,2,1000,3100
mv_kernel_gpu,597,1,1,8,128,8,0,8,0,2,1000,3100
mv_kernel_cpu,21531,0,1,1,64,0,0,0,0,2,1000,3600
mv_kernel_gpu_mem,3377,1,1,8,128,28828808,8000,8008,28828800,2,1000,3600
mv_kernel_gpu,707,1,1,8,128,8,0,8,0,2,1000,3600
mv_kernel_cpu,20402,0,1,1,64,0,0,0,0,2,1000,4100
mv_kernel_gpu_mem,3927,1,1,8,128,32832808,8000,8008,32832800,2,1000,4100
mv_kernel_gpu,738,1,1,8,128,8,0,8,0,2,1000,4100
mv_kernel_cpu,39686,0,1,1,64,0,0,0,0,2,1000,4600
mv_kernel_gpu_mem,4081,1,1,8,128,36836808,8000,8008,36836800,2,1000,4600
mv_kernel_gpu,800,1,1,8,128,8,0,8,0,2,1000,4600
mv_kernel_cpu,24242,0,1,1,64,0,0,0,0,2,1000,5100
mv_kernel_gpu_mem,5277,1,1,8,128,40840808,8000,8008,40840800,2,1000,5100
mv_kernel_gpu,939,1,1,8,128,8,0,8,0,2,1000,5100
mv_kernel_cpu,36408,0,1,1,64,0,0,0,0,2,1000,5600
