kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1
covariance_kernel2_cpu,559,0,1,1,168,0,0,0,0,1,5021000,
covariance_kernel1_gpu,6561,1,1,39227,128,24,0,24,0,1,5021000,
covariance_kernel2_gpu,6462,1,1,39227,128,24,0,24,0,1,5021000,
covariance_kernel1_gpu_mem,35722,1,1,39227,128,40168024,0,24,40168000,1,5021000,
covariance_kernel2_gpu_mem,70893,1,1,39227,128,80336040,0,24,80336016,1,5021000,
covariance_kernel1_cpu,691,0,1,1,168,0,0,0,0,1,5022000,
covariance_kernel2_cpu,582,0,1,1,168,0,0,0,0,1,5022000,
covariance_kernel1_gpu,6542,1,1,39235,128,24,0,24,0,1,5022000,
covariance_kernel2_gpu,6427,1,1,39235,128,24,0,24,0,1,5022000,
covariance_kernel1_gpu_mem,35954,1,1,39235,128,40176024,0,24,40176000,1,5022000,
covariance_kernel2_gpu_mem,68832,1,1,39235,128,80352040,0,24,80352016,1,5022000,
covariance_kernel1_cpu,712,0,1,1,168,0,0,0,0,1,5023000,
covariance_kernel2_cpu,553,0,1,1,168,0,0,0,0,1,5023000,
covariance_kernel1_gpu,6509,1,1,39243,128,24,0,24,0,1,5023000,
covariance_kernel2_gpu,6459,1,1,39243,128,24,0,24,0,1,5023000,
covariance_kernel1_gpu_mem,29536,1,1,39243,128,40184024,0,24,40184000,1,5023000,
covariance_kernel2_gpu_mem,56643,1,1,39243,128,80368040,0,24,80368016,1,5023000,
covariance_kernel1_cpu,685,0,1,1,168,0,0,0,0,1,5024000,
covariance_kernel2_cpu,598,0,1,1,168,0,0,0,0,1,5024000,
covariance_kernel1_gpu,6571,1,1,39250,128,24,0,24,0,1,5024000,
covariance_kernel2_gpu,6428,1,1,39250,128,24,0,24,0,1,5024000,
covariance_kernel1_gpu_mem,35294,1,1,39250,128,40192024,0,24,40192000,1,5024000,
covariance_kernel2_gpu_mem,69685,1,1,39250,128,80384040,0,24,80384016,1,5024000,
covariance_kernel1_cpu,679,0,1,1,168,0,0,0,0,1,5025000,
covariance_kernel2_cpu,555,0,1,1,168,0,0,0,0,1,5025000,
covariance_kernel1_gpu,6544,1,1,39258,128,24,0,24,0,1,5025000,
covariance_kernel2_gpu,6460,1,1,39258,128,24,0,24,0,1,5025000,
covariance_kernel1_gpu_mem,35460,1,1,39258,128,40200024,0,24,40200000,1,5025000,
covariance_kernel2_gpu_mem,69877,1,1,39258,128,80400040,0,24,80400016,1,5025000,
covariance_kernel1_cpu,675,0,1,1,168,0,0,0,0,1,5026000,
covariance_kernel2_cpu,553,0,1,1,168,0,0,0,0,1,5026000,
covariance_kernel1_gpu,6541,1,1,39266,128,24,0,24,0,1,5026000,
covariance_kernel2_gpu,6445,1,1,39266,128,24,0,24,0,1,5026000,
covariance_kernel1_gpu_mem,35713,1,1,39266,128,40208024,0,24,40208000,1,5026000,
covariance_kernel2_gpu_mem,69667,1,1,39266,128,80416040,0,24,80416016,1,5026000,
covariance_kernel1_cpu,714,0,1,1,168,0,0,0,0,1,5027000,
covariance_kernel2_cpu,568,0,1,1,168,0,0,0,0,1,5027000,
covariance_kernel1_gpu,6513,1,1,39274,128,24,0,24,0,1,5027000,
covariance_kernel2_gpu,6466,1,1,39274,128,24,0,24,0,1,5027000,
covariance_kernel1_gpu_mem,29487,1,1,39274,128,40216024,0,24,40216000,1,5027000,
covariance_kernel2_gpu_mem,55522,1,1,39274,128,80432040,0,24,80432016,1,5027000,
covariance_kernel1_cpu,669,0,1,1,168,0,0,0,0,1,5028000,
covariance_kernel2_cpu,618,0,1,1,168,0,0,0,0,1,5028000,
covariance_kernel1_gpu,6571,1,1,39282,128,24,0,24,0,1,5028000,
covariance_kernel2_gpu,6415,1,1,39282,128,24,0,24,0,1,5028000,
covariance_kernel1_gpu_mem,35162,1,1,39282,128,40224024,0,24,40224000,1,5028000,
covariance_kernel2_gpu_mem,69051,1,1,39282,128,80448040,0,24,80448016,1,5028000,
covariance_kernel1_cpu,708,0,1,1,168,0,0,0,0,1,5029000,
covariance_kernel2_cpu,570,0,1,1,168,0,0,0,0,1,5029000,
covariance_kernel1_gpu,6564,1,1,39290,128,24,0,24,0,1,5029000,
covariance_kernel2_gpu,6445,1,1,39290,128,24,0,24,0,1,5029000,
covariance_kernel1_gpu_mem,36057,1,1,39290,128,40232024,0,24,40232000,1,5029000,
covariance_kernel2_gpu_mem,69741,1,1,39290,128,80464040,0,24,80464016,1,5029000,
covariance_kernel1_cpu,687,0,1,1,168,0,0,0,0,1,5030000,
covariance_kernel2_cpu,631,0,1,1,168,0,0,0,0,1,5030000,
covariance_kernel1_gpu,6560,1,1,39297,128,24,0,24,0,1,5030000,
covariance_kernel2_gpu,6435,1,1,39297,128,24,0,24,0,1,5030000,
covariance_kernel1_gpu_mem,36453,1,1,39297,128,40240024,0,24,40240000,1,5030000,
covariance_kernel2_gpu_mem,70317,1,1,39297,128,80480040,0,24,80480016,1,5030000,
covariance_kernel1_cpu,682,0,1,1,168,0,0,0,0,1,5031000,
covariance_kernel2_cpu,556,0,1,1,168,0,0,0,0,1,5031000,
covariance_kernel1_gpu,6567,1,1,39305,128,24,0,24,0,1,5031000,
covariance_kernel2_gpu,6427,1,1,39305,128,24,0,24,0,1,5031000,
covariance_kernel1_gpu_mem,35494,1,1,39305,128,40248024,0,24,40248000,1,5031000,
covariance_kernel2_gpu_mem,69597,1,1,39305,128,80496040,0,24,80496016,1,5031000,
covariance_kernel1_cpu,676,0,1,1,168,0,0,0,0,1,5032000,
covariance_kernel2_cpu,552,0,1,1,168,0,0,0,0,1,5032000,
covariance_kernel1_gpu,6623,1,1,39313,128,24,0,24,0,1,5032000,
covariance_kernel2_gpu,6621,1,1,39313,128,24,0,24,0,1,5032000,
covariance_kernel1_gpu_mem,35861,1,1,39313,128,40256024,0,24,40256000,1,5032000,
covariance_kernel2_gpu_mem,69909,1,1,39313,128,80512040,0,24,80512016,1,5032000,
covariance_kernel1_cpu,671,0,1,1,168,0,0,0,0,1,5033000,
covariance_kernel2_cpu,558,0,1,1,168,0,0,0,0,1,5033000,
covariance_kernel1_gpu,6553,1,1,39321,128,24,0,24,0,1,5033000,
covariance_kernel2_gpu,6454,1,1,39321,128,24,0,24,0,1,5033000,
covariance_kernel1_gpu_mem,35337,1,1,39321,128,40264024,0,24,40264000,1,5033000,
covariance_kernel2_gpu_mem,70390,1,1,39321,128,80528040,0,24,80528016,1,5033000,
covariance_kernel1_cpu,681,0,1,1,168,0,0,0,0,1,5034000,
covariance_kernel2_cpu,573,0,1,1,168,0,0,0,0,1,5034000,
covariance_kernel1_gpu,6620,1,1,39329,128,24,0,24,0,1,5034000,
covariance_kernel2_gpu,6626,1,1,39329,128,24,0,24,0,1,5034000,
covariance_kernel1_gpu_mem,36006,1,1,39329,128,40272024,0,24,40272000,1,5034000,
covariance_kernel2_gpu_mem,70559,1,1,39329,128,80544040,0,24,80544016,1,5034000,
covariance_kernel1_cpu,700,0,1,1,168,0,0,0,0,1,5035000,
covariance_kernel2_cpu,557,0,1,1,168,0,0,0,0,1,5035000,
covariance_kernel1_gpu,6565,1,1,39336,128,24,0,24,0,1,5035000,
covariance_kernel2_gpu,6422,1,1,39336,128,24,0,24,0,1,5035000,
covariance_kernel1_gpu_mem,35554,1,1,39336,128,40280024,0,24,40280000,1,5035000,
covariance_kernel2_gpu_mem,69528,1,1,39336,128,80560040,0,24,80560016,1,5035000,
covariance_kernel1_cpu,676,0,1,1,168,0,0,0,0,1,5036000,
covariance_kernel2_cpu,552,0,1,1,168,0,0,0,0,1,5036000,
covariance_kernel1_gpu,6584,1,1,39344,128,24,0,24,0,1,5036000,
covariance_kernel2_gpu,6440,1,1,39344,128,24,0,24,0,1,5036000,
covariance_kernel1_gpu_mem,35340,1,1,39344,128,40288024,0,24,40288000,1,5036000,
covariance_kernel2_gpu_mem,67693,1,1,39344,128,80576040,0,24,80576016,1,5036000,
covariance_kernel1_cpu,672,0,1,1,168,0,0,0,0,1,5037000,
covariance_kernel2_cpu,571,0,1,1,168,0,0,0,0,1,5037000,
covariance_kernel1_gpu,6560,1,1,39352,128,24,0,24,0,1,5037000,
covariance_kernel2_gpu,6615,1,1,39352,128,24,0,24,0,1,5037000,
covariance_kernel1_gpu_mem,35620,1,1,39352,128,40296024,0,24,40296000,1,5037000,
covariance_kernel2_gpu_mem,69982,1,1,39352,128,80592040,0,24,80592016,1,5037000,
covariance_kernel1_cpu,675,0,1,1,168,0,0,0,0,1,5038000,
covariance_kernel2_cpu,628,0,1,1,168,0,0,0,0,1,5038000,
covariance_kernel1_gpu,5092,1,1,39360,128,24,0,24,0,1,5038000,
covariance_kernel2_gpu,4930,1,1,39360,128,24,0,24,0,1,5038000,
covariance_kernel1_gpu_mem,33491,1,1,39360,128,40304024,0,24,40304000,1,5038000,
covariance_kernel2_gpu_mem,52300,1,1,39360,128,80608040,0,24,80608016,1,5038000,
covariance_kernel1_cpu,671,0,1,1,168,0,0,0,0,1,5039000,
covariance_kernel2_cpu,559,0,1,1,168,0,0,0,0,1,5039000,
covariance_kernel1_gpu,6558,1,1,39368,128,24,0,24,0,1,5039000,
covariance_kernel2_gpu,6450,1,1,39368,128,24,0,24,0,1,5039000,
covariance_kernel1_gpu_mem,35869,1,1,39368,128,40312024,0,24,40312000,1,5039000,
covariance_kernel2_gpu_mem,71118,1,1,39368,128,80624040,0,24,80624016,1,5039000,
covariance_kernel1_cpu,689,0,1,1,168,0,0,0,0,1,5040000,
covariance_kernel2_cpu,588,0,1,1,168,0,0,0,0,1,5040000,
covariance_kernel1_gpu,6591,1,1,39375,128,24,0,24,0,1,5040000,
covariance_kernel2_gpu,6440,1,1,39375,128,24,0,24,0,1,5040000,
covariance_kernel1_gpu_mem,35696,1,1,39375,128,40320024,0,24,40320000,1,5040000,
covariance_kernel2_gpu_mem,69055,1,1,39375,128,80640040,0,24,80640016,1,5040000,
covariance_kernel1_cpu,695,0,1,1,168,0,0,0,0,1,5041000,
covariance_kernel2_cpu,633,0,1,1,168,0,0,0,0,1,5041000,
covariance_kernel1_gpu,6595,1,1,39383,128,24,0,24,0,1,5041000,
covariance_kernel2_gpu,6433,1,1,39383,128,24,0,24,0,1,5041000,
covariance_kernel1_gpu_mem,35324,1,1,39383,128,40328024,0,24,40328000,1,5041000,
covariance_kernel2_gpu_mem,69186,1,1,39383,128,80656040,0,24,80656016,1,5041000,
covariance_kernel1_cpu,703,0,1,1,168,0,0,0,0,1,5042000,
covariance_kernel2_cpu,548,0,1,1,168,0,0,0,0,1,5042000,
covariance_kernel1_gpu,5093,1,1,39391,128,24,0,24,0,1,5042000,
covariance_kernel2_gpu,4940,1,1,39391,128,24,0,24,0,1,5042000,
covariance_kernel1_gpu_mem,33345,1,1,39391,128,40336024,0,24,40336000,1,5042000,
covariance_kernel2_gpu_mem,53109,1,1,39391,128,80672040,0,24,80672016,1,5042000,
covariance_kernel1_cpu,701,0,1,1,168,0,0,0,0,1,5043000,
covariance_kernel2_cpu,558,0,1,1,168,0,0,0,0,1,5043000,
covariance_kernel1_gpu,6528,1,1,39399,128,24,0,24,0,1,5043000,
covariance_kernel2_gpu,6452,1,1,39399,128,24,0,24,0,1,5043000,
covariance_kernel1_gpu_mem,35304,1,1,39399,128,40344024,0,24,40344000,1,5043000,
covariance_kernel2_gpu_mem,67504,1,1,39399,128,80688040,0,24,80688016,1,5043000,
covariance_kernel1_cpu,684,0,1,1,168,0,0,0,0,1,5044000,
covariance_kernel2_cpu,562,0,1,1,168,0,0,0,0,1,5044000,
covariance_kernel1_gpu,6576,1,1,39407,128,24,0,24,0,1,5044000,
covariance_kernel2_gpu,6456,1,1,39407,128,24,0,24,0,1,5044000,
covariance_kernel1_gpu_mem,35871,1,1,39407,128,40352024,0,24,40352000,1,5044000,
covariance_kernel2_gpu_mem,68113,1,1,39407,128,80704040,0,24,80704016,1,5044000,
covariance_kernel1_cpu,714,0,1,1,168,0,0,0,0,1,5045000,
covariance_kernel2_cpu,573,0,1,1,168,0,0,0,0,1,5045000,
covariance_kernel1_gpu,6558,1,1,39415,128,24,0,24,0,1,5045000,
covariance_kernel2_gpu,6441,1,1,39415,128,24,0,24,0,1,5045000,
covariance_kernel1_gpu_mem,35368,1,1,39415,128,40360024,0,24,40360000,1,5045000,
covariance_kernel2_gpu_mem,68674,1,1,39415,128,80720040,0,24,80720016,1,5045000,
covariance_kernel1_cpu,691,0,1,1,168,0,0,0,0,1,5046000,
covariance_kernel2_cpu,558,0,1,1,168,0,0,0,0,1,5046000,
covariance_kernel1_gpu,6579,1,1,39422,128,24,0,24,0,1,5046000,
covariance_kernel2_gpu,6461,1,1,39422,128,24,0,24,0,1,5046000,
covariance_kernel1_gpu_mem,35722,1,1,39422,128,40368024,0,24,40368000,1,5046000,
covariance_kernel2_gpu_mem,70141,1,1,39422,128,80736040,0,24,80736016,1,5046000,
covariance_kernel1_cpu,689,0,1,1,168,0,0,0,0,1,5047000,
covariance_kernel2_cpu,640,0,1,1,168,0,0,0,0,1,5047000,
covariance_kernel1_gpu,5113,1,1,39430,128,24,0,24,0,1,5047000,
covariance_kernel2_gpu,4959,1,1,39430,128,24,0,24,0,1,5047000,
covariance_kernel1_gpu_mem,33046,1,1,39430,128,40376024,0,24,40376000,1,5047000,
covariance_kernel2_gpu_mem,52567,1,1,39430,128,80752040,0,24,80752016,1,5047000,
covariance_kernel1_cpu,692,0,1,1,168,0,0,0,0,1,5048000,
covariance_kernel2_cpu,632,0,1,1,168,0,0,0,0,1,5048000,
covariance_kernel1_gpu,6581,1,1,39438,128,24,0,24,0,1,5048000,
covariance_kernel2_gpu,6452,1,1,39438,128,24,0,24,0,1,5048000,
covariance_kernel1_gpu_mem,36049,1,1,39438,128,40384024,0,24,40384000,1,5048000,
covariance_kernel2_gpu_mem,71257,1,1,39438,128,80768040,0,24,80768016,1,5048000,
covariance_kernel1_cpu,686,0,1,1,168,0,0,0,0,1,5049000,
covariance_kernel2_cpu,559,0,1,1,168,0,0,0,0,1,5049000,
covariance_kernel1_gpu,6570,1,1,39446,128,24,0,24,0,1,5049000,
covariance_kernel2_gpu,6450,1,1,39446,128,24,0,24,0,1,5049000,
covariance_kernel1_gpu_mem,35504,1,1,39446,128,40392024,0,24,40392000,1,5049000,
covariance_kernel2_gpu_mem,69560,1,1,39446,128,80784040,0,24,80784016,1,5049000,
covariance_kernel1_cpu,671,0,1,1,168,0,0,0,0,1,5050000,
covariance_kernel2_cpu,581,0,1,1,168,0,0,0,0,1,5050000,
covariance_kernel1_gpu,6589,1,1,39454,128,24,0,24,0,1,5050000,
covariance_kernel2_gpu,6474,1,1,39454,128,24,0,24,0,1,5050000,
covariance_kernel1_gpu_mem,36090,1,1,39454,128,40400024,0,24,40400000,1,5050000,
covariance_kernel2_gpu_mem,69212,1,1,39454,128,80800040,0,24,80800016,1,5050000,
covariance_kernel1_cpu,666,0,1,1,168,0,0,0,0,1,5051000,
covariance_kernel2_cpu,557,0,1,1,168,0,0,0,0,1,5051000,
covariance_kernel1_gpu,5123,1,1,39461,128,24,0,24,0,1,5051000,
covariance_kernel2_gpu,4957,1,1,39461,128,24,0,24,0,1,5051000,
covariance_kernel1_gpu_mem,33196,1,1,39461,128,40408024,0,24,40408000,1,5051000,
covariance_kernel2_gpu_mem,51863,1,1,39461,128,80816040,0,24,80816016,1,5051000,
covariance_kernel1_cpu,676,0,1,1,168,0,0,0,0,1,5052000,
covariance_kernel2_cpu,561,0,1,1,168,0,0,0,0,1,5052000,
covariance_kernel1_gpu,6618,1,1,39469,128,24,0,24,0,1,5052000,
covariance_kernel2_gpu,6468,1,1,39469,128,24,0,24,0,1,5052000,
covariance_kernel1_gpu_mem,35327,1,1,39469,128,40416024,0,24,40416000,1,5052000,
covariance_kernel2_gpu_mem,67840,1,1,39469,128,80832040,0,24,80832016,1,5052000,
covariance_kernel1_cpu,681,0,1,1,168,0,0,0,0,1,5053000,
covariance_kernel2_cpu,572,0,1,1,168,0,0,0,0,1,5053000,
covariance_kernel1_gpu,6545,1,1,39477,128,24,0,24,0,1,5053000,
covariance_kernel2_gpu,6448,1,1,39477,128,24,0,24,0,1,5053000,
covariance_kernel1_gpu_mem,46854,1,1,39477,128,40424024,0,24,40424000,1,5053000,
covariance_kernel2_gpu_mem,70648,1,1,39477,128,80848040,0,24,80848016,1,5053000,
covariance_kernel1_cpu,711,0,1,1,168,0,0,0,0,1,5054000,
covariance_kernel2_cpu,587,0,1,1,168,0,0,0,0,1,5054000,
covariance_kernel1_gpu,6587,1,1,39485,128,24,0,24,0,1,5054000,
covariance_kernel2_gpu,6463,1,1,39485,128,24,0,24,0,1,5054000,
covariance_kernel1_gpu_mem,35620,1,1,39485,128,40432024,0,24,40432000,1,5054000,
covariance_kernel2_gpu_mem,69006,1,1,39485,128,80864040,0,24,80864016,1,5054000,
covariance_kernel1_cpu,700,0,1,1,168,0,0,0,0,1,5055000,
covariance_kernel2_cpu,576,0,1,1,168,0,0,0,0,1,5055000,
covariance_kernel1_gpu,6576,1,1,39493,128,24,0,24,0,1,5055000,
covariance_kernel2_gpu,6463,1,1,39493,128,24,0,24,0,1,5055000,
covariance_kernel1_gpu_mem,35844,1,1,39493,128,40440024,0,24,40440000,1,5055000,
covariance_kernel2_gpu_mem,69957,1,1,39493,128,80880040,0,24,80880016,1,5055000,
covariance_kernel1_cpu,675,0,1,1,168,0,0,0,0,1,5056000,
covariance_kernel2_cpu,573,0,1,1,168,0,0,0,0,1,5056000,
covariance_kernel1_gpu,5124,1,1,39500,128,24,0,24,0,1,5056000,
covariance_kernel2_gpu,4967,1,1,39500,128,24,0,24,0,1,5056000,
covariance_kernel1_gpu_mem,33380,1,1,39500,128,40448024,0,24,40448000,1,5056000,
covariance_kernel2_gpu_mem,52303,1,1,39500,128,80896040,0,24,80896016,1,5056000,
covariance_kernel1_cpu,695,0,1,1,168,0,0,0,0,1,5057000,
covariance_kernel2_cpu,598,0,1,1,168,0,0,0,0,1,5057000,
covariance_kernel1_gpu,6577,1,1,39508,128,24,0,24,0,1,5057000,
covariance_kernel2_gpu,6462,1,1,39508,128,24,0,24,0,1,5057000,
covariance_kernel1_gpu_mem,35619,1,1,39508,128,40456024,0,24,40456000,1,5057000,
covariance_kernel2_gpu_mem,71076,1,1,39508,128,80912040,0,24,80912016,1,5057000,
covariance_kernel1_cpu,721,0,1,1,168,0,0,0,0,1,5058000,
covariance_kernel2_cpu,558,0,1,1,168,0,0,0,0,1,5058000,
covariance_kernel1_gpu,6590,1,1,39516,128,24,0,24,0,1,5058000,
covariance_kernel2_gpu,6483,1,1,39516,128,24,0,24,0,1,5058000,
covariance_kernel1_gpu_mem,36033,1,1,39516,128,40464024,0,24,40464000,1,5058000,
covariance_kernel2_gpu_mem,68938,1,1,39516,128,80928040,0,24,80928016,1,5058000,
covariance_kernel1_cpu,671,0,1,1,168,0,0,0,0,1,5059000,
covariance_kernel2_cpu,559,0,1,1,168,0,0,0,0,1,5059000,
covariance_kernel1_gpu,6577,1,1,39524,128,24,0,24,0,1,5059000,
covariance_kernel2_gpu,6670,1,1,39524,128,24,0,24,0,1,5059000,
covariance_kernel1_gpu_mem,35146,1,1,39524,128,40472024,0,24,40472000,1,5059000,
covariance_kernel2_gpu_mem,70141,1,1,39524,128,80944040,0,24,80944016,1,5059000,
covariance_kernel1_cpu,680,0,1,1,168,0,0,0,0,1,5060000,
covariance_kernel2_cpu,633,0,1,1,168,0,0,0,0,1,5060000,
covariance_kernel1_gpu,6582,1,1,39532,128,24,0,24,0,1,5060000,
covariance_kernel2_gpu,6468,1,1,39532,128,24,0,24,0,1,5060000,
covariance_kernel1_gpu_mem,35758,1,1,39532,128,40480024,0,24,40480000,1,5060000,
covariance_kernel2_gpu_mem,68243,1,1,39532,128,80960040,0,24,80960016,1,5060000,
covariance_kernel1_cpu,666,0,1,1,168,0,0,0,0,1,5061000,
covariance_kernel2_cpu,571,0,1,1,168,0,0,0,0,1,5061000,
covariance_kernel1_gpu,5129,1,1,39540,128,24,0,24,0,1,5061000,
covariance_kernel2_gpu,4967,1,1,39540,128,24,0,24,0,1,5061000,
covariance_kernel1_gpu_mem,33471,1,1,39540,128,40488024,0,24,40488000,1,5061000,
covariance_kernel2_gpu_mem,52666,1,1,39540,128,80976040,0,24,80976016,1,5061000,
covariance_kernel1_cpu,669,0,1,1,168,0,0,0,0,1,5062000,
covariance_kernel2_cpu,552,0,1,1,168,0,0,0,0,1,5062000,
covariance_kernel1_gpu,6585,1,1,39547,128,24,0,24,0,1,5062000,
covariance_kernel2_gpu,6475,1,1,39547,128,24,0,24,0,1,5062000,
covariance_kernel1_gpu_mem,35339,1,1,39547,128,40496024,0,24,40496000,1,5062000,
covariance_kernel2_gpu_mem,70258,1,1,39547,128,80992040,0,24,80992016,1,5062000,
covariance_kernel1_cpu,677,0,1,1,168,0,0,0,0,1,5063000,
covariance_kernel2_cpu,574,0,1,1,168,0,0,0,0,1,5063000,
covariance_kernel1_gpu,6514,1,1,39555,128,24,0,24,0,1,5063000,
covariance_kernel2_gpu,6471,1,1,39555,128,24,0,24,0,1,5063000,
covariance_kernel1_gpu_mem,36255,1,1,39555,128,40504024,0,24,40504000,1,5063000,
covariance_kernel2_gpu_mem,98991,1,1,39555,128,81008040,0,24,81008016,1,5063000,
covariance_kernel1_cpu,716,0,1,1,168,0,0,0,0,1,5064000,
covariance_kernel2_cpu,634,0,1,1,168,0,0,0,0,1,5064000,
covariance_kernel1_gpu,6568,1,1,39563,128,24,0,24,0,1,5064000,
covariance_kernel2_gpu,6530,1,1,39563,128,24,0,24,0,1,5064000,
covariance_kernel1_gpu_mem,29780,1,1,39563,128,40512024,0,24,40512000,1,5064000,
covariance_kernel2_gpu_mem,55912,1,1,39563,128,81024040,0,24,81024016,1,5064000,
covariance_kernel1_cpu,680,0,1,1,168,0,0,0,0,1,5065000,
covariance_kernel2_cpu,569,0,1,1,168,0,0,0,0,1,5065000,
covariance_kernel1_gpu,5120,1,1,39571,128,24,0,24,0,1,5065000,
covariance_kernel2_gpu,4966,1,1,39571,128,24,0,24,0,1,5065000,
covariance_kernel1_gpu_mem,33694,1,1,39571,128,40520024,0,24,40520000,1,5065000,
covariance_kernel2_gpu_mem,52547,1,1,39571,128,81040040,0,24,81040016,1,5065000,
covariance_kernel1_cpu,675,0,1,1,168,0,0,0,0,1,5066000,
covariance_kernel2_cpu,636,0,1,1,168,0,0,0,0,1,5066000,
covariance_kernel1_gpu,6609,1,1,39579,128,24,0,24,0,1,5066000,
covariance_kernel2_gpu,6491,1,1,39579,128,24,0,24,0,1,5066000,
covariance_kernel1_gpu_mem,35435,1,1,39579,128,40528024,0,24,40528000,1,5066000,
covariance_kernel2_gpu_mem,70048,1,1,39579,128,81056040,0,24,81056016,1,5066000,
covariance_kernel1_cpu,699,0,1,1,168,0,0,0,0,1,5067000,
covariance_kernel2_cpu,567,0,1,1,168,0,0,0,0,1,5067000,
covariance_kernel1_gpu,6611,1,1,39586,128,24,0,24,0,1,5067000,
covariance_kernel2_gpu,6470,1,1,39586,128,24,0,24,0,1,5067000,
covariance_kernel1_gpu_mem,35523,1,1,39586,128,40536024,0,24,40536000,1,5067000,
covariance_kernel2_gpu_mem,70145,1,1,39586,128,81072040,0,24,81072016,1,5067000,
covariance_kernel1_cpu,693,0,1,1,168,0,0,0,0,1,5068000,
covariance_kernel2_cpu,555,0,1,1,168,0,0,0,0,1,5068000,
covariance_kernel1_gpu,6607,1,1,39594,128,24,0,24,0,1,5068000,
covariance_kernel2_gpu,6477,1,1,39594,128,24,0,24,0,1,5068000,
covariance_kernel1_gpu_mem,36267,1,1,39594,128,40544024,0,24,40544000,1,5068000,
covariance_kernel2_gpu_mem,69866,1,1,39594,128,81088040,0,24,81088016,1,5068000,
covariance_kernel1_cpu,725,0,1,1,168,0,0,0,0,1,5069000,
covariance_kernel2_cpu,558,0,1,1,168,0,0,0,0,1,5069000,
covariance_kernel1_gpu,6606,1,1,39602,128,24,0,24,0,1,5069000,
covariance_kernel2_gpu,6723,1,1,39602,128,24,0,24,0,1,5069000,
covariance_kernel1_gpu_mem,29668,1,1,39602,128,40552024,0,24,40552000,1,5069000,
covariance_kernel2_gpu_mem,57812,1,1,39602,128,81104040,0,24,81104016,1,5069000,
covariance_kernel1_cpu,728,0,1,1,168,0,0,0,0,1,5070000,
covariance_kernel2_cpu,565,0,1,1,168,0,0,0,0,1,5070000,
covariance_kernel1_gpu,5103,1,1,39610,128,24,0,24,0,1,5070000,
covariance_kernel2_gpu,4967,1,1,39610,128,24,0,24,0,1,5070000,
covariance_kernel1_gpu_mem,33994,1,1,39610,128,40560024,0,24,40560000,1,5070000,
covariance_kernel2_gpu_mem,53099,1,1,39610,128,81120040,0,24,81120016,1,5070000,
covariance_kernel1_cpu,690,0,1,1,168,0,0,0,0,1,5071000,
covariance_kernel2_cpu,609,0,1,1,168,0,0,0,0,1,5071000,
covariance_kernel1_gpu,6609,1,1,39618,128,24,0,24,0,1,5071000,
covariance_kernel2_gpu,6514,1,1,39618,128,24,0,24,0,1,5071000,
covariance_kernel1_gpu_mem,35512,1,1,39618,128,40568024,0,24,40568000,1,5071000,
covariance_kernel2_gpu_mem,69673,1,1,39618,128,81136040,0,24,81136016,1,5071000,
covariance_kernel1_cpu,678,0,1,1,168,0,0,0,0,1,5072000,
covariance_kernel2_cpu,637,0,1,1,168,0,0,0,0,1,5072000,
covariance_kernel1_gpu,6604,1,1,39625,128,24,0,24,0,1,5072000,
covariance_kernel2_gpu,6496,1,1,39625,128,24,0,24,0,1,5072000,
covariance_kernel1_gpu_mem,35458,1,1,39625,128,40576024,0,24,40576000,1,5072000,
covariance_kernel2_gpu_mem,69467,1,1,39625,128,81152040,0,24,81152016,1,5072000,
covariance_kernel1_cpu,695,0,1,1,168,0,0,0,0,1,5073000,
covariance_kernel2_cpu,581,0,1,1,168,0,0,0,0,1,5073000,
covariance_kernel1_gpu,6599,1,1,39633,128,24,0,24,0,1,5073000,
covariance_kernel2_gpu,6491,1,1,39633,128,24,0,24,0,1,5073000,
covariance_kernel1_gpu_mem,35779,1,1,39633,128,40584024,0,24,40584000,1,5073000,
covariance_kernel2_gpu_mem,70182,1,1,39633,128,81168040,0,24,81168016,1,5073000,
covariance_kernel1_cpu,688,0,1,1,168,0,0,0,0,1,5074000,
covariance_kernel2_cpu,577,0,1,1,168,0,0,0,0,1,5074000,
covariance_kernel1_gpu,6605,1,1,39641,128,24,0,24,0,1,5074000,
covariance_kernel2_gpu,6478,1,1,39641,128,24,0,24,0,1,5074000,
covariance_kernel1_gpu_mem,35959,1,1,39641,128,40592024,0,24,40592000,1,5074000,
covariance_kernel2_gpu_mem,68420,1,1,39641,128,81184040,0,24,81184016,1,5074000,
covariance_kernel1_cpu,712,0,1,1,168,0,0,0,0,1,5075000,
covariance_kernel2_cpu,576,0,1,1,168,0,0,0,0,1,5075000,
covariance_kernel1_gpu,6612,1,1,39649,128,24,0,24,0,1,5075000,
covariance_kernel2_gpu,6501,1,1,39649,128,24,0,24,0,1,5075000,
covariance_kernel1_gpu_mem,35730,1,1,39649,128,40600024,0,24,40600000,1,5075000,
covariance_kernel2_gpu_mem,70551,1,1,39649,128,81200040,0,24,81200016,1,5075000,
covariance_kernel1_cpu,673,0,1,1,168,0,0,0,0,1,5076000,
covariance_kernel2_cpu,552,0,1,1,168,0,0,0,0,1,5076000,
covariance_kernel1_gpu,5138,1,1,39657,128,24,0,24,0,1,5076000,
covariance_kernel2_gpu,4985,1,1,39657,128,24,0,24,0,1,5076000,
covariance_kernel1_gpu_mem,33083,1,1,39657,128,40608024,0,24,40608000,1,5076000,
