kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1
covariance_kernel1_gpu,2243,1,1,12430,128,24,0,24,0,1,1591000,
covariance_kernel2_gpu,2275,1,1,12430,128,24,0,24,0,1,1591000,
covariance_kernel1_gpu_mem,12046,1,1,12430,128,12728024,0,24,12728000,1,1591000,
covariance_kernel2_gpu_mem,20262,1,1,12430,128,25456040,0,24,25456016,1,1591000,
covariance_kernel1_cpu,344,0,1,1,168,0,0,0,0,1,1592000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1592000,
covariance_kernel1_gpu,2240,1,1,12438,128,24,0,24,0,1,1592000,
covariance_kernel2_gpu,2248,1,1,12438,128,24,0,24,0,1,1592000,
covariance_kernel1_gpu_mem,12144,1,1,12438,128,12736024,0,24,12736000,1,1592000,
covariance_kernel2_gpu_mem,20306,1,1,12438,128,25472040,0,24,25472016,1,1592000,
covariance_kernel1_cpu,337,0,1,1,168,0,0,0,0,1,1593000,
covariance_kernel2_cpu,193,0,1,1,168,0,0,0,0,1,1593000,
covariance_kernel1_gpu,2250,1,1,12446,128,24,0,24,0,1,1593000,
covariance_kernel2_gpu,2253,1,1,12446,128,24,0,24,0,1,1593000,
covariance_kernel1_gpu_mem,12022,1,1,12446,128,12744024,0,24,12744000,1,1593000,
covariance_kernel2_gpu_mem,20178,1,1,12446,128,25488040,0,24,25488016,1,1593000,
covariance_kernel1_cpu,337,0,1,1,168,0,0,0,0,1,1594000,
covariance_kernel2_cpu,249,0,1,1,168,0,0,0,0,1,1594000,
covariance_kernel1_gpu,2252,1,1,12454,128,24,0,24,0,1,1594000,
covariance_kernel2_gpu,2246,1,1,12454,128,24,0,24,0,1,1594000,
covariance_kernel1_gpu_mem,12240,1,1,12454,128,12752024,0,24,12752000,1,1594000,
covariance_kernel2_gpu_mem,20000,1,1,12454,128,25504040,0,24,25504016,1,1594000,
covariance_kernel1_cpu,347,0,1,1,168,0,0,0,0,1,1595000,
covariance_kernel2_cpu,207,0,1,1,168,0,0,0,0,1,1595000,
covariance_kernel1_gpu,1037,1,1,12461,128,24,0,24,0,1,1595000,
covariance_kernel2_gpu,1038,1,1,12461,128,24,0,24,0,1,1595000,
covariance_kernel1_gpu_mem,10899,1,1,12461,128,12760024,0,24,12760000,1,1595000,
covariance_kernel2_gpu_mem,18929,1,1,12461,128,25520040,0,24,25520016,1,1595000,
covariance_kernel1_cpu,340,0,1,1,168,0,0,0,0,1,1596000,
covariance_kernel2_cpu,190,0,1,1,168,0,0,0,0,1,1596000,
covariance_kernel1_gpu,2257,1,1,12469,128,24,0,24,0,1,1596000,
covariance_kernel2_gpu,2246,1,1,12469,128,24,0,24,0,1,1596000,
covariance_kernel1_gpu_mem,12187,1,1,12469,128,12768024,0,24,12768000,1,1596000,
covariance_kernel2_gpu_mem,20366,1,1,12469,128,25536040,0,24,25536016,1,1596000,
covariance_kernel1_cpu,354,0,1,1,168,0,0,0,0,1,1597000,
covariance_kernel2_cpu,194,0,1,1,168,0,0,0,0,1,1597000,
covariance_kernel1_gpu,2252,1,1,12477,128,24,0,24,0,1,1597000,
covariance_kernel2_gpu,2247,1,1,12477,128,24,0,24,0,1,1597000,
covariance_kernel1_gpu_mem,12081,1,1,12477,128,12776024,0,24,12776000,1,1597000,
covariance_kernel2_gpu_mem,20177,1,1,12477,128,25552040,0,24,25552016,1,1597000,
covariance_kernel1_cpu,351,0,1,1,168,0,0,0,0,1,1598000,
covariance_kernel2_cpu,192,0,1,1,168,0,0,0,0,1,1598000,
covariance_kernel1_gpu,2255,1,1,12485,128,24,0,24,0,1,1598000,
covariance_kernel2_gpu,2248,1,1,12485,128,24,0,24,0,1,1598000,
covariance_kernel1_gpu_mem,12228,1,1,12485,128,12784024,0,24,12784000,1,1598000,
covariance_kernel2_gpu_mem,20250,1,1,12485,128,25568040,0,24,25568016,1,1598000,
covariance_kernel1_cpu,352,0,1,1,168,0,0,0,0,1,1599000,
covariance_kernel2_cpu,198,0,1,1,168,0,0,0,0,1,1599000,
covariance_kernel1_gpu,2252,1,1,12493,128,24,0,24,0,1,1599000,
covariance_kernel2_gpu,2254,1,1,12493,128,24,0,24,0,1,1599000,
covariance_kernel1_gpu_mem,12079,1,1,12493,128,12792024,0,24,12792000,1,1599000,
covariance_kernel2_gpu_mem,20147,1,1,12493,128,25584040,0,24,25584016,1,1599000,
covariance_kernel1_cpu,356,0,1,1,168,0,0,0,0,1,1600000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1600000,
covariance_kernel1_gpu,2188,1,1,12500,128,24,0,24,0,1,1600000,
covariance_kernel2_gpu,2185,1,1,12500,128,24,0,24,0,1,1600000,
covariance_kernel1_gpu_mem,9610,1,1,12500,128,12800024,0,24,12800000,1,1600000,
covariance_kernel2_gpu_mem,15787,1,1,12500,128,25600040,0,24,25600016,1,1600000,
covariance_kernel1_cpu,349,0,1,1,168,0,0,0,0,1,1601000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1601000,
covariance_kernel1_gpu,2252,1,1,12508,128,24,0,24,0,1,1601000,
covariance_kernel2_gpu,2256,1,1,12508,128,24,0,24,0,1,1601000,
covariance_kernel1_gpu_mem,12180,1,1,12508,128,12808024,0,24,12808000,1,1601000,
covariance_kernel2_gpu_mem,20354,1,1,12508,128,25616040,0,24,25616016,1,1601000,
covariance_kernel1_cpu,341,0,1,1,168,0,0,0,0,1,1602000,
covariance_kernel2_cpu,206,0,1,1,168,0,0,0,0,1,1602000,
covariance_kernel1_gpu,2256,1,1,12516,128,24,0,24,0,1,1602000,
covariance_kernel2_gpu,2258,1,1,12516,128,24,0,24,0,1,1602000,
covariance_kernel1_gpu_mem,12129,1,1,12516,128,12816024,0,24,12816000,1,1602000,
covariance_kernel2_gpu_mem,20907,1,1,12516,128,25632040,0,24,25632016,1,1602000,
covariance_kernel1_cpu,354,0,1,1,168,0,0,0,0,1,1603000,
covariance_kernel2_cpu,207,0,1,1,168,0,0,0,0,1,1603000,
covariance_kernel1_gpu,2189,1,1,12524,128,24,0,24,0,1,1603000,
covariance_kernel2_gpu,2191,1,1,12524,128,24,0,24,0,1,1603000,
covariance_kernel1_gpu_mem,10146,1,1,12524,128,12824024,0,24,12824000,1,1603000,
covariance_kernel2_gpu_mem,14080,1,1,12524,128,25648040,0,24,25648016,1,1603000,
covariance_kernel1_cpu,346,0,1,1,168,0,0,0,0,1,1604000,
covariance_kernel2_cpu,191,0,1,1,168,0,0,0,0,1,1604000,
covariance_kernel1_gpu,2256,1,1,12532,128,24,0,24,0,1,1604000,
covariance_kernel2_gpu,2249,1,1,12532,128,24,0,24,0,1,1604000,
covariance_kernel1_gpu_mem,12335,1,1,12532,128,12832024,0,24,12832000,1,1604000,
covariance_kernel2_gpu_mem,20217,1,1,12532,128,25664040,0,24,25664016,1,1604000,
covariance_kernel1_cpu,344,0,1,1,168,0,0,0,0,1,1605000,
covariance_kernel2_cpu,194,0,1,1,168,0,0,0,0,1,1605000,
covariance_kernel1_gpu,2250,1,1,12540,128,24,0,24,0,1,1605000,
covariance_kernel2_gpu,2261,1,1,12540,128,24,0,24,0,1,1605000,
covariance_kernel1_gpu_mem,12150,1,1,12540,128,12840024,0,24,12840000,1,1605000,
covariance_kernel2_gpu_mem,20214,1,1,12540,128,25680040,0,24,25680016,1,1605000,
covariance_kernel1_cpu,362,0,1,1,168,0,0,0,0,1,1606000,
covariance_kernel2_cpu,191,0,1,1,168,0,0,0,0,1,1606000,
covariance_kernel1_gpu,2194,1,1,12547,128,24,0,24,0,1,1606000,
covariance_kernel2_gpu,2198,1,1,12547,128,24,0,24,0,1,1606000,
covariance_kernel1_gpu_mem,9440,1,1,12547,128,12848024,0,24,12848000,1,1606000,
covariance_kernel2_gpu_mem,15763,1,1,12547,128,25696040,0,24,25696016,1,1606000,
covariance_kernel1_cpu,368,0,1,1,168,0,0,0,0,1,1607000,
covariance_kernel2_cpu,194,0,1,1,168,0,0,0,0,1,1607000,
covariance_kernel1_gpu,2267,1,1,12555,128,24,0,24,0,1,1607000,
covariance_kernel2_gpu,2261,1,1,12555,128,24,0,24,0,1,1607000,
covariance_kernel1_gpu_mem,12191,1,1,12555,128,12856024,0,24,12856000,1,1607000,
covariance_kernel2_gpu_mem,20450,1,1,12555,128,25712040,0,24,25712016,1,1607000,
covariance_kernel1_cpu,346,0,1,1,168,0,0,0,0,1,1608000,
covariance_kernel2_cpu,193,0,1,1,168,0,0,0,0,1,1608000,
covariance_kernel1_gpu,2274,1,1,12563,128,24,0,24,0,1,1608000,
covariance_kernel2_gpu,2263,1,1,12563,128,24,0,24,0,1,1608000,
covariance_kernel1_gpu_mem,12098,1,1,12563,128,12864024,0,24,12864000,1,1608000,
covariance_kernel2_gpu_mem,20345,1,1,12563,128,25728040,0,24,25728016,1,1608000,
covariance_kernel1_cpu,346,0,1,1,168,0,0,0,0,1,1609000,
covariance_kernel2_cpu,204,0,1,1,168,0,0,0,0,1,1609000,
covariance_kernel1_gpu,2264,1,1,12571,128,24,0,24,0,1,1609000,
covariance_kernel2_gpu,2260,1,1,12571,128,24,0,24,0,1,1609000,
covariance_kernel1_gpu_mem,12140,1,1,12571,128,12872024,0,24,12872000,1,1609000,
covariance_kernel2_gpu_mem,20335,1,1,12571,128,25744040,0,24,25744016,1,1609000,
covariance_kernel1_cpu,394,0,1,1,168,0,0,0,0,1,1610000,
covariance_kernel2_cpu,194,0,1,1,168,0,0,0,0,1,1610000,
covariance_kernel1_gpu,2267,1,1,12579,128,24,0,24,0,1,1610000,
covariance_kernel2_gpu,2269,1,1,12579,128,24,0,24,0,1,1610000,
covariance_kernel1_gpu_mem,12238,1,1,12579,128,12880024,0,24,12880000,1,1610000,
covariance_kernel2_gpu_mem,20576,1,1,12579,128,25760040,0,24,25760016,1,1610000,
covariance_kernel1_cpu,344,0,1,1,168,0,0,0,0,1,1611000,
covariance_kernel2_cpu,200,0,1,1,168,0,0,0,0,1,1611000,
covariance_kernel1_gpu,2255,1,1,12586,128,24,0,24,0,1,1611000,
covariance_kernel2_gpu,2263,1,1,12586,128,24,0,24,0,1,1611000,
covariance_kernel1_gpu_mem,12254,1,1,12586,128,12888024,0,24,12888000,1,1611000,
covariance_kernel2_gpu_mem,20948,1,1,12586,128,25776040,0,24,25776016,1,1611000,
covariance_kernel1_cpu,352,0,1,1,168,0,0,0,0,1,1612000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1612000,
covariance_kernel1_gpu,2264,1,1,12594,128,24,0,24,0,1,1612000,
covariance_kernel2_gpu,2265,1,1,12594,128,24,0,24,0,1,1612000,
covariance_kernel1_gpu_mem,12228,1,1,12594,128,12896024,0,24,12896000,1,1612000,
covariance_kernel2_gpu_mem,20566,1,1,12594,128,25792040,0,24,25792016,1,1612000,
covariance_kernel1_cpu,361,0,1,1,168,0,0,0,0,1,1613000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1613000,
covariance_kernel1_gpu,2267,1,1,12602,128,24,0,24,0,1,1613000,
covariance_kernel2_gpu,2274,1,1,12602,128,24,0,24,0,1,1613000,
covariance_kernel1_gpu_mem,12297,1,1,12602,128,12904024,0,24,12904000,1,1613000,
covariance_kernel2_gpu_mem,20382,1,1,12602,128,25808040,0,24,25808016,1,1613000,
covariance_kernel1_cpu,351,0,1,1,168,0,0,0,0,1,1614000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1614000,
covariance_kernel1_gpu,2268,1,1,12610,128,24,0,24,0,1,1614000,
covariance_kernel2_gpu,2271,1,1,12610,128,24,0,24,0,1,1614000,
covariance_kernel1_gpu_mem,12224,1,1,12610,128,12912024,0,24,12912000,1,1614000,
covariance_kernel2_gpu_mem,20598,1,1,12610,128,25824040,0,24,25824016,1,1614000,
covariance_kernel1_cpu,346,0,1,1,168,0,0,0,0,1,1615000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1615000,
covariance_kernel1_gpu,2268,1,1,12618,128,24,0,24,0,1,1615000,
covariance_kernel2_gpu,2274,1,1,12618,128,24,0,24,0,1,1615000,
covariance_kernel1_gpu_mem,12242,1,1,12618,128,12920024,0,24,12920000,1,1615000,
covariance_kernel2_gpu_mem,20674,1,1,12618,128,25840040,0,24,25840016,1,1615000,
covariance_kernel1_cpu,345,0,1,1,168,0,0,0,0,1,1616000,
covariance_kernel2_cpu,264,0,1,1,168,0,0,0,0,1,1616000,
covariance_kernel1_gpu,2272,1,1,12625,128,24,0,24,0,1,1616000,
covariance_kernel2_gpu,2278,1,1,12625,128,24,0,24,0,1,1616000,
covariance_kernel1_gpu_mem,12379,1,1,12625,128,12928024,0,24,12928000,1,1616000,
covariance_kernel2_gpu_mem,20643,1,1,12625,128,25856040,0,24,25856016,1,1616000,
covariance_kernel1_cpu,344,0,1,1,168,0,0,0,0,1,1617000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1617000,
covariance_kernel1_gpu,2274,1,1,12633,128,24,0,24,0,1,1617000,
covariance_kernel2_gpu,2267,1,1,12633,128,24,0,24,0,1,1617000,
covariance_kernel1_gpu_mem,12256,1,1,12633,128,12936024,0,24,12936000,1,1617000,
covariance_kernel2_gpu_mem,20363,1,1,12633,128,25872040,0,24,25872016,1,1617000,
covariance_kernel1_cpu,354,0,1,1,168,0,0,0,0,1,1618000,
covariance_kernel2_cpu,193,0,1,1,168,0,0,0,0,1,1618000,
covariance_kernel1_gpu,2269,1,1,12641,128,24,0,24,0,1,1618000,
covariance_kernel2_gpu,2268,1,1,12641,128,24,0,24,0,1,1618000,
covariance_kernel1_gpu_mem,12265,1,1,12641,128,12944024,0,24,12944000,1,1618000,
covariance_kernel2_gpu_mem,20347,1,1,12641,128,25888040,0,24,25888016,1,1618000,
covariance_kernel1_cpu,343,0,1,1,168,0,0,0,0,1,1619000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1619000,
covariance_kernel1_gpu,2273,1,1,12649,128,24,0,24,0,1,1619000,
covariance_kernel2_gpu,2272,1,1,12649,128,24,0,24,0,1,1619000,
covariance_kernel1_gpu_mem,12287,1,1,12649,128,12952024,0,24,12952000,1,1619000,
covariance_kernel2_gpu_mem,20374,1,1,12649,128,25904040,0,24,25904016,1,1619000,
covariance_kernel1_cpu,342,0,1,1,168,0,0,0,0,1,1620000,
covariance_kernel2_cpu,207,0,1,1,168,0,0,0,0,1,1620000,
covariance_kernel1_gpu,2281,1,1,12657,128,24,0,24,0,1,1620000,
covariance_kernel2_gpu,2275,1,1,12657,128,24,0,24,0,1,1620000,
covariance_kernel1_gpu_mem,12368,1,1,12657,128,12960024,0,24,12960000,1,1620000,
covariance_kernel2_gpu_mem,20676,1,1,12657,128,25920040,0,24,25920016,1,1620000,
covariance_kernel1_cpu,349,0,1,1,168,0,0,0,0,1,1621000,
covariance_kernel2_cpu,207,0,1,1,168,0,0,0,0,1,1621000,
covariance_kernel1_gpu,2282,1,1,12665,128,24,0,24,0,1,1621000,
covariance_kernel2_gpu,2282,1,1,12665,128,24,0,24,0,1,1621000,
covariance_kernel1_gpu_mem,12280,1,1,12665,128,12968024,0,24,12968000,1,1621000,
covariance_kernel2_gpu_mem,20751,1,1,12665,128,25936040,0,24,25936016,1,1621000,
covariance_kernel1_cpu,355,0,1,1,168,0,0,0,0,1,1622000,
covariance_kernel2_cpu,192,0,1,1,168,0,0,0,0,1,1622000,
covariance_kernel1_gpu,2218,1,1,12672,128,24,0,24,0,1,1622000,
covariance_kernel2_gpu,2212,1,1,12672,128,24,0,24,0,1,1622000,
covariance_kernel1_gpu_mem,9504,1,1,12672,128,12976024,0,24,12976000,1,1622000,
covariance_kernel2_gpu_mem,15801,1,1,12672,128,25952040,0,24,25952016,1,1622000,
covariance_kernel1_cpu,352,0,1,1,168,0,0,0,0,1,1623000,
covariance_kernel2_cpu,210,0,1,1,168,0,0,0,0,1,1623000,
covariance_kernel1_gpu,2280,1,1,12680,128,24,0,24,0,1,1623000,
covariance_kernel2_gpu,2273,1,1,12680,128,24,0,24,0,1,1623000,
covariance_kernel1_gpu_mem,12313,1,1,12680,128,12984024,0,24,12984000,1,1623000,
covariance_kernel2_gpu_mem,20553,1,1,12680,128,25968040,0,24,25968016,1,1623000,
covariance_kernel1_cpu,346,0,1,1,168,0,0,0,0,1,1624000,
covariance_kernel2_cpu,222,0,1,1,168,0,0,0,0,1,1624000,
covariance_kernel1_gpu,2282,1,1,12688,128,24,0,24,0,1,1624000,
covariance_kernel2_gpu,2289,1,1,12688,128,24,0,24,0,1,1624000,
covariance_kernel1_gpu_mem,12452,1,1,12688,128,12992024,0,24,12992000,1,1624000,
covariance_kernel2_gpu_mem,20765,1,1,12688,128,25984040,0,24,25984016,1,1624000,
covariance_kernel1_cpu,347,0,1,1,168,0,0,0,0,1,1625000,
covariance_kernel2_cpu,213,0,1,1,168,0,0,0,0,1,1625000,
covariance_kernel1_gpu,2292,1,1,12696,128,24,0,24,0,1,1625000,
covariance_kernel2_gpu,2291,1,1,12696,128,24,0,24,0,1,1625000,
covariance_kernel1_gpu_mem,12254,1,1,12696,128,13000024,0,24,13000000,1,1625000,
covariance_kernel2_gpu_mem,20547,1,1,12696,128,26000040,0,24,26000016,1,1625000,
covariance_kernel1_cpu,373,0,1,1,168,0,0,0,0,1,1626000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1626000,
covariance_kernel1_gpu,2256,1,1,12704,128,24,0,24,0,1,1626000,
covariance_kernel2_gpu,2209,1,1,12704,128,24,0,24,0,1,1626000,
covariance_kernel1_gpu_mem,9908,1,1,12704,128,13008024,0,24,13008000,1,1626000,
covariance_kernel2_gpu_mem,15421,1,1,12704,128,26016040,0,24,26016016,1,1626000,
covariance_kernel1_cpu,360,0,1,1,168,0,0,0,0,1,1627000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1627000,
covariance_kernel1_gpu,2287,1,1,12711,128,24,0,24,0,1,1627000,
covariance_kernel2_gpu,2292,1,1,12711,128,24,0,24,0,1,1627000,
covariance_kernel1_gpu_mem,12334,1,1,12711,128,13016024,0,24,13016000,1,1627000,
covariance_kernel2_gpu_mem,20542,1,1,12711,128,26032040,0,24,26032016,1,1627000,
covariance_kernel1_cpu,352,0,1,1,168,0,0,0,0,1,1628000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1628000,
covariance_kernel1_gpu,2289,1,1,12719,128,24,0,24,0,1,1628000,
covariance_kernel2_gpu,2281,1,1,12719,128,24,0,24,0,1,1628000,
covariance_kernel1_gpu_mem,12397,1,1,12719,128,13024024,0,24,13024000,1,1628000,
covariance_kernel2_gpu_mem,20814,1,1,12719,128,26048040,0,24,26048016,1,1628000,
covariance_kernel1_cpu,351,0,1,1,168,0,0,0,0,1,1629000,
covariance_kernel2_cpu,198,0,1,1,168,0,0,0,0,1,1629000,
covariance_kernel1_gpu,2286,1,1,12727,128,24,0,24,0,1,1629000,
covariance_kernel2_gpu,2287,1,1,12727,128,24,0,24,0,1,1629000,
covariance_kernel1_gpu_mem,12382,1,1,12727,128,13032024,0,24,13032000,1,1629000,
covariance_kernel2_gpu_mem,20747,1,1,12727,128,26064040,0,24,26064016,1,1629000,
covariance_kernel1_cpu,361,0,1,1,168,0,0,0,0,1,1630000,
covariance_kernel2_cpu,216,0,1,1,168,0,0,0,0,1,1630000,
covariance_kernel1_gpu,2226,1,1,12735,128,24,0,24,0,1,1630000,
covariance_kernel2_gpu,2228,1,1,12735,128,24,0,24,0,1,1630000,
covariance_kernel1_gpu_mem,9769,1,1,12735,128,13040024,0,24,13040000,1,1630000,
covariance_kernel2_gpu_mem,16106,1,1,12735,128,26080040,0,24,26080016,1,1630000,
covariance_kernel1_cpu,348,0,1,1,168,0,0,0,0,1,1631000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1631000,
covariance_kernel1_gpu,2292,1,1,12743,128,24,0,24,0,1,1631000,
covariance_kernel2_gpu,2286,1,1,12743,128,24,0,24,0,1,1631000,
covariance_kernel1_gpu_mem,12395,1,1,12743,128,13048024,0,24,13048000,1,1631000,
covariance_kernel2_gpu_mem,20697,1,1,12743,128,26096040,0,24,26096016,1,1631000,
covariance_kernel1_cpu,350,0,1,1,168,0,0,0,0,1,1632000,
covariance_kernel2_cpu,194,0,1,1,168,0,0,0,0,1,1632000,
covariance_kernel1_gpu,2288,1,1,12750,128,24,0,24,0,1,1632000,
covariance_kernel2_gpu,2289,1,1,12750,128,24,0,24,0,1,1632000,
covariance_kernel1_gpu_mem,12621,1,1,12750,128,13056024,0,24,13056000,1,1632000,
covariance_kernel2_gpu_mem,20590,1,1,12750,128,26112040,0,24,26112016,1,1632000,
covariance_kernel1_cpu,364,0,1,1,168,0,0,0,0,1,1633000,
covariance_kernel2_cpu,261,0,1,1,168,0,0,0,0,1,1633000,
covariance_kernel1_gpu,2292,1,1,12758,128,24,0,24,0,1,1633000,
covariance_kernel2_gpu,2292,1,1,12758,128,24,0,24,0,1,1633000,
covariance_kernel1_gpu_mem,12452,1,1,12758,128,13064024,0,24,13064000,1,1633000,
covariance_kernel2_gpu_mem,20749,1,1,12758,128,26128040,0,24,26128016,1,1633000,
covariance_kernel1_cpu,366,0,1,1,168,0,0,0,0,1,1634000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1634000,
covariance_kernel1_gpu,2290,1,1,12766,128,24,0,24,0,1,1634000,
covariance_kernel2_gpu,2303,1,1,12766,128,24,0,24,0,1,1634000,
covariance_kernel1_gpu_mem,12239,1,1,12766,128,13072024,0,24,13072000,1,1634000,
covariance_kernel2_gpu_mem,20483,1,1,12766,128,26144040,0,24,26144016,1,1634000,
covariance_kernel1_cpu,351,0,1,1,168,0,0,0,0,1,1635000,
covariance_kernel2_cpu,198,0,1,1,168,0,0,0,0,1,1635000,
covariance_kernel1_gpu,2300,1,1,12774,128,24,0,24,0,1,1635000,
covariance_kernel2_gpu,2291,1,1,12774,128,24,0,24,0,1,1635000,
covariance_kernel1_gpu_mem,12395,1,1,12774,128,13080024,0,24,13080000,1,1635000,
covariance_kernel2_gpu_mem,20831,1,1,12774,128,26160040,0,24,26160016,1,1635000,
covariance_kernel1_cpu,357,0,1,1,168,0,0,0,0,1,1636000,
covariance_kernel2_cpu,201,0,1,1,168,0,0,0,0,1,1636000,
covariance_kernel1_gpu,2296,1,1,12782,128,24,0,24,0,1,1636000,
covariance_kernel2_gpu,2302,1,1,12782,128,24,0,24,0,1,1636000,
covariance_kernel1_gpu_mem,12407,1,1,12782,128,13088024,0,24,13088000,1,1636000,
covariance_kernel2_gpu_mem,20878,1,1,12782,128,26176040,0,24,26176016,1,1636000,
covariance_kernel1_cpu,357,0,1,1,168,0,0,0,0,1,1637000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1637000,
covariance_kernel1_gpu,2297,1,1,12790,128,24,0,24,0,1,1637000,
covariance_kernel2_gpu,2308,1,1,12790,128,24,0,24,0,1,1637000,
covariance_kernel1_gpu_mem,12370,1,1,12790,128,13096024,0,24,13096000,1,1637000,
covariance_kernel2_gpu_mem,20824,1,1,12790,128,26192040,0,24,26192016,1,1637000,
covariance_kernel1_cpu,339,0,1,1,168,0,0,0,0,1,1638000,
covariance_kernel2_cpu,214,0,1,1,168,0,0,0,0,1,1638000,
covariance_kernel1_gpu,1056,1,1,12797,128,24,0,24,0,1,1638000,
covariance_kernel2_gpu,1054,1,1,12797,128,24,0,24,0,1,1638000,
covariance_kernel1_gpu_mem,11008,1,1,12797,128,13104024,0,24,13104000,1,1638000,
covariance_kernel2_gpu_mem,19623,1,1,12797,128,26208040,0,24,26208016,1,1638000,
covariance_kernel1_cpu,345,0,1,1,168,0,0,0,0,1,1639000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1639000,
covariance_kernel1_gpu,2297,1,1,12805,128,24,0,24,0,1,1639000,
covariance_kernel2_gpu,2317,1,1,12805,128,24,0,24,0,1,1639000,
covariance_kernel1_gpu_mem,29128,1,1,12805,128,13112024,0,24,13112000,1,1639000,
covariance_kernel2_gpu_mem,20709,1,1,12805,128,26224040,0,24,26224016,1,1639000,
covariance_kernel1_cpu,376,0,1,1,168,0,0,0,0,1,1640000,
covariance_kernel2_cpu,195,0,1,1,168,0,0,0,0,1,1640000,
covariance_kernel1_gpu,2302,1,1,12813,128,24,0,24,0,1,1640000,
covariance_kernel2_gpu,2300,1,1,12813,128,24,0,24,0,1,1640000,
covariance_kernel1_gpu_mem,12401,1,1,12813,128,13120024,0,24,13120000,1,1640000,
covariance_kernel2_gpu_mem,20836,1,1,12813,128,26240040,0,24,26240016,1,1640000,
covariance_kernel1_cpu,359,0,1,1,168,0,0,0,0,1,1641000,
covariance_kernel2_cpu,201,0,1,1,168,0,0,0,0,1,1641000,
covariance_kernel1_gpu,2297,1,1,12821,128,24,0,24,0,1,1641000,
covariance_kernel2_gpu,2308,1,1,12821,128,24,0,24,0,1,1641000,
covariance_kernel1_gpu_mem,12491,1,1,12821,128,13128024,0,24,13128000,1,1641000,
covariance_kernel2_gpu_mem,20894,1,1,12821,128,26256040,0,24,26256016,1,1641000,
covariance_kernel1_cpu,354,0,1,1,168,0,0,0,0,1,1642000,
covariance_kernel2_cpu,196,0,1,1,168,0,0,0,0,1,1642000,
covariance_kernel1_gpu,2303,1,1,12829,128,24,0,24,0,1,1642000,
covariance_kernel2_gpu,2310,1,1,12829,128,24,0,24,0,1,1642000,
covariance_kernel1_gpu_mem,12343,1,1,12829,128,13136024,0,24,13136000,1,1642000,
covariance_kernel2_gpu_mem,20646,1,1,12829,128,26272040,0,24,26272016,1,1642000,
covariance_kernel1_cpu,354,0,1,1,168,0,0,0,0,1,1643000,
covariance_kernel2_cpu,204,0,1,1,168,0,0,0,0,1,1643000,
covariance_kernel1_gpu,2308,1,1,12836,128,24,0,24,0,1,1643000,
covariance_kernel2_gpu,2305,1,1,12836,128,24,0,24,0,1,1643000,
covariance_kernel1_gpu_mem,12388,1,1,12836,128,13144024,0,24,13144000,1,1643000,
covariance_kernel2_gpu_mem,20822,1,1,12836,128,26288040,0,24,26288016,1,1643000,
covariance_kernel1_cpu,357,0,1,1,168,0,0,0,0,1,1644000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1644000,
covariance_kernel1_gpu,2300,1,1,12844,128,24,0,24,0,1,1644000,
covariance_kernel2_gpu,2307,1,1,12844,128,24,0,24,0,1,1644000,
covariance_kernel1_gpu_mem,12278,1,1,12844,128,13152024,0,24,13152000,1,1644000,
covariance_kernel2_gpu_mem,20742,1,1,12844,128,26304040,0,24,26304016,1,1644000,
covariance_kernel1_cpu,351,0,1,1,168,0,0,0,0,1,1645000,
covariance_kernel2_cpu,202,0,1,1,168,0,0,0,0,1,1645000,
covariance_kernel1_gpu,2305,1,1,12852,128,24,0,24,0,1,1645000,
covariance_kernel2_gpu,2304,1,1,12852,128,24,0,24,0,1,1645000,
covariance_kernel1_gpu_mem,12402,1,1,12852,128,13160024,0,24,13160000,1,1645000,
covariance_kernel2_gpu_mem,20897,1,1,12852,128,26320040,0,24,26320016,1,1645000,
covariance_kernel1_cpu,356,0,1,1,168,0,0,0,0,1,1646000,
covariance_kernel2_cpu,197,0,1,1,168,0,0,0,0,1,1646000,
covariance_kernel1_gpu,2309,1,1,12860,128,24,0,24,0,1,1646000,
covariance_kernel2_gpu,2306,1,1,12860,128,24,0,24,0,1,1646000,
covariance_kernel1_gpu_mem,12235,1,1,12860,128,13168024,0,24,13168000,1,1646000,
covariance_kernel2_gpu_mem,20777,1,1,12860,128,26336040,0,24,26336016,1,1646000,
