kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,,,
nn_kernel_gpu_mem,7323,1,1,24532,128,25120000,12560000,12560000,25120000,1,3140000,,,
nn_kernel_cpu,67529,0,1,1,128,0,0,0,0,1,3140000,,,
nn_kernel_gpu,139,1,1,24532,128,0,0,0,0,1,3140000,,,
nn_kernel_gpu_mem,7323,1,1,24532,128,25120000,12560000,12560000,25120000,1,3140000,,,
nn_kernel_cpu,67857,0,1,1,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu,185,1,1,24610,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu_mem,7499,1,1,24610,128,25200000,12600000,12600000,25200000,1,3150000,,,
nn_kernel_cpu,67857,0,1,1,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu,185,1,1,24610,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu_mem,7499,1,1,24610,128,25200000,12600000,12600000,25200000,1,3150000,,,
nn_kernel_cpu,67857,0,1,1,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu,185,1,1,24610,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu_mem,7499,1,1,24610,128,25200000,12600000,12600000,25200000,1,3150000,,,
nn_kernel_cpu,67857,0,1,1,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu,185,1,1,24610,128,0,0,0,0,1,3150000,,,
nn_kernel_gpu_mem,7499,1,1,24610,128,25200000,12600000,12600000,25200000,1,3150000,,,
nn_kernel_cpu,66265,0,1,1,128,0,0,0,0,1,3160000,,,
nn_kernel_gpu,135,1,1,24688,128,0,0,0,0,1,3160000,,,
nn_kernel_gpu_mem,7545,1,1,24688,128,25280000,12640000,12640000,25280000,1,3160000,,,
nn_kernel_cpu,67865,0,1,1,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu,140,1,1,24766,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu_mem,7589,1,1,24766,128,25360000,12680000,12680000,25360000,1,3170000,,,
nn_kernel_cpu,67865,0,1,1,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu,140,1,1,24766,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu_mem,7589,1,1,24766,128,25360000,12680000,12680000,25360000,1,3170000,,,
nn_kernel_cpu,67865,0,1,1,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu,140,1,1,24766,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu_mem,7589,1,1,24766,128,25360000,12680000,12680000,25360000,1,3170000,,,
nn_kernel_cpu,67865,0,1,1,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu,140,1,1,24766,128,0,0,0,0,1,3170000,,,
nn_kernel_gpu_mem,7589,1,1,24766,128,25360000,12680000,12680000,25360000,1,3170000,,,
nn_kernel_cpu,62333,0,1,1,128,0,0,0,0,1,3160000,,,
nn_kernel_gpu,195,1,1,24688,128,0,0,0,0,1,3160000,,,
nn_kernel_gpu_mem,8307,1,1,24688,128,25280000,12640000,12640000,25280000,1,3160000,,,
nn_kernel_cpu,67526,0,1,1,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu,184,1,1,24844,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu_mem,7650,1,1,24844,128,25440000,12720000,12720000,25440000,1,3180000,,,
nn_kernel_cpu,67526,0,1,1,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu,184,1,1,24844,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu_mem,7650,1,1,24844,128,25440000,12720000,12720000,25440000,1,3180000,,,
nn_kernel_cpu,67526,0,1,1,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu,184,1,1,24844,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu_mem,7650,1,1,24844,128,25440000,12720000,12720000,25440000,1,3180000,,,
nn_kernel_cpu,67526,0,1,1,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu,184,1,1,24844,128,0,0,0,0,1,3180000,,,
nn_kernel_gpu_mem,7650,1,1,24844,128,25440000,12720000,12720000,25440000,1,3180000,,,
nn_kernel_cpu,67354,0,1,1,128,0,0,0,0,1,320000,,,
nn_kernel_gpu,80,1,1,2500,128,0,0,0,0,1,320000,,,
nn_kernel_gpu_mem,2241,1,1,2500,128,2560000,1280000,1280000,2560000,1,320000,,,
nn_kernel_cpu,67790,0,1,1,128,0,0,0,0,1,3190000,,,
nn_kernel_gpu,185,1,1,24922,128,0,0,0,0,1,3190000,,,
nn_kernel_gpu_mem,7609,1,1,24922,128,25520000,12760000,12760000,25520000,1,3190000,,,
nn_kernel_cpu,67285,0,1,1,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu,170,1,1,25000,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu_mem,7613,1,1,25000,128,25600000,12800000,12800000,25600000,1,3200000,,,
nn_kernel_cpu,67285,0,1,1,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu,170,1,1,25000,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu_mem,7613,1,1,25000,128,25600000,12800000,12800000,25600000,1,3200000,,,
nn_kernel_cpu,67285,0,1,1,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu,170,1,1,25000,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu_mem,7613,1,1,25000,128,25600000,12800000,12800000,25600000,1,3200000,,,
nn_kernel_cpu,67285,0,1,1,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu,170,1,1,25000,128,0,0,0,0,1,3200000,,,
nn_kernel_gpu_mem,7613,1,1,25000,128,25600000,12800000,12800000,25600000,1,3200000,,,
nn_kernel_cpu,66877,0,1,1,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu,184,1,1,25079,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu_mem,7739,1,1,25079,128,25680000,12840000,12840000,25680000,1,3210000,,,
nn_kernel_cpu,66877,0,1,1,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu,184,1,1,25079,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu_mem,7739,1,1,25079,128,25680000,12840000,12840000,25680000,1,3210000,,,
nn_kernel_cpu,66877,0,1,1,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu,184,1,1,25079,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu_mem,7739,1,1,25079,128,25680000,12840000,12840000,25680000,1,3210000,,,
nn_kernel_cpu,68557,0,1,1,128,0,0,0,0,1,13750000,,,
nn_kernel_gpu,342,1,1,107422,128,0,0,0,0,1,13750000,,,
nn_kernel_gpu_mem,25915,1,1,107422,128,110000000,55000000,55000000,110000000,1,13750000,,,
nn_kernel_cpu,66877,0,1,1,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu,184,1,1,25079,128,0,0,0,0,1,3210000,,,
nn_kernel_gpu_mem,7739,1,1,25079,128,25680000,12840000,12840000,25680000,1,3210000,,,
nn_kernel_cpu,67593,0,1,1,128,0,0,0,0,1,3220000,,,
nn_kernel_gpu,201,1,1,25157,128,0,0,0,0,1,3220000,,,
nn_kernel_gpu_mem,7762,1,1,25157,128,25760000,12880000,12880000,25760000,1,3220000,,,
nn_kernel_cpu,76387,0,1,1,128,0,0,0,0,1,3230000,,,
nn_kernel_gpu,134,1,1,25235,128,0,0,0,0,1,3230000,,,
nn_kernel_gpu_mem,7680,1,1,25235,128,25840000,12920000,12920000,25840000,1,3230000,,,
nn_kernel_cpu,67399,0,1,1,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu,172,1,1,25313,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu_mem,7661,1,1,25313,128,25920000,12960000,12960000,25920000,1,3240000,,,
nn_kernel_cpu,67399,0,1,1,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu,172,1,1,25313,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu_mem,7661,1,1,25313,128,25920000,12960000,12960000,25920000,1,3240000,,,
nn_kernel_cpu,67399,0,1,1,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu,172,1,1,25313,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu_mem,7661,1,1,25313,128,25920000,12960000,12960000,25920000,1,3240000,,,
nn_kernel_cpu,67399,0,1,1,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu,172,1,1,25313,128,0,0,0,0,1,3240000,,,
nn_kernel_gpu_mem,7661,1,1,25313,128,25920000,12960000,12960000,25920000,1,3240000,,,
nn_kernel_cpu,67566,0,1,1,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu,182,1,1,25391,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu_mem,7676,1,1,25391,128,26000000,13000000,13000000,26000000,1,3250000,,,
nn_kernel_cpu,67566,0,1,1,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu,182,1,1,25391,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu_mem,7676,1,1,25391,128,26000000,13000000,13000000,26000000,1,3250000,,,
nn_kernel_cpu,67566,0,1,1,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu,182,1,1,25391,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu_mem,7676,1,1,25391,128,26000000,13000000,13000000,26000000,1,3250000,,,
nn_kernel_cpu,67566,0,1,1,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu,182,1,1,25391,128,0,0,0,0,1,3250000,,,
nn_kernel_gpu_mem,7676,1,1,25391,128,26000000,13000000,13000000,26000000,1,3250000,,,
nn_kernel_cpu,67911,0,1,1,128,0,0,0,0,1,3260000,,,
nn_kernel_gpu,135,1,1,25469,128,0,0,0,0,1,3260000,,,
nn_kernel_gpu_mem,7831,1,1,25469,128,26080000,13040000,13040000,26080000,1,3260000,,,
nn_kernel_cpu,67294,0,1,1,128,0,0,0,0,1,3270000,,,
nn_kernel_gpu,188,1,1,25547,128,0,0,0,0,1,3270000,,,
nn_kernel_gpu_mem,7781,1,1,25547,128,26160000,13080000,13080000,26160000,1,3270000,,,
nn_kernel_cpu,67291,0,1,1,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu,139,1,1,25625,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu_mem,7857,1,1,25625,128,26240000,13120000,13120000,26240000,1,3280000,,,
nn_kernel_cpu,67291,0,1,1,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu,139,1,1,25625,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu_mem,7857,1,1,25625,128,26240000,13120000,13120000,26240000,1,3280000,,,
nn_kernel_cpu,67291,0,1,1,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu,139,1,1,25625,128,0,0,0,0,1,3280000,,,
nn_kernel_gpu_mem,7857,1,1,25625,128,26240000,13120000,13120000,26240000,1,3280000,,,
nn_kernel_cpu,67573,0,1,1,128,0,0,0,0,1,3290000,,,
nn_kernel_gpu,172,1,1,25704,128,0,0,0,0,1,3290000,,,
nn_kernel_gpu_mem,7703,1,1,25704,128,26320000,13160000,13160000,26320000,1,3290000,,,
nn_kernel_cpu,67712,0,1,1,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu,184,1,1,25782,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu_mem,7891,1,1,25782,128,26400000,13200000,13200000,26400000,1,3300000,,,
nn_kernel_cpu,67656,0,1,1,128,0,0,0,0,1,330000,,,
nn_kernel_gpu,78,1,1,2579,128,0,0,0,0,1,330000,,,
nn_kernel_gpu_mem,2240,1,1,2579,128,2640000,1320000,1320000,2640000,1,330000,,,
nn_kernel_cpu,67712,0,1,1,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu,184,1,1,25782,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu_mem,7891,1,1,25782,128,26400000,13200000,13200000,26400000,1,3300000,,,
nn_kernel_cpu,67712,0,1,1,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu,184,1,1,25782,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu_mem,7891,1,1,25782,128,26400000,13200000,13200000,26400000,1,3300000,,,
nn_kernel_cpu,67712,0,1,1,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu,184,1,1,25782,128,0,0,0,0,1,3300000,,,
nn_kernel_gpu_mem,7891,1,1,25782,128,26400000,13200000,13200000,26400000,1,3300000,,,
nn_kernel_cpu,67768,0,1,1,128,0,0,0,0,1,3310000,,,
nn_kernel_gpu,135,1,1,25860,128,0,0,0,0,1,3310000,,,
nn_kernel_gpu_mem,7878,1,1,25860,128,26480000,13240000,13240000,26480000,1,3310000,,,
nn_kernel_cpu,67745,0,1,1,128,0,0,0,0,1,13760000,,,
nn_kernel_gpu,343,1,1,107500,128,0,0,0,0,1,13760000,,,
nn_kernel_gpu_mem,25881,1,1,107500,128,110080000,55040000,55040000,110080000,1,13760000,,,
nn_kernel_cpu,67768,0,1,1,128,0,0,0,0,1,3310000,,,
nn_kernel_gpu,135,1,1,25860,128,0,0,0,0,1,3310000,,,
nn_kernel_gpu_mem,7878,1,1,25860,128,26480000,13240000,13240000,26480000,1,3310000,,,
nn_kernel_cpu,67992,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,145,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7973,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,66327,0,1,1,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu,120,1,1,25938,128,0,0,0,0,1,3320000,,,
nn_kernel_gpu_mem,7816,1,1,25938,128,26560000,13280000,13280000,26560000,1,3320000,,,
nn_kernel_cpu,67954,0,1,1,128,0,0,0,0,1,3330000,,,
nn_kernel_gpu,166,1,1,26016,128,0,0,0,0,1,3330000,,,
nn_kernel_gpu_mem,7973,1,1,26016,128,26640000,13320000,13320000,26640000,1,3330000,,,
nn_kernel_cpu,67982,0,1,1,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu,171,1,1,26094,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu_mem,7894,1,1,26094,128,26720000,13360000,13360000,26720000,1,3340000,,,
nn_kernel_cpu,67982,0,1,1,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu,171,1,1,26094,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu_mem,7894,1,1,26094,128,26720000,13360000,13360000,26720000,1,3340000,,,
nn_kernel_cpu,67982,0,1,1,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu,171,1,1,26094,128,0,0,0,0,1,3340000,,,
nn_kernel_gpu_mem,7894,1,1,26094,128,26720000,13360000,13360000,26720000,1,3340000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,68000,0,1,1,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu,178,1,1,26172,128,0,0,0,0,1,3350000,,,
nn_kernel_gpu_mem,7922,1,1,26172,128,26800000,13400000,13400000,26800000,1,3350000,,,
nn_kernel_cpu,67331,0,1,1,128,0,0,0,0,1,3360000,,,
nn_kernel_gpu,171,1,1,26250,128,0,0,0,0,1,3360000,,,
nn_kernel_gpu_mem,8061,1,1,26250,128,26880000,13440000,13440000,26880000,1,3360000,,,
nn_kernel_cpu,69346,0,1,1,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu,133,1,1,26329,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu_mem,7941,1,1,26329,128,26960000,13480000,13480000,26960000,1,3370000,,,
nn_kernel_cpu,69346,0,1,1,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu,133,1,1,26329,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu_mem,7941,1,1,26329,128,26960000,13480000,13480000,26960000,1,3370000,,,
nn_kernel_cpu,67465,0,1,1,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu,141,1,1,26329,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu_mem,7972,1,1,26329,128,26960000,13480000,13480000,26960000,1,3370000,,,
nn_kernel_cpu,67465,0,1,1,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu,141,1,1,26329,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu_mem,7972,1,1,26329,128,26960000,13480000,13480000,26960000,1,3370000,,,
nn_kernel_cpu,67465,0,1,1,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu,141,1,1,26329,128,0,0,0,0,1,3370000,,,
nn_kernel_gpu_mem,7972,1,1,26329,128,26960000,13480000,13480000,26960000,1,3370000,,,
nn_kernel_cpu,67592,0,1,1,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu,168,1,1,26407,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu_mem,8076,1,1,26407,128,27040000,13520000,13520000,27040000,1,3380000,,,
nn_kernel_cpu,67592,0,1,1,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu,168,1,1,26407,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu_mem,8076,1,1,26407,128,27040000,13520000,13520000,27040000,1,3380000,,,
nn_kernel_cpu,67592,0,1,1,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu,168,1,1,26407,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu_mem,8076,1,1,26407,128,27040000,13520000,13520000,27040000,1,3380000,,,
nn_kernel_cpu,67592,0,1,1,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu,168,1,1,26407,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu_mem,8076,1,1,26407,128,27040000,13520000,13520000,27040000,1,3380000,,,
nn_kernel_cpu,67592,0,1,1,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu,168,1,1,26407,128,0,0,0,0,1,3380000,,,
nn_kernel_gpu_mem,8076,1,1,26407,128,27040000,13520000,13520000,27040000,1,3380000,,,
nn_kernel_cpu,67619,0,1,1,128,0,0,0,0,1,13770000,,,
nn_kernel_gpu,342,1,1,107579,128,0,0,0,0,1,13770000,,,
nn_kernel_gpu_mem,25879,1,1,107579,128,110160000,55080000,55080000,110160000,1,13770000,,,
nn_kernel_cpu,67021,0,1,1,128,0,0,0,0,1,340000,,,
nn_kernel_gpu,65,1,1,2657,128,0,0,0,0,1,340000,,,
nn_kernel_gpu_mem,2263,1,1,2657,128,2720000,1360000,1360000,2720000,1,340000,,,
nn_kernel_cpu,67021,0,1,1,128,0,0,0,0,1,340000,,,
nn_kernel_gpu,65,1,1,2657,128,0,0,0,0,1,340000,,,
nn_kernel_gpu_mem,2263,1,1,2657,128,2720000,1360000,1360000,2720000,1,340000,,,
nn_kernel_cpu,67021,0,1,1,128,0,0,0,0,1,340000,,,
nn_kernel_gpu,65,1,1,2657,128,0,0,0,0,1,340000,,,
nn_kernel_gpu_mem,2263,1,1,2657,128,2720000,1360000,1360000,2720000,1,340000,,,
nn_kernel_cpu,67021,0,1,1,128,0,0,0,0,1,340000,,,
nn_kernel_gpu,65,1,1,2657,128,0,0,0,0,1,340000,,,
nn_kernel_gpu_mem,2263,1,1,2657,128,2720000,1360000,1360000,2720000,1,340000,,,
nn_kernel_cpu,67021,0,1,1,128,0,0,0,0,1,340000,,,
nn_kernel_gpu,65,1,1,2657,128,0,0,0,0,1,340000,,,
nn_kernel_gpu_mem,2263,1,1,2657,128,2720000,1360000,1360000,2720000,1,340000,,,
nn_kernel_cpu,67064,0,1,1,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu,120,1,1,26485,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu_mem,7979,1,1,26485,128,27120000,13560000,13560000,27120000,1,3390000,,,
nn_kernel_cpu,68376,0,1,1,128,0,0,0,0,1,3400000,,,
nn_kernel_gpu,144,1,1,26563,128,0,0,0,0,1,3400000,,,
nn_kernel_gpu_mem,8182,1,1,26563,128,27200000,13600000,13600000,27200000,1,3400000,,,
nn_kernel_cpu,68376,0,1,1,128,0,0,0,0,1,3400000,,,
nn_kernel_gpu,144,1,1,26563,128,0,0,0,0,1,3400000,,,
nn_kernel_gpu_mem,8182,1,1,26563,128,27200000,13600000,13600000,27200000,1,3400000,,,
nn_kernel_cpu,67800,0,1,1,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu,138,1,1,26485,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu_mem,8026,1,1,26485,128,27120000,13560000,13560000,27120000,1,3390000,,,
nn_kernel_cpu,67800,0,1,1,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu,138,1,1,26485,128,0,0,0,0,1,3390000,,,
nn_kernel_gpu_mem,8026,1,1,26485,128,27120000,13560000,13560000,27120000,1,3390000,,,
nn_kernel_cpu,66695,0,1,1,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu,170,1,1,26641,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu_mem,8235,1,1,26641,128,27280000,13640000,13640000,27280000,1,3410000,,,
nn_kernel_cpu,66695,0,1,1,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu,170,1,1,26641,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu_mem,8235,1,1,26641,128,27280000,13640000,13640000,27280000,1,3410000,,,
nn_kernel_cpu,66695,0,1,1,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu,170,1,1,26641,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu_mem,8235,1,1,26641,128,27280000,13640000,13640000,27280000,1,3410000,,,
nn_kernel_cpu,66695,0,1,1,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu,170,1,1,26641,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu_mem,8235,1,1,26641,128,27280000,13640000,13640000,27280000,1,3410000,,,
nn_kernel_cpu,66825,0,1,1,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu,124,1,1,26641,128,0,0,0,0,1,3410000,,,
nn_kernel_gpu_mem,8861,1,1,26641,128,27280000,13640000,13640000,27280000,1,3410000,,,
nn_kernel_cpu,75529,0,1,1,128,0,0,0,0,1,3420000,,,
nn_kernel_gpu,178,1,1,26719,128,0,0,0,0,1,3420000,,,
nn_kernel_gpu_mem,8106,1,1,26719,128,27360000,13680000,13680000,27360000,1,3420000,,,
nn_kernel_cpu,68383,0,1,1,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu,203,1,1,26797,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu_mem,8243,1,1,26797,128,27440000,13720000,13720000,27440000,1,3430000,,,
nn_kernel_cpu,68383,0,1,1,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu,203,1,1,26797,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu_mem,8243,1,1,26797,128,27440000,13720000,13720000,27440000,1,3430000,,,
nn_kernel_cpu,68383,0,1,1,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu,203,1,1,26797,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu_mem,8243,1,1,26797,128,27440000,13720000,13720000,27440000,1,3430000,,,
nn_kernel_cpu,68383,0,1,1,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu,203,1,1,26797,128,0,0,0,0,1,3430000,,,
nn_kernel_gpu_mem,8243,1,1,26797,128,27440000,13720000,13720000,27440000,1,3430000,,,
nn_kernel_cpu,67485,0,1,1,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu,171,1,1,26875,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu_mem,8234,1,1,26875,128,27520000,13760000,13760000,27520000,1,3440000,,,
nn_kernel_cpu,67485,0,1,1,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu,171,1,1,26875,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu_mem,8234,1,1,26875,128,27520000,13760000,13760000,27520000,1,3440000,,,
nn_kernel_cpu,67485,0,1,1,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu,171,1,1,26875,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu_mem,8234,1,1,26875,128,27520000,13760000,13760000,27520000,1,3440000,,,
nn_kernel_cpu,67485,0,1,1,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu,171,1,1,26875,128,0,0,0,0,1,3440000,,,
nn_kernel_gpu_mem,8234,1,1,26875,128,27520000,13760000,13760000,27520000,1,3440000,,,
nn_kernel_cpu,67771,0,1,1,128,0,0,0,0,1,3450000,,,
nn_kernel_gpu,181,1,1,26954,128,0,0,0,0,1,3450000,,,
nn_kernel_gpu_mem,8059,1,1,26954,128,27600000,13800000,13800000,27600000,1,3450000,,,
nn_kernel_cpu,67625,0,1,1,128,0,0,0,0,1,3460000,,,
nn_kernel_gpu,178,1,1,27032,128,0,0,0,0,1,3460000,,,
nn_kernel_gpu_mem,8140,1,1,27032,128,27680000,13840000,13840000,27680000,1,3460000,,,
nn_kernel_cpu,67818,0,1,1,128,0,0,0,0,1,3470000,,,
nn_kernel_gpu,203,1,1,27110,128,0,0,0,0,1,3470000,,,
nn_kernel_gpu_mem,8358,1,1,27110,128,27760000,13880000,13880000,27760000,1,3470000,,,
nn_kernel_cpu,67818,0,1,1,128,0,0,0,0,1,3470000,,,
nn_kernel_gpu,203,1,1,27110,128,0,0,0,0,1,3470000,,,
nn_kernel_gpu_mem,8358,1,1,27110,128,27760000,13880000,13880000,27760000,1,3470000,,,
nn_kernel_cpu,67818,0,1,1,128,0,0,0,0,1,3470000,,,
nn_kernel_gpu,203,1,1,27110,128,0,0,0,0,1,3470000,,,
