kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,,,
nn_kernel_gpu,71,1,1,1016,128,0,0,0,0,1,130000,,,
nn_kernel_gpu_mem,918,1,1,1016,128,1040000,520000,520000,1040000,1,130000,,,
nn_kernel_cpu,67779,0,1,1,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu,319,1,1,97813,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu_mem,23737,1,1,97813,128,100160000,50080000,50080000,100160000,1,12520000,,,
nn_kernel_cpu,67779,0,1,1,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu,319,1,1,97813,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu_mem,23737,1,1,97813,128,100160000,50080000,50080000,100160000,1,12520000,,,
nn_kernel_cpu,67779,0,1,1,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu,319,1,1,97813,128,0,0,0,0,1,12520000,,,
nn_kernel_gpu_mem,23737,1,1,97813,128,100160000,50080000,50080000,100160000,1,12520000,,,
nn_kernel_cpu,66739,0,1,1,128,0,0,0,0,1,1310000,,,
nn_kernel_gpu,157,1,1,10235,128,0,0,0,0,1,1310000,,,
nn_kernel_gpu_mem,3517,1,1,10235,128,10480000,5240000,5240000,10480000,1,1310000,,,
nn_kernel_cpu,68524,0,1,1,128,0,0,0,0,1,12530000,,,
nn_kernel_gpu,324,1,1,97891,128,0,0,0,0,1,12530000,,,
nn_kernel_gpu_mem,23497,1,1,97891,128,100240000,50120000,50120000,100240000,1,12530000,,,
nn_kernel_cpu,67391,0,1,1,128,0,0,0,0,1,1320000,,,
nn_kernel_gpu,165,1,1,10313,128,0,0,0,0,1,1320000,,,
nn_kernel_gpu_mem,4398,1,1,10313,128,10560000,5280000,5280000,10560000,1,1320000,,,
nn_kernel_cpu,68145,0,1,1,128,0,0,0,0,1,12540000,,,
nn_kernel_gpu,303,1,1,97969,128,0,0,0,0,1,12540000,,,
nn_kernel_gpu_mem,23661,1,1,97969,128,100320000,50160000,50160000,100320000,1,12540000,,,
nn_kernel_cpu,68145,0,1,1,128,0,0,0,0,1,12540000,,,
nn_kernel_gpu,303,1,1,97969,128,0,0,0,0,1,12540000,,,
nn_kernel_gpu_mem,23661,1,1,97969,128,100320000,50160000,50160000,100320000,1,12540000,,,
nn_kernel_cpu,67963,0,1,1,128,0,0,0,0,1,12550000,,,
nn_kernel_gpu,322,1,1,98047,128,0,0,0,0,1,12550000,,,
nn_kernel_gpu_mem,23957,1,1,98047,128,100400000,50200000,50200000,100400000,1,12550000,,,
nn_kernel_cpu,67226,0,1,1,128,0,0,0,0,1,1330000,,,
nn_kernel_gpu,154,1,1,10391,128,0,0,0,0,1,1330000,,,
nn_kernel_gpu_mem,4220,1,1,10391,128,10640000,5320000,5320000,10640000,1,1330000,,,
nn_kernel_cpu,92215,0,1,1,128,0,0,0,0,1,12560000,,,
nn_kernel_gpu,323,1,1,98125,128,0,0,0,0,1,12560000,,,
nn_kernel_gpu_mem,24129,1,1,98125,128,100480000,50240000,50240000,100480000,1,12560000,,,
nn_kernel_cpu,67809,0,1,1,128,0,0,0,0,1,1340000,,,
nn_kernel_gpu,134,1,1,10469,128,0,0,0,0,1,1340000,,,
nn_kernel_gpu_mem,4452,1,1,10469,128,10720000,5360000,5360000,10720000,1,1340000,,,
nn_kernel_cpu,68231,0,1,1,128,0,0,0,0,1,12570000,,,
nn_kernel_gpu,337,1,1,98204,128,0,0,0,0,1,12570000,,,
nn_kernel_gpu_mem,23909,1,1,98204,128,100560000,50280000,50280000,100560000,1,12570000,,,
nn_kernel_cpu,68231,0,1,1,128,0,0,0,0,1,12570000,,,
nn_kernel_gpu,337,1,1,98204,128,0,0,0,0,1,12570000,,,
nn_kernel_gpu_mem,23909,1,1,98204,128,100560000,50280000,50280000,100560000,1,12570000,,,
nn_kernel_cpu,67018,0,1,1,128,0,0,0,0,1,1350000,,,
nn_kernel_gpu,155,1,1,10547,128,0,0,0,0,1,1350000,,,
nn_kernel_gpu_mem,3568,1,1,10547,128,10800000,5400000,5400000,10800000,1,1350000,,,
nn_kernel_cpu,69524,0,1,1,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu,320,1,1,98282,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu_mem,24078,1,1,98282,128,100640000,50320000,50320000,100640000,1,12580000,,,
nn_kernel_cpu,69524,0,1,1,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu,320,1,1,98282,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu_mem,24078,1,1,98282,128,100640000,50320000,50320000,100640000,1,12580000,,,
nn_kernel_cpu,69524,0,1,1,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu,320,1,1,98282,128,0,0,0,0,1,12580000,,,
nn_kernel_gpu_mem,24078,1,1,98282,128,100640000,50320000,50320000,100640000,1,12580000,,,
nn_kernel_cpu,67544,0,1,1,128,0,0,0,0,1,1360000,,,
nn_kernel_gpu,158,1,1,10625,128,0,0,0,0,1,1360000,,,
nn_kernel_gpu_mem,3483,1,1,10625,128,10880000,5440000,5440000,10880000,1,1360000,,,
nn_kernel_cpu,67818,0,1,1,128,0,0,0,0,1,1370000,,,
nn_kernel_gpu,155,1,1,10704,128,0,0,0,0,1,1370000,,,
nn_kernel_gpu_mem,4374,1,1,10704,128,10960000,5480000,5480000,10960000,1,1370000,,,
nn_kernel_cpu,67913,0,1,1,128,0,0,0,0,1,12600000,,,
nn_kernel_gpu,306,1,1,98438,128,0,0,0,0,1,12600000,,,
nn_kernel_gpu_mem,23926,1,1,98438,128,100800000,50400000,50400000,100800000,1,12600000,,,
nn_kernel_cpu,67913,0,1,1,128,0,0,0,0,1,12600000,,,
nn_kernel_gpu,306,1,1,98438,128,0,0,0,0,1,12600000,,,
nn_kernel_gpu_mem,23926,1,1,98438,128,100800000,50400000,50400000,100800000,1,12600000,,,
nn_kernel_cpu,68058,0,1,1,128,0,0,0,0,1,12610000,,,
nn_kernel_gpu,322,1,1,98516,128,0,0,0,0,1,12610000,,,
nn_kernel_gpu_mem,24277,1,1,98516,128,100880000,50440000,50440000,100880000,1,12610000,,,
nn_kernel_cpu,67119,0,1,1,128,0,0,0,0,1,1380000,,,
nn_kernel_gpu,159,1,1,10782,128,0,0,0,0,1,1380000,,,
nn_kernel_gpu_mem,4451,1,1,10782,128,11040000,5520000,5520000,11040000,1,1380000,,,
nn_kernel_cpu,68041,0,1,1,128,0,0,0,0,1,12620000,,,
nn_kernel_gpu,319,1,1,98594,128,0,0,0,0,1,12620000,,,
nn_kernel_gpu_mem,24264,1,1,98594,128,100960000,50480000,50480000,100960000,1,12620000,,,
nn_kernel_cpu,68219,0,1,1,128,0,0,0,0,1,12590000,,,
nn_kernel_gpu,320,1,1,98360,128,0,0,0,0,1,12590000,,,
nn_kernel_gpu_mem,24275,1,1,98360,128,100720000,50360000,50360000,100720000,1,12590000,,,
nn_kernel_cpu,66897,0,1,1,128,0,0,0,0,1,1390000,,,
nn_kernel_gpu,157,1,1,10860,128,0,0,0,0,1,1390000,,,
nn_kernel_gpu_mem,4582,1,1,10860,128,11120000,5560000,5560000,11120000,1,1390000,,,
nn_kernel_cpu,67681,0,1,1,128,0,0,0,0,1,12630000,,,
nn_kernel_gpu,338,1,1,98672,128,0,0,0,0,1,12630000,,,
nn_kernel_gpu_mem,24436,1,1,98672,128,101040000,50520000,50520000,101040000,1,12630000,,,
nn_kernel_cpu,67681,0,1,1,128,0,0,0,0,1,12630000,,,
nn_kernel_gpu,338,1,1,98672,128,0,0,0,0,1,12630000,,,
nn_kernel_gpu_mem,24436,1,1,98672,128,101040000,50520000,50520000,101040000,1,12630000,,,
nn_kernel_cpu,68330,0,1,1,128,0,0,0,0,1,1400000,,,
nn_kernel_gpu,161,1,1,10938,128,0,0,0,0,1,1400000,,,
nn_kernel_gpu_mem,4537,1,1,10938,128,11200000,5600000,5600000,11200000,1,1400000,,,
nn_kernel_cpu,67849,0,1,1,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu,320,1,1,98750,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu_mem,24277,1,1,98750,128,101120000,50560000,50560000,101120000,1,12640000,,,
nn_kernel_cpu,67849,0,1,1,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu,320,1,1,98750,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu_mem,24277,1,1,98750,128,101120000,50560000,50560000,101120000,1,12640000,,,
nn_kernel_cpu,67849,0,1,1,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu,320,1,1,98750,128,0,0,0,0,1,12640000,,,
nn_kernel_gpu_mem,24277,1,1,98750,128,101120000,50560000,50560000,101120000,1,12640000,,,
nn_kernel_cpu,67567,0,1,1,128,0,0,0,0,1,140000,,,
nn_kernel_gpu,71,1,1,1094,128,0,0,0,0,1,140000,,,
nn_kernel_gpu_mem,876,1,1,1094,128,1120000,560000,560000,1120000,1,140000,,,
nn_kernel_cpu,66429,0,1,1,128,0,0,0,0,1,1410000,,,
nn_kernel_gpu,175,1,1,11016,128,0,0,0,0,1,1410000,,,
nn_kernel_gpu_mem,4312,1,1,11016,128,11280000,5640000,5640000,11280000,1,1410000,,,
nn_kernel_cpu,68209,0,1,1,128,0,0,0,0,1,12650000,,,
nn_kernel_gpu,308,1,1,98829,128,0,0,0,0,1,12650000,,,
nn_kernel_gpu_mem,23715,1,1,98829,128,101200000,50600000,50600000,101200000,1,12650000,,,
nn_kernel_cpu,68209,0,1,1,128,0,0,0,0,1,12650000,,,
nn_kernel_gpu,308,1,1,98829,128,0,0,0,0,1,12650000,,,
nn_kernel_gpu_mem,23715,1,1,98829,128,101200000,50600000,50600000,101200000,1,12650000,,,
nn_kernel_cpu,67527,0,1,1,128,0,0,0,0,1,1420000,,,
nn_kernel_gpu,160,1,1,11094,128,0,0,0,0,1,1420000,,,
nn_kernel_gpu_mem,4532,1,1,11094,128,11360000,5680000,5680000,11360000,1,1420000,,,
nn_kernel_cpu,67935,0,1,1,128,0,0,0,0,1,12660000,,,
nn_kernel_gpu,322,1,1,98907,128,0,0,0,0,1,12660000,,,
nn_kernel_gpu_mem,23925,1,1,98907,128,101280000,50640000,50640000,101280000,1,12660000,,,
nn_kernel_cpu,67843,0,1,1,128,0,0,0,0,1,12670000,,,
nn_kernel_gpu,322,1,1,98985,128,0,0,0,0,1,12670000,,,
nn_kernel_gpu_mem,23943,1,1,98985,128,101360000,50680000,50680000,101360000,1,12670000,,,
nn_kernel_cpu,67273,0,1,1,128,0,0,0,0,1,1430000,,,
nn_kernel_gpu,161,1,1,11172,128,0,0,0,0,1,1430000,,,
nn_kernel_gpu_mem,4302,1,1,11172,128,11440000,5720000,5720000,11440000,1,1430000,,,
nn_kernel_cpu,67888,0,1,1,128,0,0,0,0,1,12680000,,,
nn_kernel_gpu,321,1,1,99063,128,0,0,0,0,1,12680000,,,
nn_kernel_gpu_mem,23710,1,1,99063,128,101440000,50720000,50720000,101440000,1,12680000,,,
nn_kernel_cpu,67550,0,1,1,128,0,0,0,0,1,12690000,,,
nn_kernel_gpu,340,1,1,99141,128,0,0,0,0,1,12690000,,,
nn_kernel_gpu_mem,23741,1,1,99141,128,101520000,50760000,50760000,101520000,1,12690000,,,
nn_kernel_cpu,67550,0,1,1,128,0,0,0,0,1,12690000,,,
nn_kernel_gpu,340,1,1,99141,128,0,0,0,0,1,12690000,,,
nn_kernel_gpu_mem,23741,1,1,99141,128,101520000,50760000,50760000,101520000,1,12690000,,,
nn_kernel_cpu,67638,0,1,1,128,0,0,0,0,1,1440000,,,
nn_kernel_gpu,159,1,1,11250,128,0,0,0,0,1,1440000,,,
nn_kernel_gpu_mem,4455,1,1,11250,128,11520000,5760000,5760000,11520000,1,1440000,,,
nn_kernel_cpu,68355,0,1,1,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu,324,1,1,99219,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu_mem,23791,1,1,99219,128,101600000,50800000,50800000,101600000,1,12700000,,,
nn_kernel_cpu,68355,0,1,1,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu,324,1,1,99219,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu_mem,23791,1,1,99219,128,101600000,50800000,50800000,101600000,1,12700000,,,
nn_kernel_cpu,68355,0,1,1,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu,324,1,1,99219,128,0,0,0,0,1,12700000,,,
nn_kernel_gpu_mem,23791,1,1,99219,128,101600000,50800000,50800000,101600000,1,12700000,,,
nn_kernel_cpu,67524,0,1,1,128,0,0,0,0,1,1450000,,,
nn_kernel_gpu,163,1,1,11329,128,0,0,0,0,1,1450000,,,
nn_kernel_gpu_mem,4650,1,1,11329,128,11600000,5800000,5800000,11600000,1,1450000,,,
nn_kernel_cpu,67478,0,1,1,128,0,0,0,0,1,1460000,,,
nn_kernel_gpu,103,1,1,11407,128,0,0,0,0,1,1460000,,,
nn_kernel_gpu_mem,4873,1,1,11407,128,11680000,5840000,5840000,11680000,1,1460000,,,
nn_kernel_cpu,68179,0,1,1,128,0,0,0,0,1,12710000,,,
nn_kernel_gpu,307,1,1,99297,128,0,0,0,0,1,12710000,,,
nn_kernel_gpu_mem,23741,1,1,99297,128,101680000,50840000,50840000,101680000,1,12710000,,,
nn_kernel_cpu,68179,0,1,1,128,0,0,0,0,1,12710000,,,
nn_kernel_gpu,307,1,1,99297,128,0,0,0,0,1,12710000,,,
nn_kernel_gpu_mem,23741,1,1,99297,128,101680000,50840000,50840000,101680000,1,12710000,,,
nn_kernel_cpu,67905,0,1,1,128,0,0,0,0,1,12720000,,,
nn_kernel_gpu,324,1,1,99375,128,0,0,0,0,1,12720000,,,
nn_kernel_gpu_mem,23984,1,1,99375,128,101760000,50880000,50880000,101760000,1,12720000,,,
nn_kernel_cpu,67167,0,1,1,128,0,0,0,0,1,1470000,,,
nn_kernel_gpu,158,1,1,11485,128,0,0,0,0,1,1470000,,,
nn_kernel_gpu_mem,4597,1,1,11485,128,11760000,5880000,5880000,11760000,1,1470000,,,
nn_kernel_cpu,68216,0,1,1,128,0,0,0,0,1,12730000,,,
nn_kernel_gpu,322,1,1,99454,128,0,0,0,0,1,12730000,,,
nn_kernel_gpu_mem,24037,1,1,99454,128,101840000,50920000,50920000,101840000,1,12730000,,,
nn_kernel_cpu,67861,0,1,1,128,0,0,0,0,1,12740000,,,
nn_kernel_gpu,402,1,1,99532,128,0,0,0,0,1,12740000,,,
nn_kernel_gpu_mem,23717,1,1,99532,128,101920000,50960000,50960000,101920000,1,12740000,,,
nn_kernel_cpu,67322,0,1,1,128,0,0,0,0,1,1480000,,,
nn_kernel_gpu,158,1,1,11563,128,0,0,0,0,1,1480000,,,
nn_kernel_gpu_mem,4539,1,1,11563,128,11840000,5920000,5920000,11840000,1,1480000,,,
nn_kernel_cpu,68036,0,1,1,128,0,0,0,0,1,12750000,,,
nn_kernel_gpu,340,1,1,99610,128,0,0,0,0,1,12750000,,,
nn_kernel_gpu_mem,23887,1,1,99610,128,102000000,51000000,51000000,102000000,1,12750000,,,
nn_kernel_cpu,68036,0,1,1,128,0,0,0,0,1,12750000,,,
nn_kernel_gpu,340,1,1,99610,128,0,0,0,0,1,12750000,,,
nn_kernel_gpu_mem,23887,1,1,99610,128,102000000,51000000,51000000,102000000,1,12750000,,,
nn_kernel_cpu,67115,0,1,1,128,0,0,0,0,1,1490000,,,
nn_kernel_gpu,162,1,1,11641,128,0,0,0,0,1,1490000,,,
nn_kernel_gpu_mem,4640,1,1,11641,128,11920000,5960000,5960000,11920000,1,1490000,,,
nn_kernel_cpu,68582,0,1,1,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu,325,1,1,99688,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu_mem,23858,1,1,99688,128,102080000,51040000,51040000,102080000,1,12760000,,,
nn_kernel_cpu,68582,0,1,1,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu,325,1,1,99688,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu_mem,23858,1,1,99688,128,102080000,51040000,51040000,102080000,1,12760000,,,
nn_kernel_cpu,68582,0,1,1,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu,325,1,1,99688,128,0,0,0,0,1,12760000,,,
nn_kernel_gpu_mem,23858,1,1,99688,128,102080000,51040000,51040000,102080000,1,12760000,,,
nn_kernel_cpu,66547,0,1,1,128,0,0,0,0,1,1500000,,,
nn_kernel_gpu,159,1,1,11719,128,0,0,0,0,1,1500000,,,
nn_kernel_gpu_mem,4586,1,1,11719,128,12000000,6000000,6000000,12000000,1,1500000,,,
nn_kernel_cpu,67901,0,1,1,128,0,0,0,0,1,150000,,,
nn_kernel_gpu,69,1,1,1172,128,0,0,0,0,1,150000,,,
nn_kernel_gpu_mem,879,1,1,1172,128,1200000,600000,600000,1200000,1,150000,,,
nn_kernel_cpu,67994,0,1,1,128,0,0,0,0,1,12770000,,,
nn_kernel_gpu,309,1,1,99766,128,0,0,0,0,1,12770000,,,
nn_kernel_gpu_mem,23909,1,1,99766,128,102160000,51080000,51080000,102160000,1,12770000,,,
nn_kernel_cpu,67994,0,1,1,128,0,0,0,0,1,12770000,,,
nn_kernel_gpu,309,1,1,99766,128,0,0,0,0,1,12770000,,,
nn_kernel_gpu_mem,23909,1,1,99766,128,102160000,51080000,51080000,102160000,1,12770000,,,
nn_kernel_cpu,66830,0,1,1,128,0,0,0,0,1,1510000,,,
nn_kernel_gpu,160,1,1,11797,128,0,0,0,0,1,1510000,,,
nn_kernel_gpu_mem,4482,1,1,11797,128,12080000,6040000,6040000,12080000,1,1510000,,,
nn_kernel_cpu,67953,0,1,1,128,0,0,0,0,1,12780000,,,
nn_kernel_gpu,324,1,1,99844,128,0,0,0,0,1,12780000,,,
nn_kernel_gpu_mem,24118,1,1,99844,128,102240000,51120000,51120000,102240000,1,12780000,,,
nn_kernel_cpu,76221,0,1,1,128,0,0,0,0,1,12790000,,,
nn_kernel_gpu,323,1,1,99922,128,0,0,0,0,1,12790000,,,
nn_kernel_gpu_mem,24302,1,1,99922,128,102320000,51160000,51160000,102320000,1,12790000,,,
nn_kernel_cpu,67543,0,1,1,128,0,0,0,0,1,1520000,,,
nn_kernel_gpu,101,1,1,11875,128,0,0,0,0,1,1520000,,,
nn_kernel_gpu_mem,4769,1,1,11875,128,12160000,6080000,6080000,12160000,1,1520000,,,
nn_kernel_cpu,68009,0,1,1,128,0,0,0,0,1,12800000,,,
nn_kernel_gpu,324,1,1,100000,128,0,0,0,0,1,12800000,,,
nn_kernel_gpu_mem,23855,1,1,100000,128,102400000,51200000,51200000,102400000,1,12800000,,,
nn_kernel_cpu,67774,0,1,1,128,0,0,0,0,1,12810000,,,
nn_kernel_gpu,405,1,1,100079,128,0,0,0,0,1,12810000,,,
nn_kernel_gpu_mem,24331,1,1,100079,128,102480000,51240000,51240000,102480000,1,12810000,,,
nn_kernel_cpu,67774,0,1,1,128,0,0,0,0,1,12810000,,,
nn_kernel_gpu,405,1,1,100079,128,0,0,0,0,1,12810000,,,
nn_kernel_gpu_mem,24331,1,1,100079,128,102480000,51240000,51240000,102480000,1,12810000,,,
nn_kernel_cpu,66982,0,1,1,128,0,0,0,0,1,1530000,,,
nn_kernel_gpu,102,1,1,11954,128,0,0,0,0,1,1530000,,,
nn_kernel_gpu_mem,4914,1,1,11954,128,12240000,6120000,6120000,12240000,1,1530000,,,
nn_kernel_cpu,67594,0,1,1,128,0,0,0,0,1,12820000,,,
nn_kernel_gpu,323,1,1,100157,128,0,0,0,0,1,12820000,,,
nn_kernel_gpu_mem,24159,1,1,100157,128,102560000,51280000,51280000,102560000,1,12820000,,,
nn_kernel_cpu,67594,0,1,1,128,0,0,0,0,1,12820000,,,
nn_kernel_gpu,323,1,1,100157,128,0,0,0,0,1,12820000,,,
nn_kernel_gpu_mem,24159,1,1,100157,128,102560000,51280000,51280000,102560000,1,12820000,,,
nn_kernel_cpu,67238,0,1,1,128,0,0,0,0,1,12830000,,,
nn_kernel_gpu,324,1,1,100235,128,0,0,0,0,1,12830000,,,
nn_kernel_gpu_mem,24053,1,1,100235,128,102640000,51320000,51320000,102640000,1,12830000,,,
nn_kernel_cpu,67633,0,1,1,128,0,0,0,0,1,1540000,,,
nn_kernel_gpu,158,1,1,12032,128,0,0,0,0,1,1540000,,,
nn_kernel_gpu_mem,4599,1,1,12032,128,12320000,6160000,6160000,12320000,1,1540000,,,
nn_kernel_cpu,67432,0,1,1,128,0,0,0,0,1,1550000,,,
nn_kernel_gpu,159,1,1,12110,128,0,0,0,0,1,1550000,,,
nn_kernel_gpu_mem,4651,1,1,12110,128,12400000,6200000,6200000,12400000,1,1550000,,,
nn_kernel_cpu,68012,0,1,1,128,0,0,0,0,1,12840000,,,
nn_kernel_gpu,307,1,1,100313,128,0,0,0,0,1,12840000,,,
nn_kernel_gpu_mem,23997,1,1,100313,128,102720000,51360000,51360000,102720000,1,12840000,,,
nn_kernel_cpu,67677,0,1,1,128,0,0,0,0,1,12850000,,,
nn_kernel_gpu,332,1,1,100391,128,0,0,0,0,1,12850000,,,
nn_kernel_gpu_mem,24549,1,1,100391,128,102800000,51400000,51400000,102800000,1,12850000,,,
nn_kernel_cpu,66054,0,1,1,128,0,0,0,0,1,1560000,,,
nn_kernel_gpu,165,1,1,12188,128,0,0,0,0,1,1560000,,,
nn_kernel_gpu_mem,4787,1,1,12188,128,12480000,6240000,6240000,12480000,1,1560000,,,
nn_kernel_cpu,76112,0,1,1,128,0,0,0,0,1,12860000,,,
nn_kernel_gpu,324,1,1,100469,128,0,0,0,0,1,12860000,,,
nn_kernel_gpu_mem,24327,1,1,100469,128,102880000,51440000,51440000,102880000,1,12860000,,,
nn_kernel_cpu,68440,0,1,1,128,0,0,0,0,1,12870000,,,
nn_kernel_gpu,325,1,1,100547,128,0,0,0,0,1,12870000,,,
nn_kernel_gpu_mem,24116,1,1,100547,128,102960000,51480000,51480000,102960000,1,12870000,,,
nn_kernel_cpu,67694,0,1,1,128,0,0,0,0,1,1570000,,,
nn_kernel_gpu,158,1,1,12266,128,0,0,0,0,1,1570000,,,
nn_kernel_gpu_mem,4452,1,1,12266,128,12560000,6280000,6280000,12560000,1,1570000,,,
nn_kernel_cpu,67639,0,1,1,128,0,0,0,0,1,12840000,,,
nn_kernel_gpu,323,1,1,100313,128,0,0,0,0,1,12840000,,,
nn_kernel_gpu_mem,24816,1,1,100313,128,102720000,51360000,51360000,102720000,1,12840000,,,
nn_kernel_cpu,69230,0,1,1,128,0,0,0,0,1,12880000,,,
nn_kernel_gpu,344,1,1,100625,128,0,0,0,0,1,12880000,,,
nn_kernel_gpu_mem,24103,1,1,100625,128,103040000,51520000,51520000,103040000,1,12880000,,,
nn_kernel_cpu,69230,0,1,1,128,0,0,0,0,1,12880000,,,
nn_kernel_gpu,344,1,1,100625,128,0,0,0,0,1,12880000,,,
nn_kernel_gpu_mem,24103,1,1,100625,128,103040000,51520000,51520000,103040000,1,12880000,,,
nn_kernel_cpu,67037,0,1,1,128,0,0,0,0,1,1580000,,,
nn_kernel_gpu,99,1,1,12344,128,0,0,0,0,1,1580000,,,
nn_kernel_gpu_mem,5097,1,1,12344,128,12640000,6320000,6320000,12640000,1,1580000,,,
nn_kernel_cpu,68175,0,1,1,128,0,0,0,0,1,12890000,,,
nn_kernel_gpu,328,1,1,100704,128,0,0,0,0,1,12890000,,,
nn_kernel_gpu_mem,24509,1,1,100704,128,103120000,51560000,51560000,103120000,1,12890000,,,
nn_kernel_cpu,68292,0,1,1,128,0,0,0,0,1,12900000,,,
nn_kernel_gpu,326,1,1,100782,128,0,0,0,0,1,12900000,,,
nn_kernel_gpu_mem,24139,1,1,100782,128,103200000,51600000,51600000,103200000,1,12900000,,,
nn_kernel_cpu,67467,0,1,1,128,0,0,0,0,1,1590000,,,
nn_kernel_gpu,162,1,1,12422,128,0,0,0,0,1,1590000,,,
nn_kernel_gpu_mem,5001,1,1,12422,128,12720000,6360000,6360000,12720000,1,1590000,,,
nn_kernel_cpu,66364,0,1,1,128,0,0,0,0,1,1600000,,,
nn_kernel_gpu,166,1,1,12500,128,0,0,0,0,1,1600000,,,
nn_kernel_gpu_mem,4967,1,1,12500,128,12800000,6400000,6400000,12800000,1,1600000,,,
nn_kernel_cpu,67845,0,1,1,128,0,0,0,0,1,12890000,,,
nn_kernel_gpu,329,1,1,100704,128,0,0,0,0,1,12890000,,,
nn_kernel_gpu_mem,27225,1,1,100704,128,103120000,51560000,51560000,103120000,1,12890000,,,
nn_kernel_cpu,71422,0,1,1,128,0,0,0,0,1,12910000,,,
nn_kernel_gpu,312,1,1,100860,128,0,0,0,0,1,12910000,,,
nn_kernel_gpu_mem,24068,1,1,100860,128,103280000,51640000,51640000,103280000,1,12910000,,,
nn_kernel_cpu,66861,0,1,1,128,0,0,0,0,1,160000,,,
nn_kernel_gpu,85,1,1,1250,128,0,0,0,0,1,160000,,,
nn_kernel_gpu_mem,949,1,1,1250,128,1280000,640000,640000,1280000,1,160000,,,
nn_kernel_cpu,68363,0,1,1,128,0,0,0,0,1,12920000,,,
nn_kernel_gpu,327,1,1,100938,128,0,0,0,0,1,12920000,,,
nn_kernel_gpu_mem,24504,1,1,100938,128,103360000,51680000,51680000,103360000,1,12920000,,,
nn_kernel_cpu,68121,0,1,1,128,0,0,0,0,1,12930000,,,
nn_kernel_gpu,325,1,1,101016,128,0,0,0,0,1,12930000,,,
nn_kernel_gpu_mem,24644,1,1,101016,128,103440000,51720000,51720000,103440000,1,12930000,,,
nn_kernel_cpu,67002,0,1,1,128,0,0,0,0,1,1610000,,,
nn_kernel_gpu,170,1,1,12579,128,0,0,0,0,1,1610000,,,
nn_kernel_gpu_mem,5060,1,1,12579,128,12880000,6440000,6440000,12880000,1,1610000,,,
nn_kernel_cpu,67879,0,1,1,128,0,0,0,0,1,12940000,,,
nn_kernel_gpu,324,1,1,101094,128,0,0,0,0,1,12940000,,,
nn_kernel_gpu_mem,24296,1,1,101094,128,103520000,51760000,51760000,103520000,1,12940000,,,
nn_kernel_cpu,67793,0,1,1,128,0,0,0,0,1,12950000,,,
nn_kernel_gpu,326,1,1,101172,128,0,0,0,0,1,12950000,,,
nn_kernel_gpu_mem,24375,1,1,101172,128,103600000,51800000,51800000,103600000,1,12950000,,,
nn_kernel_cpu,67797,0,1,1,128,0,0,0,0,1,12960000,,,
nn_kernel_gpu,344,1,1,101250,128,0,0,0,0,1,12960000,,,
nn_kernel_gpu_mem,24289,1,1,101250,128,103680000,51840000,51840000,103680000,1,12960000,,,
nn_kernel_cpu,68087,0,1,1,128,0,0,0,0,1,1620000,,,
nn_kernel_gpu,160,1,1,12657,128,0,0,0,0,1,1620000,,,
nn_kernel_gpu_mem,4931,1,1,12657,128,12960000,6480000,6480000,12960000,1,1620000,,,
nn_kernel_cpu,67942,0,1,1,128,0,0,0,0,1,12970000,,,
nn_kernel_gpu,329,1,1,101329,128,0,0,0,0,1,12970000,,,
nn_kernel_gpu_mem,24061,1,1,101329,128,103760000,51880000,51880000,103760000,1,12970000,,,
nn_kernel_cpu,67942,0,1,1,128,0,0,0,0,1,12970000,,,
nn_kernel_gpu,329,1,1,101329,128,0,0,0,0,1,12970000,,,
nn_kernel_gpu_mem,24061,1,1,101329,128,103760000,51880000,51880000,103760000,1,12970000,,,
nn_kernel_cpu,67483,0,1,1,128,0,0,0,0,1,12960000,,,
nn_kernel_gpu,307,1,1,101250,128,0,0,0,0,1,12960000,,,
nn_kernel_gpu_mem,27052,1,1,101250,128,103680000,51840000,51840000,103680000,1,12960000,,,
nn_kernel_cpu,67486,0,1,1,128,0,0,0,0,1,1630000,,,
