kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2
transpose_kernel_gpu_mem,7692,1,1,14,256,2800008,2800000,2800008,2800000,2,100,3500
transpose_kernel_gpu_collapse_mem,1767,1,2,240,256,2800008,2800000,2800008,2800000,2,100,3500
transpose_kernel_gpu,525,1,1,14,256,8,0,8,0,2,100,3500
transpose_kernel_gpu_collapse,481,1,2,240,256,8,0,8,0,2,100,3500
0
transpose_kernel_cpu,4786,0,1,1,48,0,0,0,0,2,100,3600
transpose_kernel_cpu_collapse,2363,0,2,1,48,0,0,0,0,2,100,3600
transpose_kernel_gpu_mem,37587,1,1,15,256,2880008,2880000,2880008,2880000,2,100,3600
transpose_kernel_gpu_collapse_mem,11328,1,2,240,256,2880008,2880000,2880008,2880000,2,100,3600
transpose_kernel_gpu,516,1,1,15,256,8,0,8,0,2,100,3600
transpose_kernel_gpu_collapse,493,1,2,240,256,8,0,8,0,2,100,3600

transpose_kernel_cpu,9315,0,1,1,48,0,0,0,0,2,100,3700
transpose_kernel_cpu_collapse,241,0,2,1,48,0,0,0,0,2,100,3700
transpose_kernel_gpu_mem,7963,1,1,15,256,2960008,2960000,2960008,2960000,2,100,3700
transpose_kernel_gpu_collapse_mem,1828,1,2,240,256,2960008,2960000,2960008,2960000,2,100,3700
transpose_kernel_gpu,517,1,1,15,256,8,0,8,0,2,100,3700
transpose_kernel_gpu_collapse,498,1,2,240,256,8,0,8,0,2,100,3700
0
transpose_kernel_cpu,304,0,1,1,48,0,0,0,0,2,100,3800
transpose_kernel_cpu_collapse,190,0,2,1,48,0,0,0,0,2,100,3800
transpose_kernel_gpu_mem,16735,1,1,15,256,3040008,3040000,3040008,3040000,2,100,3800
transpose_kernel_gpu_collapse_mem,2706,1,2,240,256,3040008,3040000,3040008,3040000,2,100,3800
transpose_kernel_gpu,531,1,1,15,256,8,0,8,0,2,100,3800
transpose_kernel_gpu_collapse,486,1,2,240,256,8,0,8,0,2,100,3800


00
transpose_kernel_cpu,7007,0,1,1,48,0,0,0,0,2,100,3900
transpose_kernel_cpu_collapse,161,0,2,1,48,0,0,0,0,2,100,3900
transpose_kernel_gpu_mem,25498,1,1,16,256,3120008,3120000,3120008,3120000,2,100,3900
transpose_kernel_gpu_collapse_mem,15522,1,2,240,256,3120008,3120000,3120008,3120000,2,100,3900
transpose_kernel_gpu,520,1,1,16,256,8,0,8,0,2,100,3900
transpose_kernel_gpu_collapse,1827,1,2,240,256,8,0,8,0,2,100,3900
0
transpose_kernel_cpu,13704,0,1,1,48,0,0,0,0,2,100,4000
transpose_kernel_cpu_collapse,242,0,2,1,48,0,0,0,0,2,100,4000
transpose_kernel_gpu_mem,7842,1,1,16,256,3200008,3200000,3200008,3200000,2,100,4000
transpose_kernel_gpu_collapse_mem,2070,1,2,240,256,3200008,3200000,3200008,3200000,2,100,4000
transpose_kernel_gpu,509,1,1,16,256,8,0,8,0,2,100,4000
transpose_kernel_gpu_collapse,474,1,2,240,256,8,0,8,0,2,100,4000
0

transpose_kernel_cpu,647,0,1,1,48,0,0,0,0,2,100,400
transpose_kernel_cpu_collapse,89,0,2,1,48,0,0,0,0,2,100,400
transpose_kernel_gpu_mem,2070,1,1,2,256,320008,320000,320008,320000,2,100,400
