kernel,runtime,gpu,collapse,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,N3
mm_kernel_gpu_mem,99629,1,2,56000000,96000000,96000000,152000000,3,4000,1000,3000
mm_kernel_gpu,649244,1,1,0,0,0,0,3,4000,1000,3000
mm_kernel_gpu_collapse,79798,1,2,0,0,0,0,3,4000,1000,3000
mm_kernel_cpu,721625,0,1,0,0,0,0,3,4000,1000,4000
mm_kernel_cpu_collapse,699355,0,2,0,0,0,0,3,4000,1000,4000
mm_kernel_gpu_mem,919155,1,1,64000000,128000000,128000000,192000000,3,4000,1000,4000
mm_kernel_gpu_mem,149220,1,2,64000000,128000000,128000000,192000000,3,4000,1000,4000
mm_kernel_gpu,875451,1,1,0,0,0,0,3,4000,1000,4000
mm_kernel_gpu_collapse,125783,1,2,0,0,0,0,3,4000,1000,4000
mm_kernel_cpu,1246429,0,1,0,0,0,0,3,4000,1000,5000
mm_kernel_cpu_collapse,1133089,0,2,0,0,0,0,3,4000,1000,5000
mm_kernel_gpu_mem,1147684,1,1,72000000,160000000,160000000,232000000,3,4000,1000,5000
mm_kernel_gpu_mem,193993,1,2,72000000,160000000,160000000,232000000,3,4000,1000,5000
mm_kernel_gpu,1083336,1,1,0,0,0,0,3,4000,1000,5000
mm_kernel_gpu_collapse,160192,1,2,0,0,0,0,3,4000,1000,5000
mm_kernel_cpu,1800823,0,1,0,0,0,0,3,4000,1000,6000
mm_kernel_cpu_collapse,1652761,0,2,0,0,0,0,3,4000,1000,6000
mm_kernel_gpu_mem,1383571,1,1,80000000,192000000,192000000,272000000,3,4000,1000,6000
mm_kernel_gpu_mem,240416,1,2,80000000,192000000,192000000,272000000,3,4000,1000,6000
mm_kernel_gpu,1311612,1,1,0,0,0,0,3,4000,1000,6000
mm_kernel_gpu_collapse,206399,1,2,0,0,0,0,3,4000,1000,6000
mm_kernel_cpu,2300765,0,1,0,0,0,0,3,4000,1000,7000
mm_kernel_cpu_collapse,2224458,0,2,0,0,0,0,3,4000,1000,7000
mm_kernel_gpu_mem,1589248,1,1,88000000,224000000,224000000,312000000,3,4000,1000,7000
mm_kernel_gpu_mem,272283,1,2,88000000,224000000,224000000,312000000,3,4000,1000,7000
mm_kernel_gpu,1531773,1,1,0,0,0,0,3,4000,1000,7000
mm_kernel_gpu_collapse,232908,1,2,0,0,0,0,3,4000,1000,7000
mm_kernel_cpu,3061912,0,1,0,0,0,0,3,4000,1000,8000
mm_kernel_cpu_collapse,2890863,0,2,0,0,0,0,3,4000,1000,8000
mm_kernel_gpu_mem,1809271,1,1,96000000,256000000,256000000,352000000,3,4000,1000,8000
mm_kernel_gpu_mem,327287,1,2,96000000,256000000,256000000,352000000,3,4000,1000,8000
mm_kernel_gpu,1745302,1,1,0,0,0,0,3,4000,1000,8000
mm_kernel_gpu_collapse,282343,1,2,0,0,0,0,3,4000,1000,8000
mm_kernel_cpu,12140601,0,1,0,0,0,0,3,4000,10000,5000
mm_kernel_cpu_collapse,12653715,0,2,0,0,0,0,3,4000,10000,5000
mm_kernel_gpu_mem,12056431,1,1,720000000,160000000,160000000,880000000,3,4000,10000,5000
mm_kernel_gpu_mem,1825370,1,2,720000000,160000000,160000000,880000000,3,4000,10000,5000
mm_kernel_gpu,11957971,1,1,0,0,0,0,3,4000,10000,5000
mm_kernel_gpu_collapse,1772601,1,2,0,0,0,0,3,4000,10000,5000
mm_kernel_cpu,412404,0,1,0,0,0,0,3,4000,2000,1000
mm_kernel_cpu_collapse,321642,0,2,0,0,0,0,3,4000,2000,1000
mm_kernel_gpu_mem,461039,1,1,80000000,32000000,32000000,112000000,3,4000,2000,1000
mm_kernel_gpu_mem,40150,1,2,80000000,32000000,32000000,112000000,3,4000,2000,1000
mm_kernel_gpu,438339,1,1,0,0,0,0,3,4000,2000,1000
mm_kernel_gpu_collapse,32318,1,2,0,0,0,0,3,4000,2000,1000
mm_kernel_cpu,3577709,0,1,0,0,0,0,3,4000,1000,9000
mm_kernel_cpu_collapse,3411956,0,2,0,0,0,0,3,4000,1000,9000
mm_kernel_gpu_mem,2042270,1,1,104000000,288000000,288000000,392000000,3,4000,1000,9000
mm_kernel_gpu_mem,352447,1,2,104000000,288000000,288000000,392000000,3,4000,1000,9000
mm_kernel_gpu,1970554,1,1,0,0,0,0,3,4000,1000,9000
mm_kernel_gpu_collapse,305662,1,2,0,0,0,0,3,4000,1000,9000
mm_kernel_cpu,27328615,0,1,0,0,0,0,3,3000,9000,9000
mm_kernel_cpu_collapse,33587989,0,2,0,0,0,0,3,3000,9000,9000
mm_kernel_gpu_mem,12212811,1,1,864000000,216000000,216000000,1080000000,3,3000,9000,9000
mm_kernel_gpu_mem,2267773,1,2,864000000,216000000,216000000,1080000000,3,3000,9000,9000
mm_kernel_gpu,12127013,1,1,0,0,0,0,3,3000,9000,9000
mm_kernel_gpu_collapse,2196088,1,2,0,0,0,0,3,3000,9000,9000
mm_kernel_cpu,661049,0,1,0,0,0,0,3,4000,2000,2000
mm_kernel_cpu_collapse,665191,0,2,0,0,0,0,3,4000,2000,2000
mm_kernel_gpu_mem,902823,1,1,96000000,64000000,64000000,160000000,3,4000,2000,2000
mm_kernel_gpu_mem,129192,1,2,96000000,64000000,64000000,160000000,3,4000,2000,2000
mm_kernel_gpu,869093,1,1,0,0,0,0,3,4000,2000,2000
mm_kernel_gpu_collapse,112635,1,2,0,0,0,0,3,4000,2000,2000
mm_kernel_cpu,661049,0,1,0,0,0,0,3,4000,2000,2000
mm_kernel_cpu_collapse,665191,0,2,0,0,0,0,3,4000,2000,2000
mm_kernel_gpu_mem,902823,1,1,96000000,64000000,64000000,160000000,3,4000,2000,2000
mm_kernel_gpu_mem,129192,1,2,96000000,64000000,64000000,160000000,3,4000,2000,2000
mm_kernel_gpu,869093,1,1,0,0,0,0,3,4000,2000,2000
mm_kernel_gpu_collapse,112635,1,2,0,0,0,0,3,4000,2000,2000
mm_kernel_cpu,1144773,0,1,0,0,0,0,3,4000,2000,3000
mm_kernel_cpu_collapse,1120773,0,2,0,0,0,0,3,4000,2000,3000
mm_kernel_gpu_mem,1353376,1,1,112000000,96000000,96000000,208000000,3,4000,2000,3000
mm_kernel_gpu_mem,207852,1,2,112000000,96000000,96000000,208000000,3,4000,2000,3000
mm_kernel_gpu,1312543,1,1,0,0,0,0,3,4000,2000,3000
mm_kernel_gpu_collapse,185993,1,2,0,0,0,0,3,4000,2000,3000
mm_kernel_cpu,1224780,0,1,0,0,0,0,3,4000,2000,3000
mm_kernel_cpu_collapse,1266089,0,2,0,0,0,0,3,4000,2000,3000
mm_kernel_gpu_mem,1342128,1,1,112000000,96000000,96000000,208000000,3,4000,2000,3000
mm_kernel_gpu_mem,202519,1,2,112000000,96000000,96000000,208000000,3,4000,2000,3000
mm_kernel_gpu,1315348,1,1,0,0,0,0,3,4000,2000,3000
mm_kernel_gpu_collapse,185577,1,2,0,0,0,0,3,4000,2000,3000
mm_kernel_cpu,1724156,0,1,0,0,0,0,3,4000,2000,4000
mm_kernel_cpu_collapse,1713844,0,2,0,0,0,0,3,4000,2000,4000
mm_kernel_gpu_mem,1798034,1,1,128000000,128000000,128000000,256000000,3,4000,2000,4000
mm_kernel_gpu_mem,290430,1,2,128000000,128000000,128000000,256000000,3,4000,2000,4000
mm_kernel_gpu,1756943,1,1,0,0,0,0,3,4000,2000,4000
mm_kernel_gpu_collapse,269237,1,2,0,0,0,0,3,4000,2000,4000
mm_kernel_cpu,1724156,0,1,0,0,0,0,3,4000,2000,4000
mm_kernel_cpu_collapse,1713844,0,2,0,0,0,0,3,4000,2000,4000
mm_kernel_gpu_mem,1798034,1,1,128000000,128000000,128000000,256000000,3,4000,2000,4000
mm_kernel_gpu_mem,290430,1,2,128000000,128000000,128000000,256000000,3,4000,2000,4000
mm_kernel_gpu,1756943,1,1,0,0,0,0,3,4000,2000,4000
mm_kernel_gpu_collapse,269237,1,2,0,0,0,0,3,4000,2000,4000
mm_kernel_cpu,2497452,0,1,0,0,0,0,3,4000,2000,5000
mm_kernel_cpu_collapse,2370812,0,2,0,0,0,0,3,4000,2000,5000
mm_kernel_gpu_mem,2247983,1,1,144000000,160000000,160000000,304000000,3,4000,2000,5000
mm_kernel_gpu_mem,368032,1,2,144000000,160000000,160000000,304000000,3,4000,2000,5000
mm_kernel_gpu,2198956,1,1,0,0,0,0,3,4000,2000,5000
mm_kernel_gpu_collapse,343700,1,2,0,0,0,0,3,4000,2000,5000
mm_kernel_cpu,8031272,0,1,0,0,0,0,3,4000,2000,10000
mm_kernel_cpu_collapse,7945588,0,2,0,0,0,0,3,4000,2000,10000
mm_kernel_gpu_mem,4489653,1,1,224000000,320000000,320000000,544000000,3,4000,2000,10000
mm_kernel_gpu_mem,763106,1,2,224000000,320000000,320000000,544000000,3,4000,2000,10000
mm_kernel_gpu,4391420,1,1,0,0,0,0,3,4000,2000,10000
mm_kernel_gpu_collapse,716011,1,2,0,0,0,0,3,4000,2000,10000
mm_kernel_cpu,17006076,0,1,0,0,0,0,3,4000,10000,6000
mm_kernel_cpu_collapse,16991149,0,2,0,0,0,0,3,4000,10000,6000
mm_kernel_gpu_mem,14464019,1,1,800000000,192000000,192000000,992000000,3,4000,10000,6000
mm_kernel_gpu_mem,2219863,1,2,800000000,192000000,192000000,992000000,3,4000,10000,6000
mm_kernel_gpu,14373725,1,1,0,0,0,0,3,4000,10000,6000
mm_kernel_gpu_collapse,2146230,1,2,0,0,0,0,3,4000,10000,6000
mm_kernel_cpu,4069286,0,1,0,0,0,0,3,4000,2000,6000
mm_kernel_cpu_collapse,4538068,0,2,0,0,0,0,3,4000,2000,6000
mm_kernel_gpu_mem,2671651,1,1,160000000,192000000,192000000,352000000,3,4000,2000,6000
mm_kernel_gpu_mem,449800,1,2,160000000,192000000,192000000,352000000,3,4000,2000,6000
mm_kernel_gpu,2641782,1,1,0,0,0,0,3,4000,2000,6000
mm_kernel_gpu_collapse,421338,1,2,0,0,0,0,3,4000,2000,6000
mm_kernel_cpu,561507,0,1,0,0,0,0,3,4000,3000,1000
mm_kernel_cpu_collapse,505604,0,2,0,0,0,0,3,4000,3000,1000
mm_kernel_gpu_mem,741422,1,1,120000000,32000000,32000000,152000000,3,4000,3000,1000
mm_kernel_gpu_mem,71924,1,2,120000000,32000000,32000000,152000000,3,4000,3000,1000
mm_kernel_gpu,720132,1,1,0,0,0,0,3,4000,3000,1000
mm_kernel_gpu_collapse,63422,1,2,0,0,0,0,3,4000,3000,1000
mm_kernel_cpu,4610334,0,1,0,0,0,0,3,4000,2000,7000
mm_kernel_cpu_collapse,4461951,0,2,0,0,0,0,3,4000,2000,7000
mm_kernel_gpu_mem,3152558,1,1,176000000,224000000,224000000,400000000,3,4000,2000,7000
mm_kernel_gpu_mem,524101,1,2,176000000,224000000,224000000,400000000,3,4000,2000,7000
mm_kernel_gpu,3074993,1,1,0,0,0,0,3,4000,2000,7000
mm_kernel_gpu_collapse,493935,1,2,0,0,0,0,3,4000,2000,7000
mm_kernel_cpu,4610334,0,1,0,0,0,0,3,4000,2000,7000
mm_kernel_cpu_collapse,4461951,0,2,0,0,0,0,3,4000,2000,7000
mm_kernel_gpu_mem,3152558,1,1,176000000,224000000,224000000,400000000,3,4000,2000,7000
mm_kernel_gpu_mem,524101,1,2,176000000,224000000,224000000,400000000,3,4000,2000,7000
mm_kernel_gpu,3074993,1,1,0,0,0,0,3,4000,2000,7000
mm_kernel_gpu_collapse,493935,1,2,0,0,0,0,3,4000,2000,7000
mm_kernel_cpu,1095539,0,1,0,0,0,0,3,4000,3000,2000
mm_kernel_cpu_collapse,1134840,0,2,0,0,0,0,3,4000,3000,2000
mm_kernel_gpu_mem,1444967,1,1,144000000,64000000,64000000,208000000,3,4000,3000,2000
mm_kernel_gpu_mem,198502,1,2,144000000,64000000,64000000,208000000,3,4000,3000,2000
mm_kernel_gpu,1429149,1,1,0,0,0,0,3,4000,3000,2000
mm_kernel_gpu_collapse,181811,1,2,0,0,0,0,3,4000,3000,2000
mm_kernel_cpu,1662787,0,1,0,0,0,0,3,4000,3000,3000
mm_kernel_cpu_collapse,1716144,0,2,0,0,0,0,3,4000,3000,3000
mm_kernel_gpu_mem,2177613,1,1,168000000,96000000,96000000,264000000,3,4000,3000,3000
mm_kernel_gpu_mem,311394,1,2,168000000,96000000,96000000,264000000,3,4000,3000,3000
mm_kernel_gpu,2152460,1,1,0,0,0,0,3,4000,3000,3000
mm_kernel_gpu_collapse,293808,1,2,0,0,0,0,3,4000,3000,3000
mm_kernel_cpu,1662787,0,1,0,0,0,0,3,4000,3000,3000
mm_kernel_cpu_collapse,1716144,0,2,0,0,0,0,3,4000,3000,3000
mm_kernel_gpu_mem,2177613,1,1,168000000,96000000,96000000,264000000,3,4000,3000,3000
mm_kernel_gpu_mem,311394,1,2,168000000,96000000,96000000,264000000,3,4000,3000,3000
mm_kernel_gpu,2152460,1,1,0,0,0,0,3,4000,3000,3000
mm_kernel_gpu_collapse,293808,1,2,0,0,0,0,3,4000,3000,3000
mm_kernel_cpu,23015866,0,1,0,0,0,0,3,4000,10000,7000
mm_kernel_cpu_collapse,22620865,0,2,0,0,0,0,3,4000,10000,7000
mm_kernel_gpu_mem,16871430,1,1,880000000,224000000,224000000,1104000000,3,4000,10000,7000
mm_kernel_gpu_mem,2580661,1,2,880000000,224000000,224000000,1104000000,3,4000,10000,7000
mm_kernel_gpu,16781465,1,1,0,0,0,0,3,4000,10000,7000
mm_kernel_gpu_collapse,2511350,1,2,0,0,0,0,3,4000,10000,7000
mm_kernel_cpu,5987538,0,1,0,0,0,0,3,4000,2000,8000
mm_kernel_cpu_collapse,5810082,0,2,0,0,0,0,3,4000,2000,8000
mm_kernel_gpu_mem,3636620,1,1,192000000,256000000,256000000,448000000,3,4000,2000,8000
mm_kernel_gpu_mem,608540,1,2,192000000,256000000,256000000,448000000,3,4000,2000,8000
mm_kernel_gpu,3532086,1,1,0,0,0,0,3,4000,2000,8000
mm_kernel_gpu_collapse,571957,1,2,0,0,0,0,3,4000,2000,8000
mm_kernel_cpu,7024657,0,1,0,0,0,0,3,4000,2000,9000
mm_kernel_cpu_collapse,6873649,0,2,0,0,0,0,3,4000,2000,9000
mm_kernel_gpu_mem,4067555,1,1,208000000,288000000,288000000,496000000,3,4000,2000,9000
mm_kernel_gpu_mem,681872,1,2,208000000,288000000,288000000,496000000,3,4000,2000,9000
mm_kernel_gpu,3955951,1,1,0,0,0,0,3,4000,2000,9000
mm_kernel_gpu_collapse,645529,1,2,0,0,0,0,3,4000,2000,9000
mm_kernel_cpu,2819840,0,1,0,0,0,0,3,4000,3000,4000
mm_kernel_cpu_collapse,3272614,0,2,0,0,0,0,3,4000,3000,4000
mm_kernel_gpu_mem,2913887,1,1,192000000,128000000,128000000,320000000,3,4000,3000,4000
mm_kernel_gpu_mem,434986,1,2,192000000,128000000,128000000,320000000,3,4000,3000,4000
mm_kernel_gpu,2886467,1,1,0,0,0,0,3,4000,3000,4000
mm_kernel_gpu_collapse,410384,1,2,0,0,0,0,3,4000,3000,4000
mm_kernel_cpu,38860218,0,1,0,0,0,0,3,4000,10000,10000
mm_kernel_cpu_collapse,40056219,0,2,0,0,0,0,3,4000,10000,10000
mm_kernel_gpu_mem,24030356,1,1,1120000000,320000000,320000000,1440000000,3,4000,10000,10000
mm_kernel_gpu_mem,3690169,1,2,1120000000,320000000,320000000,1440000000,3,4000,10000,10000
mm_kernel_gpu,23923273,1,1,0,0,0,0,3,4000,10000,10000
mm_kernel_gpu_collapse,3599882,1,2,0,0,0,0,3,4000,10000,10000
mm_kernel_cpu,3672896,0,1,0,0,0,0,3,4000,3000,5000
mm_kernel_cpu_collapse,3637016,0,2,0,0,0,0,3,4000,3000,5000
mm_kernel_gpu_mem,3656567,1,1,216000000,160000000,160000000,376000000,3,4000,3000,5000
mm_kernel_gpu_mem,556773,1,2,216000000,160000000,160000000,376000000,3,4000,3000,5000
mm_kernel_gpu,3600774,1,1,0,0,0,0,3,4000,3000,5000
mm_kernel_gpu_collapse,521526,1,2,0,0,0,0,3,4000,3000,5000
mm_kernel_cpu,3672896,0,1,0,0,0,0,3,4000,3000,5000
mm_kernel_cpu_collapse,3637016,0,2,0,0,0,0,3,4000,3000,5000
mm_kernel_gpu_mem,3656567,1,1,216000000,160000000,160000000,376000000,3,4000,3000,5000
mm_kernel_gpu_mem,556773,1,2,216000000,160000000,160000000,376000000,3,4000,3000,5000
mm_kernel_gpu,3600774,1,1,0,0,0,0,3,4000,3000,5000
mm_kernel_gpu_collapse,521526,1,2,0,0,0,0,3,4000,3000,5000
mm_kernel_cpu,5151958,0,1,0,0,0,0,3,4000,3000,6000
mm_kernel_cpu_collapse,5030787,0,2,0,0,0,0,3,4000,3000,6000
mm_kernel_gpu_mem,4418233,1,1,240000000,192000000,192000000,432000000,3,4000,3000,6000
mm_kernel_gpu_mem,669302,1,2,240000000,192000000,192000000,432000000,3,4000,3000,6000
mm_kernel_gpu,4327310,1,1,0,0,0,0,3,4000,3000,6000
mm_kernel_gpu_collapse,638326,1,2,0,0,0,0,3,4000,3000,6000
mm_kernel_cpu,5151958,0,1,0,0,0,0,3,4000,3000,6000
mm_kernel_cpu_collapse,5030787,0,2,0,0,0,0,3,4000,3000,6000
mm_kernel_gpu_mem,4418233,1,1,240000000,192000000,192000000,432000000,3,4000,3000,6000
mm_kernel_gpu_mem,669302,1,2,240000000,192000000,192000000,432000000,3,4000,3000,6000
mm_kernel_gpu,4327310,1,1,0,0,0,0,3,4000,3000,6000
mm_kernel_gpu_collapse,638326,1,2,0,0,0,0,3,4000,3000,6000
mm_kernel_cpu,12004457,0,1,0,0,0,0,3,4000,3000,10000
mm_kernel_cpu_collapse,11877821,0,2,0,0,0,0,3,4000,3000,10000
mm_kernel_gpu_mem,7344236,1,1,336000000,320000000,320000000,656000000,3,4000,3000,10000
mm_kernel_gpu_mem,1132706,1,2,336000000,320000000,320000000,656000000,3,4000,3000,10000
mm_kernel_gpu,7217784,1,1,0,0,0,0,3,4000,3000,10000
mm_kernel_gpu_collapse,1075099,1,2,0,0,0,0,3,4000,3000,10000
mm_kernel_cpu,667451,0,1,0,0,0,0,3,4000,4000,1000
mm_kernel_cpu_collapse,644380,0,2,0,0,0,0,3,4000,4000,1000
mm_kernel_gpu_mem,987240,1,1,160000000,32000000,32000000,192000000,3,4000,4000,1000
mm_kernel_gpu_mem,108192,1,2,160000000,32000000,32000000,192000000,3,4000,4000,1000
mm_kernel_gpu,949331,1,1,0,0,0,0,3,4000,4000,1000
mm_kernel_gpu_collapse,98582,1,2,0,0,0,0,3,4000,4000,1000
mm_kernel_cpu,667451,0,1,0,0,0,0,3,4000,4000,1000
mm_kernel_cpu_collapse,644380,0,2,0,0,0,0,3,4000,4000,1000
mm_kernel_gpu_mem,987240,1,1,160000000,32000000,32000000,192000000,3,4000,4000,1000
mm_kernel_gpu_mem,108192,1,2,160000000,32000000,32000000,192000000,3,4000,4000,1000
mm_kernel_gpu,949331,1,1,0,0,0,0,3,4000,4000,1000
mm_kernel_gpu_collapse,98582,1,2,0,0,0,0,3,4000,4000,1000
mm_kernel_cpu,29832481,0,1,0,0,0,0,3,4000,10000,8000
mm_kernel_cpu_collapse,29382434,0,2,0,0,0,0,3,4000,10000,8000
mm_kernel_gpu_mem,19247406,1,1,960000000,256000000,256000000,1216000000,3,4000,10000,8000
mm_kernel_gpu_mem,2966899,1,2,960000000,256000000,256000000,1216000000,3,4000,10000,8000
mm_kernel_gpu,19156927,1,1,0,0,0,0,3,4000,10000,8000
mm_kernel_gpu_collapse,2890938,1,2,0,0,0,0,3,4000,10000,8000
mm_kernel_cpu,29832481,0,1,0,0,0,0,3,4000,10000,8000
mm_kernel_cpu_collapse,29382434,0,2,0,0,0,0,3,4000,10000,8000
mm_kernel_gpu_mem,19247406,1,1,960000000,256000000,256000000,1216000000,3,4000,10000,8000
mm_kernel_gpu_mem,2966899,1,2,960000000,256000000,256000000,1216000000,3,4000,10000,8000
mm_kernel_gpu,19156927,1,1,0,0,0,0,3,4000,10000,8000
mm_kernel_gpu_collapse,2890938,1,2,0,0,0,0,3,4000,10000,8000
mm_kernel_cpu,1352117,0,1,0,0,0,0,3,4000,4000,2000
mm_kernel_cpu_collapse,1383338,0,2,0,0,0,0,3,4000,4000,2000
mm_kernel_gpu_mem,1897166,1,1,192000000,64000000,64000000,256000000,3,4000,4000,2000
mm_kernel_gpu_mem,270209,1,2,192000000,64000000,64000000,256000000,3,4000,4000,2000
mm_kernel_gpu,1870852,1,1,0,0,0,0,3,4000,4000,2000
mm_kernel_gpu_collapse,251509,1,2,0,0,0,0,3,4000,4000,2000
mm_kernel_cpu,6887792,0,1,0,0,0,0,3,4000,3000,7000
mm_kernel_cpu_collapse,6703459,0,2,0,0,0,0,3,4000,3000,7000
mm_kernel_gpu_mem,5147353,1,1,264000000,224000000,224000000,488000000,3,4000,3000,7000
mm_kernel_gpu_mem,781397,1,2,264000000,224000000,224000000,488000000,3,4000,3000,7000
mm_kernel_gpu,5054181,1,1,0,0,0,0,3,4000,3000,7000
mm_kernel_gpu_collapse,743814,1,2,0,0,0,0,3,4000,3000,7000
mm_kernel_cpu,2160931,0,1,0,0,0,0,3,4000,4000,3000
mm_kernel_cpu_collapse,2371348,0,2,0,0,0,0,3,4000,4000,3000
mm_kernel_gpu_mem,2871317,1,1,224000000,96000000,96000000,320000000,3,4000,4000,3000
mm_kernel_gpu_mem,421428,1,2,224000000,96000000,96000000,320000000,3,4000,4000,3000
mm_kernel_gpu,2847980,1,1,0,0,0,0,3,4000,4000,3000
mm_kernel_gpu_collapse,396951,1,2,0,0,0,0,3,4000,4000,3000
mm_kernel_cpu,2160931,0,1,0,0,0,0,3,4000,4000,3000
mm_kernel_cpu_collapse,2371348,0,2,0,0,0,0,3,4000,4000,3000
mm_kernel_gpu_mem,2871317,1,1,224000000,96000000,96000000,320000000,3,4000,4000,3000
mm_kernel_gpu_mem,421428,1,2,224000000,96000000,96000000,320000000,3,4000,4000,3000
mm_kernel_gpu,2847980,1,1,0,0,0,0,3,4000,4000,3000
mm_kernel_gpu_collapse,396951,1,2,0,0,0,0,3,4000,4000,3000
mm_kernel_cpu,3333766,0,1,0,0,0,0,3,4000,4000,4000
mm_kernel_cpu_collapse,3744974,0,2,0,0,0,0,3,4000,4000,4000
mm_kernel_gpu_mem,3826665,1,1,256000000,128000000,128000000,384000000,3,4000,4000,4000
mm_kernel_gpu_mem,579406,1,2,256000000,128000000,128000000,384000000,3,4000,4000,4000
mm_kernel_gpu,3794878,1,1,0,0,0,0,3,4000,4000,4000
mm_kernel_gpu_collapse,553116,1,2,0,0,0,0,3,4000,4000,4000
mm_kernel_cpu,3333766,0,1,0,0,0,0,3,4000,4000,4000
mm_kernel_cpu_collapse,3744974,0,2,0,0,0,0,3,4000,4000,4000
mm_kernel_gpu_mem,3826665,1,1,256000000,128000000,128000000,384000000,3,4000,4000,4000
mm_kernel_gpu_mem,579406,1,2,256000000,128000000,128000000,384000000,3,4000,4000,4000
mm_kernel_gpu,3794878,1,1,0,0,0,0,3,4000,4000,4000
mm_kernel_gpu_collapse,553116,1,2,0,0,0,0,3,4000,4000,4000
mm_kernel_cpu,35242721,0,1,0,0,0,0,3,4000,10000,9000
mm_kernel_cpu_collapse,34823303,0,2,0,0,0,0,3,4000,10000,9000
mm_kernel_gpu_mem,21855411,1,1,1040000000,288000000,288000000,1328000000,3,4000,10000,9000
mm_kernel_gpu_mem,3356269,1,2,1040000000,288000000,288000000,1328000000,3,4000,10000,9000
mm_kernel_gpu,21660439,1,1,0,0,0,0,3,4000,10000,9000
mm_kernel_gpu_collapse,3272744,1,2,0,0,0,0,3,4000,10000,9000
mm_kernel_cpu,10375851,0,1,0,0,0,0,3,4000,3000,8000
mm_kernel_cpu_collapse,13338352,0,2,0,0,0,0,3,4000,3000,8000
mm_kernel_gpu_mem,5846759,1,1,288000000,256000000,256000000,544000000,3,4000,3000,8000
mm_kernel_gpu_mem,901690,1,2,288000000,256000000,256000000,544000000,3,4000,3000,8000
mm_kernel_gpu,5788585,1,1,0,0,0,0,3,4000,3000,8000
mm_kernel_gpu_collapse,861807,1,2,0,0,0,0,3,4000,3000,8000
mm_kernel_cpu,10551197,0,1,0,0,0,0,3,4000,3000,9000
mm_kernel_cpu_collapse,10312397,0,2,0,0,0,0,3,4000,3000,9000
mm_kernel_gpu_mem,6622869,1,1,312000000,288000000,288000000,600000000,3,4000,3000,9000
mm_kernel_gpu_mem,1035131,1,2,312000000,288000000,288000000,600000000,3,4000,3000,9000
mm_kernel_gpu,6493877,1,1,0,0,0,0,3,4000,3000,9000
mm_kernel_gpu_collapse,971530,1,2,0,0,0,0,3,4000,3000,9000
mm_kernel_cpu,4867572,0,1,0,0,0,0,3,4000,4000,5000
mm_kernel_cpu_collapse,4801257,0,2,0,0,0,0,3,4000,4000,5000
mm_kernel_gpu_mem,4825647,1,1,288000000,160000000,160000000,448000000,3,4000,4000,5000
mm_kernel_gpu_mem,731248,1,2,288000000,160000000,160000000,448000000,3,4000,4000,5000
mm_kernel_gpu,4760428,1,1,0,0,0,0,3,4000,4000,5000
mm_kernel_gpu_collapse,699074,1,2,0,0,0,0,3,4000,4000,5000
mm_kernel_cpu,831834,0,1,0,0,0,0,3,4000,5000,1000
mm_kernel_cpu_collapse,834812,0,2,0,0,0,0,3,4000,5000,1000
mm_kernel_gpu_mem,1216732,1,1,200000000,32000000,32000000,232000000,3,4000,5000,1000
mm_kernel_gpu_mem,144737,1,2,200000000,32000000,32000000,232000000,3,4000,5000,1000
mm_kernel_gpu,1196588,1,1,0,0,0,0,3,4000,5000,1000
mm_kernel_gpu_collapse,127922,1,2,0,0,0,0,3,4000,5000,1000
mm_kernel_cpu,6853176,0,1,0,0,0,0,3,4000,4000,6000
mm_kernel_cpu_collapse,6828652,0,2,0,0,0,0,3,4000,4000,6000
mm_kernel_gpu_mem,5767063,1,1,320000000,192000000,192000000,512000000,3,4000,4000,6000
mm_kernel_gpu_mem,899211,1,2,320000000,192000000,192000000,512000000,3,4000,4000,6000
mm_kernel_gpu,5703992,1,1,0,0,0,0,3,4000,4000,6000
mm_kernel_gpu_collapse,853507,1,2,0,0,0,0,3,4000,4000,6000
mm_kernel_cpu,1590875,0,1,0,0,0,0,3,4000,5000,2000
mm_kernel_cpu_collapse,1713948,0,2,0,0,0,0,3,4000,5000,2000
mm_kernel_gpu_mem,2397959,1,1,240000000,64000000,64000000,304000000,3,4000,5000,2000
mm_kernel_gpu_mem,341222,1,2,240000000,64000000,64000000,304000000,3,4000,5000,2000
mm_kernel_gpu,2376048,1,1,0,0,0,0,3,4000,5000,2000
mm_kernel_gpu_collapse,321614,1,2,0,0,0,0,3,4000,5000,2000
mm_kernel_cpu,2704270,0,1,0,0,0,0,3,4000,5000,3000
mm_kernel_cpu_collapse,3016403,0,2,0,0,0,0,3,4000,5000,3000
mm_kernel_gpu_mem,3631404,1,1,280000000,96000000,96000000,376000000,3,4000,5000,3000
mm_kernel_gpu_mem,527007,1,2,280000000,96000000,96000000,376000000,3,4000,5000,3000
mm_kernel_gpu,3584181,1,1,0,0,0,0,3,4000,5000,3000
mm_kernel_gpu_collapse,503633,1,2,0,0,0,0,3,4000,5000,3000
mm_kernel_cpu,15989663,0,1,0,0,0,0,3,4000,4000,10000
mm_kernel_cpu_collapse,15856792,0,2,0,0,0,0,3,4000,4000,10000
mm_kernel_gpu_mem,9635350,1,1,448000000,320000000,320000000,768000000,3,4000,4000,10000
mm_kernel_gpu_mem,1499081,1,2,448000000,320000000,320000000,768000000,3,4000,4000,10000
mm_kernel_gpu,9528182,1,1,0,0,0,0,3,4000,4000,10000
