kernel,runtime,gpu,collapse,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,N3
mm_kernel_gpu_mem,284353,1,2,192000000,64000000,64000000,256000000,3,2000,4000,4000
mm_kernel_gpu,3476924,1,1,0,0,0,0,3,2000,4000,4000
mm_kernel_gpu_collapse,267176,1,2,0,0,0,0,3,2000,4000,4000
mm_kernel_cpu,5356309,0,1,0,0,0,0,3,2000,3000,9000
mm_kernel_cpu_collapse,5173130,0,2,0,0,0,0,3,2000,3000,9000
mm_kernel_gpu_mem,5848614,1,1,264000000,144000000,144000000,408000000,3,2000,3000,9000
mm_kernel_gpu_mem,517752,1,2,264000000,144000000,144000000,408000000,3,2000,3000,9000
mm_kernel_gpu,5762953,1,1,0,0,0,0,3,2000,3000,9000
mm_kernel_gpu_collapse,478914,1,2,0,0,0,0,3,2000,3000,9000
mm_kernel_cpu,5356309,0,1,0,0,0,0,3,2000,3000,9000
mm_kernel_cpu_collapse,5173130,0,2,0,0,0,0,3,2000,3000,9000
mm_kernel_gpu_mem,5848614,1,1,264000000,144000000,144000000,408000000,3,2000,3000,9000
mm_kernel_gpu_mem,517752,1,2,264000000,144000000,144000000,408000000,3,2000,3000,9000
mm_kernel_gpu,5762953,1,1,0,0,0,0,3,2000,3000,9000
mm_kernel_gpu_collapse,478914,1,2,0,0,0,0,3,2000,3000,9000
mm_kernel_cpu,2514898,0,1,0,0,0,0,3,2000,4000,5000
mm_kernel_cpu_collapse,2532943,0,2,0,0,0,0,3,2000,4000,5000
mm_kernel_gpu_mem,4338610,1,1,224000000,80000000,80000000,304000000,3,2000,4000,5000
mm_kernel_gpu_mem,362999,1,2,224000000,80000000,80000000,304000000,3,2000,4000,5000
mm_kernel_gpu,4315437,1,1,0,0,0,0,3,2000,4000,5000
mm_kernel_gpu_collapse,340016,1,2,0,0,0,0,3,2000,4000,5000
mm_kernel_cpu,2514898,0,1,0,0,0,0,3,2000,4000,5000
mm_kernel_cpu_collapse,2532943,0,2,0,0,0,0,3,2000,4000,5000
mm_kernel_gpu_mem,4338610,1,1,224000000,80000000,80000000,304000000,3,2000,4000,5000
mm_kernel_gpu_mem,362999,1,2,224000000,80000000,80000000,304000000,3,2000,4000,5000
mm_kernel_gpu,4315437,1,1,0,0,0,0,3,2000,4000,5000
mm_kernel_gpu_collapse,340016,1,2,0,0,0,0,3,2000,4000,5000
mm_kernel_cpu,511320,0,1,0,0,0,0,3,2000,5000,1000
mm_kernel_cpu_collapse,418028,0,2,0,0,0,0,3,2000,5000,1000
mm_kernel_gpu_mem,1090176,1,1,120000000,16000000,16000000,136000000,3,2000,5000,1000
mm_kernel_gpu_mem,62261,1,2,120000000,16000000,16000000,136000000,3,2000,5000,1000
mm_kernel_gpu,1060625,1,1,0,0,0,0,3,2000,5000,1000
mm_kernel_gpu_collapse,53861,1,2,0,0,0,0,3,2000,5000,1000
mm_kernel_cpu,3480466,0,1,0,0,0,0,3,2000,4000,6000
mm_kernel_cpu_collapse,3388731,0,2,0,0,0,0,3,2000,4000,6000
mm_kernel_gpu_mem,5265338,1,1,256000000,96000000,96000000,352000000,3,2000,4000,6000
mm_kernel_gpu_mem,445578,1,2,256000000,96000000,96000000,352000000,3,2000,4000,6000
mm_kernel_gpu,5185885,1,1,0,0,0,0,3,2000,4000,6000
mm_kernel_gpu_collapse,418727,1,2,0,0,0,0,3,2000,4000,6000
mm_kernel_cpu,923655,0,1,0,0,0,0,3,2000,5000,2000
mm_kernel_cpu_collapse,924378,0,2,0,0,0,0,3,2000,5000,2000
mm_kernel_gpu_mem,2154346,1,1,160000000,32000000,32000000,192000000,3,2000,5000,2000
mm_kernel_gpu_mem,163004,1,2,160000000,32000000,32000000,192000000,3,2000,5000,2000
mm_kernel_gpu,2124904,1,1,0,0,0,0,3,2000,5000,2000
mm_kernel_gpu_collapse,150243,1,2,0,0,0,0,3,2000,5000,2000
mm_kernel_cpu,923655,0,1,0,0,0,0,3,2000,5000,2000
mm_kernel_cpu_collapse,924378,0,2,0,0,0,0,3,2000,5000,2000
mm_kernel_gpu_mem,2154346,1,1,160000000,32000000,32000000,192000000,3,2000,5000,2000
mm_kernel_gpu_mem,163004,1,2,160000000,32000000,32000000,192000000,3,2000,5000,2000
mm_kernel_gpu,2124904,1,1,0,0,0,0,3,2000,5000,2000
mm_kernel_gpu_collapse,150243,1,2,0,0,0,0,3,2000,5000,2000
mm_kernel_cpu,8048125,0,1,0,0,0,0,3,2000,4000,10000
mm_kernel_cpu_collapse,7923568,0,2,0,0,0,0,3,2000,4000,10000
mm_kernel_gpu_mem,8721248,1,1,384000000,160000000,160000000,544000000,3,2000,4000,10000
mm_kernel_gpu_mem,758507,1,2,384000000,160000000,160000000,544000000,3,2000,4000,10000
mm_kernel_gpu,8606833,1,1,0,0,0,0,3,2000,4000,10000
mm_kernel_gpu_collapse,712823,1,2,0,0,0,0,3,2000,4000,10000
mm_kernel_cpu,1445446,0,1,0,0,0,0,3,2000,5000,3000
mm_kernel_cpu_collapse,1531081,0,2,0,0,0,0,3,2000,5000,3000
mm_kernel_gpu_mem,3205999,1,1,200000000,48000000,48000000,248000000,3,2000,5000,3000
mm_kernel_gpu_mem,256292,1,2,200000000,48000000,48000000,248000000,3,2000,5000,3000
mm_kernel_gpu,3184015,1,1,0,0,0,0,3,2000,5000,3000
mm_kernel_gpu_collapse,238381,1,2,0,0,0,0,3,2000,5000,3000
mm_kernel_cpu,4711518,0,1,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu_collapse,4641037,0,2,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_mem,6069978,1,1,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu_mem,517174,1,2,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu,6032693,1,1,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_collapse,491048,1,2,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu,4671405,0,1,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu_collapse,4496705,0,2,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_mem,6128045,1,1,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu_mem,518818,1,2,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu,6039120,1,1,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_collapse,489328,1,2,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu,4671405,0,1,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu_collapse,4496705,0,2,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_mem,6128045,1,1,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu_mem,518818,1,2,288000000,112000000,112000000,400000000,3,2000,4000,7000
mm_kernel_gpu,6039120,1,1,0,0,0,0,3,2000,4000,7000
mm_kernel_gpu_collapse,489328,1,2,0,0,0,0,3,2000,4000,7000
mm_kernel_cpu,2136479,0,1,0,0,0,0,3,2000,5000,4000
mm_kernel_cpu_collapse,2357685,0,2,0,0,0,0,3,2000,5000,4000
mm_kernel_gpu_mem,4296224,1,1,240000000,64000000,64000000,304000000,3,2000,5000,4000
mm_kernel_gpu_mem,356529,1,2,240000000,64000000,64000000,304000000,3,2000,5000,4000
mm_kernel_gpu,4275252,1,1,0,0,0,0,3,2000,5000,4000
mm_kernel_gpu_collapse,338373,1,2,0,0,0,0,3,2000,5000,4000
mm_kernel_cpu,7067480,0,1,0,0,0,0,3,2000,4000,8000
mm_kernel_cpu_collapse,8493016,0,2,0,0,0,0,3,2000,4000,8000
mm_kernel_gpu_mem,6954149,1,1,320000000,128000000,128000000,448000000,3,2000,4000,8000
mm_kernel_gpu_mem,599933,1,2,320000000,128000000,128000000,448000000,3,2000,4000,8000
mm_kernel_gpu,6900206,1,1,0,0,0,0,3,2000,4000,8000
mm_kernel_gpu_collapse,569256,1,2,0,0,0,0,3,2000,4000,8000
mm_kernel_cpu,3148289,0,1,0,0,0,0,3,2000,5000,5000
mm_kernel_cpu_collapse,3147803,0,2,0,0,0,0,3,2000,5000,5000
mm_kernel_gpu_mem,5368147,1,1,280000000,80000000,80000000,360000000,3,2000,5000,5000
mm_kernel_gpu_mem,452620,1,2,280000000,80000000,80000000,360000000,3,2000,5000,5000
mm_kernel_gpu,5341722,1,1,0,0,0,0,3,2000,5000,5000
mm_kernel_gpu_collapse,427645,1,2,0,0,0,0,3,2000,5000,5000
mm_kernel_cpu,3148289,0,1,0,0,0,0,3,2000,5000,5000
mm_kernel_cpu_collapse,3147803,0,2,0,0,0,0,3,2000,5000,5000
mm_kernel_gpu_mem,5368147,1,1,280000000,80000000,80000000,360000000,3,2000,5000,5000
mm_kernel_gpu_mem,452620,1,2,280000000,80000000,80000000,360000000,3,2000,5000,5000
mm_kernel_gpu,5341722,1,1,0,0,0,0,3,2000,5000,5000
mm_kernel_gpu_collapse,427645,1,2,0,0,0,0,3,2000,5000,5000
mm_kernel_cpu,7103445,0,1,0,0,0,0,3,2000,4000,9000
mm_kernel_cpu_collapse,6956265,0,2,0,0,0,0,3,2000,4000,9000
mm_kernel_gpu_mem,7905069,1,1,352000000,144000000,144000000,496000000,3,2000,4000,9000
mm_kernel_gpu_mem,675431,1,2,352000000,144000000,144000000,496000000,3,2000,4000,9000
mm_kernel_gpu,7812121,1,1,0,0,0,0,3,2000,4000,9000
mm_kernel_gpu_collapse,639176,1,2,0,0,0,0,3,2000,4000,9000
mm_kernel_cpu,612358,0,1,0,0,0,0,3,2000,6000,1000
mm_kernel_cpu_collapse,517786,0,2,0,0,0,0,3,2000,6000,1000
mm_kernel_gpu_mem,1308111,1,1,144000000,16000000,16000000,160000000,3,2000,6000,1000
mm_kernel_gpu_mem,80585,1,2,144000000,16000000,16000000,160000000,3,2000,6000,1000
mm_kernel_gpu,1283781,1,1,0,0,0,0,3,2000,6000,1000
mm_kernel_gpu_collapse,68786,1,2,0,0,0,0,3,2000,6000,1000
mm_kernel_cpu,4290970,0,1,0,0,0,0,3,2000,5000,6000
mm_kernel_cpu_collapse,4263485,0,2,0,0,0,0,3,2000,5000,6000
mm_kernel_gpu_mem,6491269,1,1,320000000,96000000,96000000,416000000,3,2000,5000,6000
mm_kernel_gpu_mem,552916,1,2,320000000,96000000,96000000,416000000,3,2000,5000,6000
mm_kernel_gpu,6432472,1,1,0,0,0,0,3,2000,5000,6000
mm_kernel_gpu_collapse,524857,1,2,0,0,0,0,3,2000,5000,6000
mm_kernel_cpu,1078679,0,1,0,0,0,0,3,2000,6000,2000
mm_kernel_cpu_collapse,1088374,0,2,0,0,0,0,3,2000,6000,2000
mm_kernel_gpu_mem,2608060,1,1,192000000,32000000,32000000,224000000,3,2000,6000,2000
mm_kernel_gpu_mem,199808,1,2,192000000,32000000,32000000,224000000,3,2000,6000,2000
mm_kernel_gpu,2568365,1,1,0,0,0,0,3,2000,6000,2000
mm_kernel_gpu_collapse,183841,1,2,0,0,0,0,3,2000,6000,2000
mm_kernel_cpu,1078679,0,1,0,0,0,0,3,2000,6000,2000
mm_kernel_cpu_collapse,1088374,0,2,0,0,0,0,3,2000,6000,2000
mm_kernel_gpu_mem,2608060,1,1,192000000,32000000,32000000,224000000,3,2000,6000,2000
mm_kernel_gpu_mem,199808,1,2,192000000,32000000,32000000,224000000,3,2000,6000,2000
mm_kernel_gpu,2568365,1,1,0,0,0,0,3,2000,6000,2000
mm_kernel_gpu_collapse,183841,1,2,0,0,0,0,3,2000,6000,2000
mm_kernel_cpu,1707901,0,1,0,0,0,0,3,2000,6000,3000
mm_kernel_cpu_collapse,1864860,0,2,0,0,0,0,3,2000,6000,3000
mm_kernel_gpu_mem,3908319,1,1,240000000,48000000,48000000,288000000,3,2000,6000,3000
mm_kernel_gpu_mem,309677,1,2,240000000,48000000,48000000,288000000,3,2000,6000,3000
mm_kernel_gpu,3871354,1,1,0,0,0,0,3,2000,6000,3000
mm_kernel_gpu_collapse,292225,1,2,0,0,0,0,3,2000,6000,3000
mm_kernel_cpu,5811406,0,1,0,0,0,0,3,2000,5000,7000
mm_kernel_cpu_collapse,5824087,0,2,0,0,0,0,3,2000,5000,7000
mm_kernel_gpu_mem,7521611,1,1,360000000,112000000,112000000,472000000,3,2000,5000,7000
mm_kernel_gpu_mem,647507,1,2,360000000,112000000,112000000,472000000,3,2000,5000,7000
mm_kernel_gpu,7468296,1,1,0,0,0,0,3,2000,5000,7000
mm_kernel_gpu_collapse,614116,1,2,0,0,0,0,3,2000,5000,7000
mm_kernel_cpu,9937417,0,1,0,0,0,0,3,2000,5000,10000
mm_kernel_cpu_collapse,9968158,0,2,0,0,0,0,3,2000,5000,10000
mm_kernel_gpu_mem,10815356,1,1,480000000,160000000,160000000,640000000,3,2000,5000,10000
mm_kernel_gpu_mem,933952,1,2,480000000,160000000,160000000,640000000,3,2000,5000,10000
mm_kernel_gpu,10709016,1,1,0,0,0,0,3,2000,5000,10000
mm_kernel_gpu_collapse,891793,1,2,0,0,0,0,3,2000,5000,10000
mm_kernel_cpu,7562454,0,1,0,0,0,0,3,2000,5000,8000
mm_kernel_cpu_collapse,7294949,0,2,0,0,0,0,3,2000,5000,8000
mm_kernel_gpu_mem,8660426,1,1,400000000,128000000,128000000,528000000,3,2000,5000,8000
mm_kernel_gpu_mem,747569,1,2,400000000,128000000,128000000,528000000,3,2000,5000,8000
mm_kernel_gpu,8551754,1,1,0,0,0,0,3,2000,5000,8000
mm_kernel_gpu_collapse,713855,1,2,0,0,0,0,3,2000,5000,8000
mm_kernel_cpu,2889373,0,1,0,0,0,0,3,2000,6000,4000
mm_kernel_cpu_collapse,3466258,0,2,0,0,0,0,3,2000,6000,4000
mm_kernel_gpu_mem,5202117,1,1,288000000,64000000,64000000,352000000,3,2000,6000,4000
mm_kernel_gpu_mem,430011,1,2,288000000,64000000,64000000,352000000,3,2000,6000,4000
mm_kernel_gpu,5178917,1,1,0,0,0,0,3,2000,6000,4000
mm_kernel_gpu_collapse,407604,1,2,0,0,0,0,3,2000,6000,4000
mm_kernel_cpu,8858786,0,1,0,0,0,0,3,2000,5000,9000
mm_kernel_cpu_collapse,8708202,0,2,0,0,0,0,3,2000,5000,9000
mm_kernel_gpu_mem,9722178,1,1,440000000,144000000,144000000,584000000,3,2000,5000,9000
mm_kernel_gpu_mem,842489,1,2,440000000,144000000,144000000,584000000,3,2000,5000,9000
mm_kernel_gpu,9635980,1,1,0,0,0,0,3,2000,5000,9000
mm_kernel_gpu_collapse,804345,1,2,0,0,0,0,3,2000,5000,9000
mm_kernel_cpu,8858786,0,1,0,0,0,0,3,2000,5000,9000
mm_kernel_cpu_collapse,8708202,0,2,0,0,0,0,3,2000,5000,9000
mm_kernel_gpu_mem,9722178,1,1,440000000,144000000,144000000,584000000,3,2000,5000,9000
mm_kernel_gpu_mem,842489,1,2,440000000,144000000,144000000,584000000,3,2000,5000,9000
mm_kernel_gpu,9635980,1,1,0,0,0,0,3,2000,5000,9000
mm_kernel_gpu_collapse,804345,1,2,0,0,0,0,3,2000,5000,9000
mm_kernel_cpu,3733793,0,1,0,0,0,0,3,2000,6000,5000
mm_kernel_cpu_collapse,3725156,0,2,0,0,0,0,3,2000,6000,5000
mm_kernel_gpu_mem,6490134,1,1,336000000,80000000,80000000,416000000,3,2000,6000,5000
mm_kernel_gpu_mem,544795,1,2,336000000,80000000,80000000,416000000,3,2000,6000,5000
mm_kernel_gpu,6448904,1,1,0,0,0,0,3,2000,6000,5000
mm_kernel_gpu_collapse,514093,1,2,0,0,0,0,3,2000,6000,5000
mm_kernel_cpu,658484,0,1,0,0,0,0,3,2000,7000,1000
mm_kernel_cpu_collapse,642605,0,2,0,0,0,0,3,2000,7000,1000
mm_kernel_gpu_mem,1513632,1,1,168000000,16000000,16000000,184000000,3,2000,7000,1000
mm_kernel_gpu_mem,93169,1,2,168000000,16000000,16000000,184000000,3,2000,7000,1000
mm_kernel_gpu,1489637,1,1,0,0,0,0,3,2000,7000,1000
mm_kernel_gpu_collapse,85144,1,2,0,0,0,0,3,2000,7000,1000
mm_kernel_cpu,658484,0,1,0,0,0,0,3,2000,7000,1000
mm_kernel_cpu_collapse,642605,0,2,0,0,0,0,3,2000,7000,1000
mm_kernel_gpu_mem,1513632,1,1,168000000,16000000,16000000,184000000,3,2000,7000,1000
mm_kernel_gpu_mem,93169,1,2,168000000,16000000,16000000,184000000,3,2000,7000,1000
mm_kernel_gpu,1489637,1,1,0,0,0,0,3,2000,7000,1000
mm_kernel_gpu_collapse,85144,1,2,0,0,0,0,3,2000,7000,1000
mm_kernel_cpu,5214171,0,1,0,0,0,0,3,2000,6000,6000
mm_kernel_cpu_collapse,5194282,0,2,0,0,0,0,3,2000,6000,6000
mm_kernel_gpu_mem,7774043,1,1,384000000,96000000,96000000,480000000,3,2000,6000,6000
mm_kernel_gpu_mem,662575,1,2,384000000,96000000,96000000,480000000,3,2000,6000,6000
mm_kernel_gpu,7737933,1,1,0,0,0,0,3,2000,6000,6000
mm_kernel_gpu_collapse,633458,1,2,0,0,0,0,3,2000,6000,6000
mm_kernel_cpu,5214171,0,1,0,0,0,0,3,2000,6000,6000
mm_kernel_cpu_collapse,5194282,0,2,0,0,0,0,3,2000,6000,6000
mm_kernel_gpu_mem,7774043,1,1,384000000,96000000,96000000,480000000,3,2000,6000,6000
mm_kernel_gpu_mem,662575,1,2,384000000,96000000,96000000,480000000,3,2000,6000,6000
mm_kernel_gpu,7737933,1,1,0,0,0,0,3,2000,6000,6000
mm_kernel_gpu_collapse,633458,1,2,0,0,0,0,3,2000,6000,6000
mm_kernel_cpu,1284945,0,1,0,0,0,0,3,2000,7000,2000
mm_kernel_cpu_collapse,1250396,0,2,0,0,0,0,3,2000,7000,2000
mm_kernel_gpu_mem,2994905,1,1,224000000,32000000,32000000,256000000,3,2000,7000,2000
mm_kernel_gpu_mem,233666,1,2,224000000,32000000,32000000,256000000,3,2000,7000,2000
mm_kernel_gpu,2977085,1,1,0,0,0,0,3,2000,7000,2000
mm_kernel_gpu_collapse,219213,1,2,0,0,0,0,3,2000,7000,2000
mm_kernel_cpu,2002250,0,1,0,0,0,0,3,2000,7000,3000
mm_kernel_cpu_collapse,2167139,0,2,0,0,0,0,3,2000,7000,3000
mm_kernel_gpu_mem,4520727,1,1,280000000,48000000,48000000,328000000,3,2000,7000,3000
mm_kernel_gpu_mem,364816,1,2,280000000,48000000,48000000,328000000,3,2000,7000,3000
mm_kernel_gpu,4480967,1,1,0,0,0,0,3,2000,7000,3000
mm_kernel_gpu_collapse,344888,1,2,0,0,0,0,3,2000,7000,3000
mm_kernel_cpu,2002250,0,1,0,0,0,0,3,2000,7000,3000
mm_kernel_cpu_collapse,2167139,0,2,0,0,0,0,3,2000,7000,3000
mm_kernel_gpu_mem,4520727,1,1,280000000,48000000,48000000,328000000,3,2000,7000,3000
mm_kernel_gpu_mem,364816,1,2,280000000,48000000,48000000,328000000,3,2000,7000,3000
mm_kernel_gpu,4480967,1,1,0,0,0,0,3,2000,7000,3000
mm_kernel_gpu_collapse,344888,1,2,0,0,0,0,3,2000,7000,3000
mm_kernel_cpu,11817520,0,1,0,0,0,0,3,2000,6000,10000
mm_kernel_cpu_collapse,11941607,0,2,0,0,0,0,3,2000,6000,10000
mm_kernel_gpu_mem,13043543,1,1,576000000,160000000,160000000,736000000,3,2000,6000,10000
mm_kernel_gpu_mem,1117980,1,2,576000000,160000000,160000000,736000000,3,2000,6000,10000
mm_kernel_gpu,12937920,1,1,0,0,0,0,3,2000,6000,10000
mm_kernel_gpu_collapse,1070935,1,2,0,0,0,0,3,2000,6000,10000
mm_kernel_cpu,6987487,0,1,0,0,0,0,3,2000,6000,7000
mm_kernel_cpu_collapse,6874829,0,2,0,0,0,0,3,2000,6000,7000
mm_kernel_gpu_mem,9137041,1,1,432000000,112000000,112000000,544000000,3,2000,6000,7000
mm_kernel_gpu_mem,773041,1,2,432000000,112000000,112000000,544000000,3,2000,6000,7000
mm_kernel_gpu,9066730,1,1,0,0,0,0,3,2000,6000,7000
mm_kernel_gpu_collapse,741051,1,2,0,0,0,0,3,2000,6000,7000
mm_kernel_cpu,8992118,0,1,0,0,0,0,3,2000,6000,8000
mm_kernel_cpu_collapse,8768332,0,2,0,0,0,0,3,2000,6000,8000
mm_kernel_gpu_mem,10483163,1,1,480000000,128000000,128000000,608000000,3,2000,6000,8000
mm_kernel_gpu_mem,895989,1,2,480000000,128000000,128000000,608000000,3,2000,6000,8000
mm_kernel_gpu,10357804,1,1,0,0,0,0,3,2000,6000,8000
mm_kernel_gpu_collapse,856285,1,2,0,0,0,0,3,2000,6000,8000
mm_kernel_cpu,8992118,0,1,0,0,0,0,3,2000,6000,8000
mm_kernel_cpu_collapse,8768332,0,2,0,0,0,0,3,2000,6000,8000
mm_kernel_gpu_mem,10483163,1,1,480000000,128000000,128000000,608000000,3,2000,6000,8000
mm_kernel_gpu_mem,895989,1,2,480000000,128000000,128000000,608000000,3,2000,6000,8000
mm_kernel_gpu,10357804,1,1,0,0,0,0,3,2000,6000,8000
mm_kernel_gpu_collapse,856285,1,2,0,0,0,0,3,2000,6000,8000
mm_kernel_cpu,2956671,0,1,0,0,0,0,3,2000,7000,4000
mm_kernel_cpu_collapse,3179281,0,2,0,0,0,0,3,2000,7000,4000
mm_kernel_gpu_mem,6062586,1,1,336000000,64000000,64000000,400000000,3,2000,7000,4000
mm_kernel_gpu_mem,504326,1,2,336000000,64000000,64000000,400000000,3,2000,7000,4000
mm_kernel_gpu,6012936,1,1,0,0,0,0,3,2000,7000,4000
mm_kernel_gpu_collapse,477206,1,2,0,0,0,0,3,2000,7000,4000
mm_kernel_cpu,2943294,0,1,0,0,0,0,3,2000,7000,4000
mm_kernel_cpu_collapse,3315033,0,2,0,0,0,0,3,2000,7000,4000
mm_kernel_gpu_mem,6042828,1,1,336000000,64000000,64000000,400000000,3,2000,7000,4000
mm_kernel_gpu_mem,536909,1,2,336000000,64000000,64000000,400000000,3,2000,7000,4000
mm_kernel_gpu,6015780,1,1,0,0,0,0,3,2000,7000,4000
mm_kernel_gpu_collapse,476965,1,2,0,0,0,0,3,2000,7000,4000
mm_kernel_cpu,756380,0,1,0,0,0,0,3,2000,8000,1000
mm_kernel_cpu_collapse,669595,0,2,0,0,0,0,3,2000,8000,1000
mm_kernel_gpu_mem,1741189,1,1,192000000,16000000,16000000,208000000,3,2000,8000,1000
mm_kernel_gpu_mem,114129,1,2,192000000,16000000,16000000,208000000,3,2000,8000,1000
mm_kernel_gpu,1711378,1,1,0,0,0,0,3,2000,8000,1000
mm_kernel_gpu_collapse,100729,1,2,0,0,0,0,3,2000,8000,1000
mm_kernel_cpu,4389042,0,1,0,0,0,0,3,2000,7000,5000
mm_kernel_cpu_collapse,4380544,0,2,0,0,0,0,3,2000,7000,5000
mm_kernel_gpu_mem,7521365,1,1,392000000,80000000,80000000,472000000,3,2000,7000,5000
mm_kernel_gpu_mem,636566,1,2,392000000,80000000,80000000,472000000,3,2000,7000,5000
mm_kernel_gpu,7489689,1,1,0,0,0,0,3,2000,7000,5000
mm_kernel_gpu_collapse,605548,1,2,0,0,0,0,3,2000,7000,5000
mm_kernel_cpu,10561963,0,1,0,0,0,0,3,2000,6000,9000
mm_kernel_cpu_collapse,10465541,0,2,0,0,0,0,3,2000,6000,9000
mm_kernel_gpu_mem,11717196,1,1,528000000,144000000,144000000,672000000,3,2000,6000,9000
mm_kernel_gpu_mem,1019190,1,2,528000000,144000000,144000000,672000000,3,2000,6000,9000
mm_kernel_gpu,11616664,1,1,0,0,0,0,3,2000,6000,9000
mm_kernel_gpu_collapse,968576,1,2,0,0,0,0,3,2000,6000,9000
mm_kernel_cpu,1426883,0,1,0,0,0,0,3,2000,8000,2000
mm_kernel_cpu_collapse,1423883,0,2,0,0,0,0,3,2000,8000,2000
mm_kernel_gpu_mem,3467285,1,1,256000000,32000000,32000000,288000000,3,2000,8000,2000
mm_kernel_gpu_mem,269725,1,2,256000000,32000000,32000000,288000000,3,2000,8000,2000
mm_kernel_gpu,3420353,1,1,0,0,0,0,3,2000,8000,2000
mm_kernel_gpu_collapse,251928,1,2,0,0,0,0,3,2000,8000,2000
mm_kernel_cpu,6070988,0,1,0,0,0,0,3,2000,7000,6000
mm_kernel_cpu_collapse,5913463,0,2,0,0,0,0,3,2000,7000,6000
mm_kernel_gpu_mem,9091031,1,1,448000000,96000000,96000000,544000000,3,2000,7000,6000
mm_kernel_gpu_mem,773214,1,2,448000000,96000000,96000000,544000000,3,2000,7000,6000
mm_kernel_gpu,9000393,1,1,0,0,0,0,3,2000,7000,6000
mm_kernel_gpu_collapse,741454,1,2,0,0,0,0,3,2000,7000,6000
mm_kernel_cpu,6070988,0,1,0,0,0,0,3,2000,7000,6000
mm_kernel_cpu_collapse,5913463,0,2,0,0,0,0,3,2000,7000,6000
mm_kernel_gpu_mem,9091031,1,1,448000000,96000000,96000000,544000000,3,2000,7000,6000
mm_kernel_gpu_mem,773214,1,2,448000000,96000000,96000000,544000000,3,2000,7000,6000
mm_kernel_gpu,9000393,1,1,0,0,0,0,3,2000,7000,6000
mm_kernel_gpu_collapse,741454,1,2,0,0,0,0,3,2000,7000,6000
mm_kernel_cpu,2284058,0,1,0,0,0,0,3,2000,8000,3000
mm_kernel_cpu_collapse,2526624,0,2,0,0,0,0,3,2000,8000,3000
mm_kernel_gpu_mem,5174305,1,1,320000000,48000000,48000000,368000000,3,2000,8000,3000
mm_kernel_gpu_mem,418936,1,2,320000000,48000000,48000000,368000000,3,2000,8000,3000
mm_kernel_gpu,5135245,1,1,0,0,0,0,3,2000,8000,3000
mm_kernel_gpu_collapse,395852,1,2,0,0,0,0,3,2000,8000,3000
mm_kernel_cpu,8148963,0,1,0,0,0,0,3,2000,7000,7000
mm_kernel_cpu_collapse,7904357,0,2,0,0,0,0,3,2000,7000,7000
mm_kernel_gpu_mem,10596016,1,1,504000000,112000000,112000000,616000000,3,2000,7000,7000
mm_kernel_gpu_mem,905144,1,2,504000000,112000000,112000000,616000000,3,2000,7000,7000
mm_kernel_gpu,10478974,1,1,0,0,0,0,3,2000,7000,7000
mm_kernel_gpu_collapse,891122,1,2,0,0,0,0,3,2000,7000,7000
mm_kernel_cpu,3359720,0,1,0,0,0,0,3,2000,8000,4000
mm_kernel_cpu_collapse,3985519,0,2,0,0,0,0,3,2000,8000,4000
mm_kernel_gpu_mem,6919664,1,1,384000000,64000000,64000000,448000000,3,2000,8000,4000
mm_kernel_gpu_mem,575613,1,2,384000000,64000000,64000000,448000000,3,2000,8000,4000
mm_kernel_gpu,6890570,1,1,0,0,0,0,3,2000,8000,4000
mm_kernel_gpu_collapse,548383,1,2,0,0,0,0,3,2000,8000,4000
mm_kernel_cpu,15780965,0,1,0,0,0,0,3,2000,7000,10000
mm_kernel_cpu_collapse,21830568,0,2,0,0,0,0,3,2000,7000,10000
mm_kernel_gpu_mem,15013346,1,1,672000000,160000000,160000000,832000000,3,2000,7000,10000
mm_kernel_gpu_mem,1303631,1,2,672000000,160000000,160000000,832000000,3,2000,7000,10000
mm_kernel_gpu,14941149,1,1,0,0,0,0,3,2000,7000,10000
mm_kernel_gpu_collapse,1252531,1,2,0,0,0,0,3,2000,7000,10000
mm_kernel_cpu,10540391,0,1,0,0,0,0,3,2000,7000,8000
mm_kernel_cpu_collapse,10262828,0,2,0,0,0,0,3,2000,7000,8000
mm_kernel_gpu_mem,12095929,1,1,560000000,128000000,128000000,688000000,3,2000,7000,8000
mm_kernel_gpu_mem,1043184,1,2,560000000,128000000,128000000,688000000,3,2000,7000,8000
mm_kernel_gpu,12014190,1,1,0,0,0,0,3,2000,7000,8000
mm_kernel_gpu_collapse,1002052,1,2,0,0,0,0,3,2000,7000,8000
