kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,N3
mm_kernel_cpu,4357231,0,1,1,48,0,0,0,0,3,10000,2000,8000
mm_kernel_cpu_collapse,3393315,0,2,1,48,0,0,0,0,3,10000,2000,8000
mm_kernel_gpu_mem,6380508,1,1,40,256,288000008,640000000,640000008,928000000,3,10000,2000,8000
mm_kernel_gpu_collapse_mem,1484365,1,2,240,256,288000008,640000000,640000008,928000000,3,10000,2000,8000
mm_kernel_gpu,5940114,1,1,40,256,8,0,8,0,3,10000,2000,8000
mm_kernel_gpu_collapse,1348404,1,2,240,256,8,0,8,0,3,10000,2000,8000
mm_kernel_cpu,13642754,0,1,1,48,0,0,0,0,3,10000,2000,9000
mm_kernel_cpu_collapse,13037237,0,2,1,48,0,0,0,0,3,10000,2000,9000
mm_kernel_gpu_mem,6972820,1,1,40,256,304000008,720000000,720000008,1024000000,3,10000,2000,9000
mm_kernel_gpu_collapse_mem,1780704,1,2,240,256,304000008,720000000,720000008,1024000000,3,10000,2000,9000
mm_kernel_gpu,6679131,1,1,40,256,8,0,8,0,3,10000,2000,9000
mm_kernel_gpu_collapse,1624095,1,2,240,256,8,0,8,0,3,10000,2000,9000
mm_kernel_cpu,24956767,0,1,1,48,0,0,0,0,3,10000,3000,10000
mm_kernel_cpu_collapse,24107492,0,2,1,48,0,0,0,0,3,10000,3000,10000
mm_kernel_gpu_mem,12269149,1,1,40,256,480000008,800000000,800000008,1280000000,3,10000,3000,10000
mm_kernel_gpu_collapse_mem,2891314,1,2,240,256,480000008,800000000,800000008,1280000000,3,10000,3000,10000
mm_kernel_gpu,11685168,1,1,40,256,8,0,8,0,3,10000,3000,10000
mm_kernel_gpu_collapse,2673944,1,2,240,256,8,0,8,0,3,10000,3000,10000
mm_kernel_cpu,2415758,0,1,1,48,0,0,0,0,3,10000,3000,1000
mm_kernel_cpu_collapse,1508861,0,2,1,48,0,0,0,0,3,10000,3000,1000
mm_kernel_gpu_mem,1498711,1,1,40,256,264000008,80000000,80000008,344000000,3,10000,3000,1000
mm_kernel_gpu_collapse_mem,296975,1,2,240,256,264000008,80000000,80000008,344000000,3,10000,3000,1000
mm_kernel_gpu,1173807,1,1,40,256,8,0,8,0,3,10000,3000,1000
mm_kernel_gpu_collapse,238135,1,2,240,256,8,0,8,0,3,10000,3000,1000
mm_kernel_cpu,4523410,0,1,1,48,0,0,0,0,3,10000,3000,2000
mm_kernel_cpu_collapse,3498244,0,2,1,48,0,0,0,0,3,10000,3000,2000
mm_kernel_gpu_mem,2693926,1,1,40,256,288000008,160000000,160000008,448000000,3,10000,3000,2000
mm_kernel_gpu_collapse_mem,575035,1,2,240,256,288000008,160000000,160000008,448000000,3,10000,3000,2000
mm_kernel_gpu,2345276,1,1,40,256,8,0,8,0,3,10000,3000,2000
mm_kernel_gpu_collapse,493731,1,2,240,256,8,0,8,0,3,10000,3000,2000
mm_kernel_cpu,6395463,0,1,1,48,0,0,0,0,3,10000,3000,3000
mm_kernel_cpu_collapse,6159244,0,2,1,48,0,0,0,0,3,10000,3000,3000
mm_kernel_gpu_mem,3813432,1,1,40,256,312000008,240000000,240000008,552000000,3,10000,3000,3000
mm_kernel_gpu_collapse_mem,864479,1,2,240,256,312000008,240000000,240000008,552000000,3,10000,3000,3000
mm_kernel_gpu,3473865,1,1,40,256,8,0,8,0,3,10000,3000,3000
mm_kernel_gpu_collapse,769630,1,2,240,256,8,0,8,0,3,10000,3000,3000
mm_kernel_cpu,8520769,0,1,1,48,0,0,0,0,3,10000,3000,4000
mm_kernel_cpu_collapse,8143523,0,2,1,48,0,0,0,0,3,10000,3000,4000
mm_kernel_gpu_mem,5037831,1,1,40,256,336000008,320000000,320000008,656000000,3,10000,3000,4000
mm_kernel_gpu_collapse_mem,1106791,1,2,240,256,336000008,320000000,320000008,656000000,3,10000,3000,4000
mm_kernel_gpu,4658208,1,1,40,256,8,0,8,0,3,10000,3000,4000
mm_kernel_gpu_collapse,1020518,1,2,240,256,8,0,8,0,3,10000,3000,4000
mm_kernel_cpu,11182259,0,1,1,48,0,0,0,0,3,10000,3000,5000
mm_kernel_cpu_collapse,10514385,0,2,1,48,0,0,0,0,3,10000,3000,5000
mm_kernel_gpu_mem,6208034,1,1,40,256,360000008,400000000,400000008,760000000,3,10000,3000,5000
mm_kernel_gpu_collapse_mem,1471559,1,2,240,256,360000008,400000000,400000008,760000000,3,10000,3000,5000
mm_kernel_gpu,5821185,1,1,40,256,8,0,8,0,3,10000,3000,5000
