kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,
gauss_kernel_gpu_collapse,4149,1,2,25992,128,4,0,4,0,1,1824,
gauss_kernel_gpu_mem,18731,1,1,15,128,26615812,0,26615812,26615808,1,1824,
gauss_kernel_gpu_collapse_mem,8709,1,2,25992,128,26615812,0,26615812,26615808,1,1824,
gauss_kernel_cpu,1205,0,1,1,128,0,0,0,0,1,1856,
gauss_kernel_cpu_collapse,1680,0,2,1,128,0,0,0,0,1,1856,
gauss_kernel_gpu,837,1,1,15,128,4,0,4,0,1,1856,
gauss_kernel_gpu_collapse,4328,1,2,26912,128,4,0,4,0,1,1856,
gauss_kernel_gpu_mem,19795,1,1,15,128,27557892,0,27557892,27557888,1,1856,
gauss_kernel_gpu_collapse_mem,9100,1,2,26912,128,27557892,0,27557892,27557888,1,1856,
gauss_kernel_cpu,1278,0,1,1,128,0,0,0,0,1,1888,
gauss_kernel_cpu_collapse,1684,0,2,1,128,0,0,0,0,1,1888,
gauss_kernel_gpu,824,1,1,15,128,4,0,4,0,1,1888,
gauss_kernel_gpu_collapse,4470,1,2,27848,128,4,0,4,0,1,1888,
gauss_kernel_gpu_mem,20091,1,1,15,128,28516356,0,28516356,28516352,1,1888,
gauss_kernel_gpu_collapse_mem,9306,1,2,27848,128,28516356,0,28516356,28516352,1,1888,
gauss_kernel_cpu,1262,0,1,1,128,0,0,0,0,1,1920,
gauss_kernel_cpu_collapse,1775,0,2,1,128,0,0,0,0,1,1920,
gauss_kernel_gpu,893,1,1,15,128,4,0,4,0,1,1920,
gauss_kernel_gpu_collapse,4751,1,2,28800,128,4,0,4,0,1,1920,
gauss_kernel_gpu_mem,22972,1,1,15,128,29491204,0,29491204,29491200,1,1920,
gauss_kernel_gpu_collapse_mem,9558,1,2,28800,128,29491204,0,29491204,29491200,1,1920,
gauss_kernel_cpu,1319,0,1,1,128,0,0,0,0,1,1952,
gauss_kernel_cpu_collapse,1805,0,2,1,128,0,0,0,0,1,1952,
gauss_kernel_gpu,852,1,1,16,128,4,0,4,0,1,1952,
gauss_kernel_gpu_collapse,4768,1,2,29768,128,4,0,4,0,1,1952,
gauss_kernel_gpu_mem,21292,1,1,16,128,30482436,0,30482436,30482432,1,1952,
gauss_kernel_gpu_collapse_mem,9884,1,2,29768,128,30482436,0,30482436,30482432,1,1952,
gauss_kernel_cpu,1367,0,1,1,128,0,0,0,0,1,1984,
gauss_kernel_cpu_collapse,1902,0,2,1,128,0,0,0,0,1,1984,
gauss_kernel_gpu,858,1,1,16,128,4,0,4,0,1,1984,
gauss_kernel_gpu_collapse,5091,1,2,30752,128,4,0,4,0,1,1984,
gauss_kernel_gpu_mem,21825,1,1,16,128,31490052,0,31490052,31490048,1,1984,
gauss_kernel_gpu_collapse_mem,10218,1,2,30752,128,31490052,0,31490052,31490048,1,1984,
gauss_kernel_cpu,1464,0,1,1,128,0,0,0,0,1,2016,
gauss_kernel_cpu_collapse,1957,0,2,1,128,0,0,0,0,1,2016,
gauss_kernel_gpu,919,1,1,16,128,4,0,4,0,1,2016,
gauss_kernel_gpu_collapse,5099,1,2,31752,128,4,0,4,0,1,2016,
gauss_kernel_gpu_mem,22528,1,1,16,128,32514052,0,32514052,32514048,1,2016,
gauss_kernel_gpu_collapse_mem,10830,1,2,31752,128,32514052,0,32514052,32514048,1,2016,
gauss_kernel_cpu,1458,0,1,1,128,0,0,0,0,1,2048,
gauss_kernel_cpu_collapse,2003,0,2,1,128,0,0,0,0,1,2048,
gauss_kernel_gpu,834,1,1,16,128,4,0,4,0,1,2048,
gauss_kernel_gpu_collapse,5413,1,2,32768,128,4,0,4,0,1,2048,
gauss_kernel_gpu_mem,23001,1,1,16,128,33554436,0,33554436,33554432,1,2048,
gauss_kernel_gpu_collapse_mem,10850,1,2,32768,128,33554436,0,33554436,33554432,1,2048,
gauss_kernel_cpu,1473,0,1,1,128,0,0,0,0,1,2080,
gauss_kernel_cpu_collapse,2026,0,2,1,128,0,0,0,0,1,2080,
gauss_kernel_gpu,945,1,1,17,128,4,0,4,0,1,2080,
gauss_kernel_gpu_collapse,5407,1,2,33800,128,4,0,4,0,1,2080,
gauss_kernel_gpu_mem,28630,1,1,17,128,34611204,0,34611204,34611200,1,2080,
gauss_kernel_gpu_collapse_mem,11192,1,2,33800,128,34611204,0,34611204,34611200,1,2080,
gauss_kernel_cpu,1529,0,1,1,128,0,0,0,0,1,2112,
gauss_kernel_cpu_collapse,2093,0,2,1,128,0,0,0,0,1,2112,
gauss_kernel_gpu,930,1,1,17,128,4,0,4,0,1,2112,
gauss_kernel_gpu_collapse,5590,1,2,34848,128,4,0,4,0,1,2112,
gauss_kernel_gpu_mem,26597,1,1,17,128,35684356,0,35684356,35684352,1,2112,
gauss_kernel_gpu_collapse_mem,11518,1,2,34848,128,35684356,0,35684356,35684352,1,2112,
gauss_kernel_cpu,1635,0,1,1,128,0,0,0,0,1,2144,
gauss_kernel_cpu_collapse,2157,0,2,1,128,0,0,0,0,1,2144,
gauss_kernel_gpu,960,1,1,17,128,4,0,4,0,1,2144,
gauss_kernel_gpu_collapse,5749,1,2,35912,128,4,0,4,0,1,2144,
gauss_kernel_gpu_mem,27401,1,1,17,128,36773892,0,36773892,36773888,1,2144,
gauss_kernel_gpu_collapse_mem,12085,1,2,35912,128,36773892,0,36773892,36773888,1,2144,
gauss_kernel_cpu,1629,0,1,1,128,0,0,0,0,1,2176,
gauss_kernel_cpu_collapse,2205,0,2,1,128,0,0,0,0,1,2176,
gauss_kernel_gpu,991,1,1,17,128,4,0,4,0,1,2176,
gauss_kernel_gpu_collapse,5948,1,2,36992,128,4,0,4,0,1,2176,
gauss_kernel_gpu_mem,27987,1,1,17,128,37879812,0,37879812,37879808,1,2176,
gauss_kernel_gpu_collapse_mem,12423,1,2,36992,128,37879812,0,37879812,37879808,1,2176,
gauss_kernel_cpu,1668,0,1,1,128,0,0,0,0,1,2208,
gauss_kernel_cpu_collapse,2281,0,2,1,128,0,0,0,0,1,2208,
gauss_kernel_gpu,977,1,1,18,128,4,0,4,0,1,2208,
gauss_kernel_gpu_collapse,6096,1,2,38088,128,4,0,4,0,1,2208,
gauss_kernel_gpu_mem,28513,1,1,18,128,39002116,0,39002116,39002112,1,2208,
gauss_kernel_gpu_collapse_mem,12606,1,2,38088,128,39002116,0,39002116,39002112,1,2208,
gauss_kernel_cpu,1685,0,1,1,128,0,0,0,0,1,2240,
gauss_kernel_cpu_collapse,2370,0,2,1,128,0,0,0,0,1,2240,
gauss_kernel_gpu,1041,1,1,18,128,4,0,4,0,1,2240,
gauss_kernel_gpu_collapse,6241,1,2,39200,128,4,0,4,0,1,2240,
gauss_kernel_gpu_mem,7744,1,1,18,128,40140804,0,40140804,40140800,1,2240,
gauss_kernel_gpu_collapse_mem,12948,1,2,39200,128,40140804,0,40140804,40140800,1,2240,
gauss_kernel_cpu,1765,0,1,1,128,0,0,0,0,1,2272,
gauss_kernel_cpu_collapse,2368,0,2,1,128,0,0,0,0,1,2272,
gauss_kernel_gpu,1028,1,1,18,128,4,0,4,0,1,2272,
gauss_kernel_gpu_collapse,6654,1,2,40328,128,4,0,4,0,1,2272,
gauss_kernel_gpu_mem,35230,1,1,18,128,41295876,0,41295876,41295872,1,2272,
gauss_kernel_gpu_collapse_mem,13459,1,2,40328,128,41295876,0,41295876,41295872,1,2272,
gauss_kernel_cpu,1789,0,1,1,128,0,0,0,0,1,2304,
gauss_kernel_cpu_collapse,2446,0,2,1,128,0,0,0,0,1,2304,
gauss_kernel_gpu,1037,1,1,18,128,4,0,4,0,1,2304,
gauss_kernel_gpu_collapse,6655,1,2,41472,128,4,0,4,0,1,2304,
gauss_kernel_gpu_mem,36752,1,1,18,128,42467332,0,42467332,42467328,1,2304,
gauss_kernel_gpu_collapse_mem,13738,1,2,41472,128,42467332,0,42467332,42467328,1,2304,
gauss_kernel_cpu,1835,0,1,1,128,0,0,0,0,1,2336,
gauss_kernel_cpu_collapse,2482,0,2,1,128,0,0,0,0,1,2336,
gauss_kernel_gpu,1044,1,1,19,128,4,0,4,0,1,2336,
gauss_kernel_gpu_collapse,7010,1,2,42632,128,4,0,4,0,1,2336,
gauss_kernel_gpu_mem,36928,1,1,19,128,43655172,0,43655172,43655168,1,2336,
gauss_kernel_gpu_collapse_mem,14216,1,2,42632,128,43655172,0,43655172,43655168,1,2336,
gauss_kernel_cpu,1838,0,1,1,128,0,0,0,0,1,2368,
gauss_kernel_cpu_collapse,2559,0,2,1,128,0,0,0,0,1,2368,
gauss_kernel_gpu,1038,1,1,19,128,4,0,4,0,1,2368,
gauss_kernel_gpu_collapse,7009,1,2,43808,128,4,0,4,0,1,2368,
gauss_kernel_gpu_mem,37763,1,1,19,128,44859396,0,44859396,44859392,1,2368,
gauss_kernel_gpu_collapse_mem,14568,1,2,43808,128,44859396,0,44859396,44859392,1,2368,
gauss_kernel_cpu,1897,0,1,1,128,0,0,0,0,1,2400,
gauss_kernel_cpu_collapse,2640,0,2,1,128,0,0,0,0,1,2400,
gauss_kernel_gpu,1109,1,1,19,128,4,0,4,0,1,2400,
gauss_kernel_gpu_collapse,7156,1,2,45000,128,4,0,4,0,1,2400,
gauss_kernel_gpu_mem,38953,1,1,19,128,46080004,0,46080004,46080000,1,2400,
gauss_kernel_gpu_collapse_mem,15050,1,2,45000,128,46080004,0,46080004,46080000,1,2400,
gauss_kernel_cpu,1968,0,1,1,128,0,0,0,0,1,2432,
gauss_kernel_cpu_collapse,2743,0,2,1,128,0,0,0,0,1,2432,
gauss_kernel_gpu,1068,1,1,19,128,4,0,4,0,1,2432,
gauss_kernel_gpu_collapse,7355,1,2,46208,128,4,0,4,0,1,2432,
gauss_kernel_gpu_mem,8834,1,1,19,128,47316996,0,47316996,47316992,1,2432,
gauss_kernel_gpu_collapse_mem,15154,1,2,46208,128,47316996,0,47316996,47316992,1,2432,
gauss_kernel_cpu,2015,0,1,1,128,0,0,0,0,1,2464,
gauss_kernel_cpu_collapse,2795,0,2,1,128,0,0,0,0,1,2464,
gauss_kernel_gpu,1117,1,1,20,128,4,0,4,0,1,2464,
gauss_kernel_gpu_collapse,7854,1,2,47432,128,4,0,4,0,1,2464,
gauss_kernel_gpu_mem,9237,1,1,20,128,48570372,0,48570372,48570368,1,2464,
gauss_kernel_gpu_collapse_mem,15833,1,2,47432,128,48570372,0,48570372,48570368,1,2464,
gauss_kernel_cpu,2091,0,1,1,128,0,0,0,0,1,2496,
gauss_kernel_cpu_collapse,2877,0,2,1,128,0,0,0,0,1,2496,
gauss_kernel_gpu,1127,1,1,20,128,4,0,4,0,1,2496,
gauss_kernel_gpu_collapse,8012,1,2,48672,128,4,0,4,0,1,2496,
gauss_kernel_gpu_mem,9622,1,1,20,128,49840132,0,49840132,49840128,1,2496,
gauss_kernel_gpu_collapse_mem,16373,1,2,48672,128,49840132,0,49840132,49840128,1,2496,
gauss_kernel_cpu,2095,0,1,1,128,0,0,0,0,1,2528,
gauss_kernel_cpu_collapse,2890,0,2,1,128,0,0,0,0,1,2528,
gauss_kernel_gpu,1110,1,1,20,128,4,0,4,0,1,2528,
gauss_kernel_gpu_collapse,7955,1,2,49928,128,4,0,4,0,1,2528,
gauss_kernel_gpu_mem,9580,1,1,20,128,51126276,0,51126276,51126272,1,2528,
gauss_kernel_gpu_collapse_mem,16414,1,2,49928,128,51126276,0,51126276,51126272,1,2528,
gauss_kernel_cpu,2138,0,1,1,128,0,0,0,0,1,2560,
gauss_kernel_cpu_collapse,2917,0,2,1,128,0,0,0,0,1,2560,
gauss_kernel_gpu,1193,1,1,20,128,4,0,4,0,1,2560,
gauss_kernel_gpu_collapse,8139,1,2,51200,128,4,0,4,0,1,2560,
gauss_kernel_gpu_mem,10217,1,1,20,128,52428804,0,52428804,52428800,1,2560,
gauss_kernel_gpu_collapse_mem,16891,1,2,51200,128,52428804,0,52428804,52428800,1,2560,
gauss_kernel_cpu,2137,0,1,1,128,0,0,0,0,1,2592,
gauss_kernel_cpu_collapse,3070,0,2,1,128,0,0,0,0,1,2592,
gauss_kernel_gpu,1157,1,1,21,128,4,0,4,0,1,2592,
gauss_kernel_gpu_collapse,8382,1,2,52488,128,4,0,4,0,1,2592,
gauss_kernel_gpu_mem,10349,1,1,21,128,53747716,0,53747716,53747712,1,2592,
gauss_kernel_gpu_collapse_mem,17317,1,2,52488,128,53747716,0,53747716,53747712,1,2592,
gauss_kernel_cpu,2280,0,1,1,128,0,0,0,0,1,2624,
gauss_kernel_cpu_collapse,3145,0,2,1,128,0,0,0,0,1,2624,
gauss_kernel_gpu,1163,1,1,21,128,4,0,4,0,1,2624,
gauss_kernel_gpu_collapse,8584,1,2,53792,128,4,0,4,0,1,2624,
gauss_kernel_gpu_mem,10746,1,1,21,128,55083012,0,55083012,55083008,1,2624,
gauss_kernel_gpu_collapse_mem,18008,1,2,53792,128,55083012,0,55083012,55083008,1,2624,
gauss_kernel_cpu,2287,0,1,1,128,0,0,0,0,1,2656,
gauss_kernel_cpu_collapse,3175,0,2,1,128,0,0,0,0,1,2656,
gauss_kernel_gpu,1194,1,1,21,128,4,0,4,0,1,2656,
gauss_kernel_gpu_collapse,8829,1,2,55112,128,4,0,4,0,1,2656,
gauss_kernel_gpu_mem,10607,1,1,21,128,56434692,0,56434692,56434688,1,2656,
gauss_kernel_gpu_collapse_mem,18258,1,2,55112,128,56434692,0,56434692,56434688,1,2656,
gauss_kernel_cpu,2328,0,1,1,128,0,0,0,0,1,2688,
gauss_kernel_cpu_collapse,3263,0,2,1,128,0,0,0,0,1,2688,
gauss_kernel_gpu,1231,1,1,21,128,4,0,4,0,1,2688,
gauss_kernel_gpu_collapse,9020,1,2,56448,128,4,0,4,0,1,2688,
gauss_kernel_gpu_mem,11251,1,1,21,128,57802756,0,57802756,57802752,1,2688,
gauss_kernel_gpu_collapse_mem,18898,1,2,56448,128,57802756,0,57802756,57802752,1,2688,
gauss_kernel_cpu,2349,0,1,1,128,0,0,0,0,1,2720,
gauss_kernel_cpu_collapse,3284,0,2,1,128,0,0,0,0,1,2720,
gauss_kernel_gpu,1251,1,1,22,128,4,0,4,0,1,2720,
gauss_kernel_gpu_collapse,9197,1,2,57800,128,4,0,4,0,1,2720,
gauss_kernel_gpu_mem,11399,1,1,22,128,59187204,0,59187204,59187200,1,2720,
gauss_kernel_gpu_collapse_mem,19179,1,2,57800,128,59187204,0,59187204,59187200,1,2720,
gauss_kernel_cpu,2394,0,1,1,128,0,0,0,0,1,2752,
gauss_kernel_cpu_collapse,3419,0,2,1,128,0,0,0,0,1,2752,
gauss_kernel_gpu,1217,1,1,22,128,4,0,4,0,1,2752,
gauss_kernel_gpu_collapse,9412,1,2,59168,128,4,0,4,0,1,2752,
gauss_kernel_gpu_mem,11977,1,1,22,128,60588036,0,60588036,60588032,1,2752,
gauss_kernel_gpu_collapse_mem,19918,1,2,59168,128,60588036,0,60588036,60588032,1,2752,
gauss_kernel_cpu,2405,0,1,1,128,0,0,0,0,1,2784,
gauss_kernel_cpu_collapse,3504,0,2,1,128,0,0,0,0,1,2784,
gauss_kernel_gpu,1241,1,1,22,128,4,0,4,0,1,2784,
gauss_kernel_gpu_collapse,9623,1,2,60552,128,4,0,4,0,1,2784,
gauss_kernel_gpu_mem,11855,1,1,22,128,62005252,0,62005252,62005248,1,2784,
gauss_kernel_gpu_collapse_mem,20200,1,2,60552,128,62005252,0,62005252,62005248,1,2784,
gauss_kernel_cpu,2531,0,1,1,128,0,0,0,0,1,2816,
gauss_kernel_cpu_collapse,3609,0,2,1,128,0,0,0,0,1,2816,
gauss_kernel_gpu,1231,1,1,22,128,4,0,4,0,1,2816,
gauss_kernel_gpu_collapse,9894,1,2,61952,128,4,0,4,0,1,2816,
gauss_kernel_gpu_mem,12541,1,1,22,128,63438852,0,63438852,63438848,1,2816,
gauss_kernel_gpu_collapse_mem,20814,1,2,61952,128,63438852,0,63438852,63438848,1,2816,
gauss_kernel_cpu,2583,0,1,1,128,0,0,0,0,1,2848,
gauss_kernel_cpu_collapse,3646,0,2,1,128,0,0,0,0,1,2848,
gauss_kernel_gpu,1285,1,1,23,128,4,0,4,0,1,2848,
gauss_kernel_gpu_collapse,10079,1,2,63368,128,4,0,4,0,1,2848,
gauss_kernel_gpu_mem,12490,1,1,23,128,64888836,0,64888836,64888832,1,2848,
gauss_kernel_gpu_collapse_mem,21127,1,2,63368,128,64888836,0,64888836,64888832,1,2848,
gauss_kernel_cpu,2675,0,1,1,128,0,0,0,0,1,2880,
gauss_kernel_cpu_collapse,3696,0,2,1,128,0,0,0,0,1,2880,
gauss_kernel_gpu,1333,1,1,23,128,4,0,4,0,1,2880,
gauss_kernel_gpu_collapse,10339,1,2,64800,128,4,0,4,0,1,2880,
gauss_kernel_gpu_mem,13181,1,1,23,128,66355204,0,66355204,66355200,1,2880,
gauss_kernel_gpu_collapse_mem,21903,1,2,64800,128,66355204,0,66355204,66355200,1,2880,
gauss_kernel_cpu,2669,0,1,1,128,0,0,0,0,1,2912,
gauss_kernel_cpu_collapse,3742,0,2,1,128,0,0,0,0,1,2912,
gauss_kernel_gpu,1285,1,1,23,128,4,0,4,0,1,2912,
gauss_kernel_gpu_collapse,10567,1,2,66248,128,4,0,4,0,1,2912,
gauss_kernel_gpu_mem,13172,1,1,23,128,67837956,0,67837956,67837952,1,2912,
gauss_kernel_gpu_collapse_mem,22253,1,2,66248,128,67837956,0,67837956,67837952,1,2912,
gauss_kernel_cpu,2736,0,1,1,128,0,0,0,0,1,2944,
gauss_kernel_cpu_collapse,3893,0,2,1,128,0,0,0,0,1,2944,
gauss_kernel_gpu,1297,1,1,23,128,4,0,4,0,1,2944,
gauss_kernel_gpu_collapse,10816,1,2,67712,128,4,0,4,0,1,2944,
gauss_kernel_gpu_mem,13834,1,1,23,128,69337092,0,69337092,69337088,1,2944,
gauss_kernel_gpu_collapse_mem,23131,1,2,67712,128,69337092,0,69337092,69337088,1,2944,
gauss_kernel_cpu,2811,0,1,1,128,0,0,0,0,1,2976,
gauss_kernel_cpu_collapse,3946,0,2,1,128,0,0,0,0,1,2976,
gauss_kernel_gpu,1361,1,1,24,128,4,0,4,0,1,2976,
gauss_kernel_gpu_collapse,11049,1,2,69192,128,4,0,4,0,1,2976,
gauss_kernel_gpu_mem,13946,1,1,24,128,70852612,0,70852612,70852608,1,2976,
gauss_kernel_gpu_collapse_mem,23359,1,2,69192,128,70852612,0,70852612,70852608,1,2976,
gauss_kernel_cpu,2901,0,1,1,128,0,0,0,0,1,3008,
gauss_kernel_cpu_collapse,4112,0,2,1,128,0,0,0,0,1,3008,
gauss_kernel_gpu,1338,1,1,24,128,4,0,4,0,1,3008,
gauss_kernel_gpu_collapse,11272,1,2,70688,128,4,0,4,0,1,3008,
gauss_kernel_gpu_mem,14287,1,1,24,128,72384516,0,72384516,72384512,1,3008,
gauss_kernel_gpu_collapse_mem,23949,1,2,70688,128,72384516,0,72384516,72384512,1,3008,
gauss_kernel_cpu,2899,0,1,1,128,0,0,0,0,1,3040,
gauss_kernel_cpu_collapse,4083,0,2,1,128,0,0,0,0,1,3040,
gauss_kernel_gpu,1400,1,1,24,128,4,0,4,0,1,3040,
gauss_kernel_gpu_collapse,11966,1,2,72200,128,4,0,4,0,1,3040,
gauss_kernel_gpu_mem,14926,1,1,24,128,73932804,0,73932804,73932800,1,3040,
gauss_kernel_gpu_collapse_mem,24948,1,2,72200,128,73932804,0,73932804,73932800,1,3040,
gauss_kernel_cpu,2970,0,1,1,128,0,0,0,0,1,3072,
gauss_kernel_cpu_collapse,3844,0,2,1,128,0,0,0,0,1,3072,
gauss_kernel_gpu,1412,1,1,24,128,4,0,4,0,1,3072,
gauss_kernel_gpu_collapse,11771,1,2,73728,128,4,0,4,0,1,3072,
gauss_kernel_gpu_mem,14669,1,1,24,128,75497476,0,75497476,75497472,1,3072,
gauss_kernel_gpu_collapse_mem,25074,1,2,73728,128,75497476,0,75497476,75497472,1,3072,
gauss_kernel_cpu,3019,0,1,1,128,0,0,0,0,1,3104,
gauss_kernel_cpu_collapse,4275,0,2,1,128,0,0,0,0,1,3104,
gauss_kernel_gpu,1398,1,1,25,128,4,0,4,0,1,3104,
gauss_kernel_gpu_collapse,11966,1,2,75272,128,4,0,4,0,1,3104,
gauss_kernel_gpu_mem,15332,1,1,25,128,77078532,0,77078532,77078528,1,3104,
gauss_kernel_gpu_collapse_mem,25703,1,2,75272,128,77078532,0,77078532,77078528,1,3104,
gauss_kernel_cpu,3186,0,1,1,128,0,0,0,0,1,3136,
gauss_kernel_cpu_collapse,4376,0,2,1,128,0,0,0,0,1,3136,
gauss_kernel_gpu,1401,1,1,25,128,4,0,4,0,1,3136,
gauss_kernel_gpu_collapse,12298,1,2,76832,128,4,0,4,0,1,3136,
gauss_kernel_gpu_mem,15518,1,1,25,128,78675972,0,78675972,78675968,1,3136,
gauss_kernel_gpu_collapse_mem,26316,1,2,76832,128,78675972,0,78675972,78675968,1,3136,
gauss_kernel_cpu,3152,0,1,1,128,0,0,0,0,1,3168,
gauss_kernel_cpu_collapse,4024,0,2,1,128,0,0,0,0,1,3168,
gauss_kernel_gpu,1420,1,1,25,128,4,0,4,0,1,3168,
gauss_kernel_gpu_collapse,12467,1,2,78408,128,4,0,4,0,1,3168,
gauss_kernel_gpu_mem,15699,1,1,25,128,80289796,0,80289796,80289792,1,3168,
gauss_kernel_gpu_collapse_mem,26743,1,2,78408,128,80289796,0,80289796,80289792,1,3168,
gauss_kernel_cpu,3242,0,1,1,128,0,0,0,0,1,3200,
gauss_kernel_cpu_collapse,4584,0,2,1,128,0,0,0,0,1,3200,
gauss_kernel_gpu,1500,1,1,25,128,4,0,4,0,1,3200,
gauss_kernel_gpu_collapse,12813,1,2,80000,128,4,0,4,0,1,3200,
gauss_kernel_gpu_mem,16590,1,1,25,128,81920004,0,81920004,81920000,1,3200,
gauss_kernel_gpu_collapse_mem,27674,1,2,80000,128,81920004,0,81920004,81920000,1,3200,
gauss_kernel_cpu,3268,0,1,1,128,0,0,0,0,1,3232,
gauss_kernel_cpu_collapse,4311,0,2,1,128,0,0,0,0,1,3232,
gauss_kernel_gpu,1456,1,1,26,128,4,0,4,0,1,3232,
gauss_kernel_gpu_collapse,13491,1,2,81608,128,4,0,4,0,1,3232,
gauss_kernel_gpu_mem,16712,1,1,26,128,83566596,0,83566596,83566592,1,3232,
gauss_kernel_gpu_collapse_mem,28657,1,2,81608,128,83566596,0,83566596,83566592,1,3232,
gauss_kernel_cpu,3435,0,1,1,128,0,0,0,0,1,3264,
gauss_kernel_cpu_collapse,4611,0,2,1,128,0,0,0,0,1,3264,
gauss_kernel_gpu,1498,1,1,26,128,4,0,4,0,1,3264,
gauss_kernel_gpu_collapse,13815,1,2,83232,128,4,0,4,0,1,3264,
gauss_kernel_gpu_mem,17293,1,1,26,128,85229572,0,85229572,85229568,1,3264,
gauss_kernel_gpu_collapse_mem,28542,1,2,83232,128,85229572,0,85229572,85229568,1,3264,
gauss_kernel_cpu,3467,0,1,1,128,0,0,0,0,1,3296,
gauss_kernel_cpu_collapse,4778,0,2,1,128,0,0,0,0,1,3296,
gauss_kernel_gpu,1484,1,1,26,128,4,0,4,0,1,3296,
gauss_kernel_gpu_collapse,13545,1,2,84872,128,4,0,4,0,1,3296,
gauss_kernel_gpu_mem,17698,1,1,26,128,86908932,0,86908932,86908928,1,3296,
gauss_kernel_gpu_collapse_mem,29547,1,2,84872,128,86908932,0,86908932,86908928,1,3296,
gauss_kernel_cpu,3541,0,1,1,128,0,0,0,0,1,3328,
gauss_kernel_cpu_collapse,4974,0,2,1,128,0,0,0,0,1,3328,
gauss_kernel_gpu,1496,1,1,26,128,4,0,4,0,1,3328,
gauss_kernel_gpu_collapse,13796,1,2,86528,128,4,0,4,0,1,3328,
gauss_kernel_gpu_mem,17800,1,1,26,128,88604676,0,88604676,88604672,1,3328,
gauss_kernel_gpu_collapse_mem,29867,1,2,86528,128,88604676,0,88604676,88604672,1,3328,
gauss_kernel_cpu,3585,0,1,1,128,0,0,0,0,1,3360,
gauss_kernel_cpu_collapse,5009,0,2,1,128,0,0,0,0,1,3360,
gauss_kernel_gpu,1565,1,1,27,128,4,0,4,0,1,3360,
gauss_kernel_gpu_collapse,14076,1,2,88200,128,4,0,4,0,1,3360,
gauss_kernel_gpu_mem,18885,1,1,27,128,90316804,0,90316804,90316800,1,3360,
gauss_kernel_gpu_collapse_mem,30935,1,2,88200,128,90316804,0,90316804,90316800,1,3360,
gauss_kernel_cpu,3555,0,1,1,128,0,0,0,0,1,3392,
gauss_kernel_cpu_collapse,4531,0,2,1,128,0,0,0,0,1,3392,
gauss_kernel_gpu,1534,1,1,27,128,4,0,4,0,1,3392,
gauss_kernel_gpu_collapse,14284,1,2,89888,128,4,0,4,0,1,3392,
gauss_kernel_gpu_mem,18800,1,1,27,128,92045316,0,92045316,92045312,1,3392,
gauss_kernel_gpu_collapse_mem,31330,1,2,89888,128,92045316,0,92045316,92045312,1,3392,
gauss_kernel_cpu,3756,0,1,1,128,0,0,0,0,1,3424,
gauss_kernel_cpu_collapse,5237,0,2,1,128,0,0,0,0,1,3424,
gauss_kernel_gpu,1517,1,1,27,128,4,0,4,0,1,3424,
gauss_kernel_gpu_collapse,14624,1,2,91592,128,4,0,4,0,1,3424,
gauss_kernel_gpu_mem,18812,1,1,27,128,93790212,0,93790212,93790208,1,3424,
gauss_kernel_gpu_collapse_mem,31721,1,2,91592,128,93790212,0,93790212,93790208,1,3424,
gauss_kernel_cpu,3645,0,1,1,128,0,0,0,0,1,3456,
gauss_kernel_cpu_collapse,4831,0,2,1,128,0,0,0,0,1,3456,
gauss_kernel_gpu,1581,1,1,27,128,4,0,4,0,1,3456,
gauss_kernel_gpu_collapse,14892,1,2,93312,128,4,0,4,0,1,3456,
gauss_kernel_gpu_mem,19570,1,1,27,128,95551492,0,95551492,95551488,1,3456,
gauss_kernel_gpu_collapse_mem,32776,1,2,93312,128,95551492,0,95551492,95551488,1,3456,
gauss_kernel_cpu,3782,0,1,1,128,0,0,0,0,1,3488,
gauss_kernel_cpu_collapse,4935,0,2,1,128,0,0,0,0,1,3488,
gauss_kernel_gpu,1560,1,1,28,128,4,0,4,0,1,3488,
gauss_kernel_gpu_collapse,15150,1,2,95048,128,4,0,4,0,1,3488,
gauss_kernel_gpu_mem,19979,1,1,28,128,97329156,0,97329156,97329152,1,3488,
gauss_kernel_gpu_collapse_mem,33772,1,2,95048,128,97329156,0,97329156,97329152,1,3488,
gauss_kernel_cpu,3834,0,1,1,128,0,0,0,0,1,3520,
gauss_kernel_cpu_collapse,5070,0,2,1,128,0,0,0,0,1,3520,
gauss_kernel_gpu,1656,1,1,28,128,4,0,4,0,1,3520,
gauss_kernel_gpu_collapse,15461,1,2,96800,128,4,0,4,0,1,3520,
gauss_kernel_gpu_mem,20039,1,1,28,128,99123204,0,99123204,99123200,1,3520,
gauss_kernel_gpu_collapse_mem,33653,1,2,96800,128,99123204,0,99123204,99123200,1,3520,
gauss_kernel_cpu,3947,0,1,1,128,0,0,0,0,1,3552,
gauss_kernel_cpu_collapse,5112,0,2,1,128,0,0,0,0,1,3552,
gauss_kernel_gpu,1644,1,1,28,128,4,0,4,0,1,3552,
gauss_kernel_gpu_collapse,15669,1,2,98568,128,4,0,4,0,1,3552,
gauss_kernel_gpu_mem,20703,1,1,28,128,100933636,0,100933636,100933632,1,3552,
gauss_kernel_gpu_collapse_mem,35092,1,2,98568,128,100933636,0,100933636,100933632,1,3552,
gauss_kernel_cpu,3915,0,1,1,128,0,0,0,0,1,3584,
gauss_kernel_cpu_collapse,5182,0,2,1,128,0,0,0,0,1,3584,
