kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,
laplace_kernel1_gpu_mem,7126,1,1,5,128,25067520,25067520,25067520,50135040,2,576,5440,
laplace_kernel2_gpu_mem,8191,1,1,5,128,25067520,0,25067520,50135040,2,576,5440,
laplace_kernel1_gpu_collapse_mem,7928,1,2,24480,128,25067520,25067520,25067520,50135040,2,576,5440,
laplace_kernel2_gpu_collapse_mem,6783,1,2,24480,128,25067520,0,25067520,50135040,2,576,5440,
laplace_kernel1_cpu,621,0,1,1,128,0,0,0,0,2,576,5696,
laplace_kernel2_cpu,147,0,1,1,128,0,0,0,0,2,576,5696,
laplace_kernel1_cpu_collapse,914,0,2,1,128,0,0,0,0,2,576,5696,
laplace_kernel2_cpu_collapse,334,0,2,1,128,0,0,0,0,2,576,5696,
laplace_kernel1_gpu,3297,1,1,5,128,0,0,0,0,2,576,5696,
laplace_kernel2_gpu,1772,1,1,5,128,0,0,0,0,2,576,5696,
laplace_kernel1_gpu_collapse,4135,1,2,25632,128,0,0,0,0,2,576,5696,
laplace_kernel2_gpu_collapse,150,1,2,25632,128,0,0,0,0,2,576,5696,
laplace_kernel1_gpu_mem,7375,1,1,5,128,26247168,26247168,26247168,52494336,2,576,5696,
laplace_kernel2_gpu_mem,8598,1,1,5,128,26247168,0,26247168,52494336,2,576,5696,
laplace_kernel1_gpu_collapse_mem,8319,1,2,25632,128,26247168,26247168,26247168,52494336,2,576,5696,
laplace_kernel2_gpu_collapse_mem,6979,1,2,25632,128,26247168,0,26247168,52494336,2,576,5696,
laplace_kernel1_cpu,649,0,1,1,128,0,0,0,0,2,576,5952,
laplace_kernel2_cpu,151,0,1,1,128,0,0,0,0,2,576,5952,
laplace_kernel1_cpu_collapse,875,0,2,1,128,0,0,0,0,2,576,5952,
laplace_kernel2_cpu_collapse,374,0,2,1,128,0,0,0,0,2,576,5952,
laplace_kernel1_gpu,3505,1,1,5,128,0,0,0,0,2,576,5952,
laplace_kernel2_gpu,1878,1,1,5,128,0,0,0,0,2,576,5952,
laplace_kernel1_gpu_collapse,4313,1,2,26784,128,0,0,0,0,2,576,5952,
laplace_kernel2_gpu_collapse,170,1,2,26784,128,0,0,0,0,2,576,5952,
laplace_kernel1_gpu_mem,7795,1,1,5,128,27426816,27426816,27426816,54853632,2,576,5952,
laplace_kernel2_gpu_mem,9098,1,1,5,128,27426816,0,27426816,54853632,2,576,5952,
laplace_kernel1_gpu_collapse_mem,8643,1,2,26784,128,27426816,27426816,27426816,54853632,2,576,5952,
laplace_kernel2_gpu_collapse_mem,7516,1,2,26784,128,27426816,0,27426816,54853632,2,576,5952,
laplace_kernel1_cpu,651,0,1,1,128,0,0,0,0,2,576,6208,
laplace_kernel2_cpu,141,0,1,1,128,0,0,0,0,2,576,6208,
laplace_kernel1_cpu_collapse,1179,0,2,1,128,0,0,0,0,2,576,6208,
laplace_kernel2_cpu_collapse,356,0,2,1,128,0,0,0,0,2,576,6208,
laplace_kernel1_gpu,3591,1,1,5,128,0,0,0,0,2,576,6208,
laplace_kernel2_gpu,1901,1,1,5,128,0,0,0,0,2,576,6208,
laplace_kernel1_gpu_collapse,4514,1,2,27936,128,0,0,0,0,2,576,6208,
laplace_kernel2_gpu_collapse,159,1,2,27936,128,0,0,0,0,2,576,6208,
laplace_kernel1_gpu_mem,7899,1,1,5,128,28606464,28606464,28606464,57212928,2,576,6208,
laplace_kernel2_gpu_mem,9283,1,1,5,128,28606464,0,28606464,57212928,2,576,6208,
laplace_kernel1_gpu_collapse_mem,8940,1,2,27936,128,28606464,28606464,28606464,57212928,2,576,6208,
laplace_kernel2_gpu_collapse_mem,7744,1,2,27936,128,28606464,0,28606464,57212928,2,576,6208,
laplace_kernel1_cpu,34559,0,1,1,128,0,0,0,0,2,576,6464,
laplace_kernel2_cpu,156,0,1,1,128,0,0,0,0,2,576,6464,
laplace_kernel1_cpu_collapse,938,0,2,1,128,0,0,0,0,2,576,6464,
laplace_kernel2_cpu_collapse,404,0,2,1,128,0,0,0,0,2,576,6464,
laplace_kernel1_gpu,3731,1,1,5,128,0,0,0,0,2,576,6464,
laplace_kernel2_gpu,1967,1,1,5,128,0,0,0,0,2,576,6464,
laplace_kernel1_gpu_collapse,4733,1,2,29088,128,0,0,0,0,2,576,6464,
laplace_kernel2_gpu_collapse,177,1,2,29088,128,0,0,0,0,2,576,6464,
laplace_kernel1_gpu_mem,8267,1,1,5,128,29786112,29786112,29786112,59572224,2,576,6464,
laplace_kernel2_gpu_mem,9799,1,1,5,128,29786112,0,29786112,59572224,2,576,6464,
laplace_kernel1_gpu_collapse_mem,9435,1,2,29088,128,29786112,29786112,29786112,59572224,2,576,6464,
laplace_kernel2_gpu_collapse_mem,8113,1,2,29088,128,29786112,0,29786112,59572224,2,576,6464,
laplace_kernel1_cpu,692,0,1,1,128,0,0,0,0,2,576,6720,
laplace_kernel2_cpu,148,0,1,1,128,0,0,0,0,2,576,6720,
laplace_kernel1_cpu_collapse,1109,0,2,1,128,0,0,0,0,2,576,6720,
laplace_kernel2_cpu_collapse,404,0,2,1,128,0,0,0,0,2,576,6720,
laplace_kernel1_gpu,3972,1,1,5,128,0,0,0,0,2,576,6720,
laplace_kernel2_gpu,2059,1,1,5,128,0,0,0,0,2,576,6720,
laplace_kernel1_gpu_collapse,5039,1,2,30240,128,0,0,0,0,2,576,6720,
laplace_kernel2_gpu_collapse,163,1,2,30240,128,0,0,0,0,2,576,6720,
laplace_kernel1_gpu_mem,8514,1,1,5,128,30965760,30965760,30965760,61931520,2,576,6720,
laplace_kernel2_gpu_mem,10044,1,1,5,128,30965760,0,30965760,61931520,2,576,6720,
laplace_kernel1_gpu_collapse_mem,9440,1,2,30240,128,30965760,30965760,30965760,61931520,2,576,6720,
laplace_kernel2_gpu_collapse_mem,8170,1,2,30240,128,30965760,0,30965760,61931520,2,576,6720,
laplace_kernel1_cpu,706,0,1,1,128,0,0,0,0,2,576,6976,
laplace_kernel2_cpu,156,0,1,1,128,0,0,0,0,2,576,6976,
laplace_kernel1_cpu_collapse,1134,0,2,1,128,0,0,0,0,2,576,6976,
laplace_kernel2_cpu_collapse,387,0,2,1,128,0,0,0,0,2,576,6976,
laplace_kernel1_gpu,3983,1,1,5,128,0,0,0,0,2,576,6976,
laplace_kernel2_gpu,2082,1,1,5,128,0,0,0,0,2,576,6976,
laplace_kernel1_gpu_collapse,5058,1,2,31392,128,0,0,0,0,2,576,6976,
laplace_kernel2_gpu_collapse,168,1,2,31392,128,0,0,0,0,2,576,6976,
laplace_kernel1_gpu_mem,8698,1,1,5,128,32145408,32145408,32145408,64290816,2,576,6976,
laplace_kernel2_gpu_mem,10402,1,1,5,128,32145408,0,32145408,64290816,2,576,6976,
laplace_kernel1_gpu_collapse_mem,9792,1,2,31392,128,32145408,32145408,32145408,64290816,2,576,6976,
laplace_kernel2_gpu_collapse_mem,8355,1,2,31392,128,32145408,0,32145408,64290816,2,576,6976,
laplace_kernel1_cpu,736,0,1,1,128,0,0,0,0,2,576,7232,
laplace_kernel2_cpu,176,0,1,1,128,0,0,0,0,2,576,7232,
laplace_kernel1_cpu_collapse,1089,0,2,1,128,0,0,0,0,2,576,7232,
laplace_kernel2_cpu_collapse,427,0,2,1,128,0,0,0,0,2,576,7232,
laplace_kernel1_gpu,4192,1,1,5,128,0,0,0,0,2,576,7232,
laplace_kernel2_gpu,2289,1,1,5,128,0,0,0,0,2,576,7232,
laplace_kernel1_gpu_collapse,5230,1,2,32544,128,0,0,0,0,2,576,7232,
laplace_kernel2_gpu_collapse,186,1,2,32544,128,0,0,0,0,2,576,7232,
laplace_kernel1_gpu_mem,9432,1,1,5,128,33325056,33325056,33325056,66650112,2,576,7232,
laplace_kernel2_gpu_mem,11351,1,1,5,128,33325056,0,33325056,66650112,2,576,7232,
laplace_kernel1_gpu_collapse_mem,10118,1,2,32544,128,33325056,33325056,33325056,66650112,2,576,7232,
laplace_kernel2_gpu_collapse_mem,8838,1,2,32544,128,33325056,0,33325056,66650112,2,576,7232,
laplace_kernel1_cpu,755,0,1,1,128,0,0,0,0,2,576,7488,
laplace_kernel2_cpu,152,0,1,1,128,0,0,0,0,2,576,7488,
laplace_kernel1_cpu_collapse,1185,0,2,1,128,0,0,0,0,2,576,7488,
laplace_kernel2_cpu_collapse,458,0,2,1,128,0,0,0,0,2,576,7488,
laplace_kernel1_gpu,4258,1,1,5,128,0,0,0,0,2,576,7488,
laplace_kernel2_gpu,2140,1,1,5,128,0,0,0,0,2,576,7488,
laplace_kernel1_gpu_collapse,5414,1,2,33696,128,0,0,0,0,2,576,7488,
laplace_kernel2_gpu_collapse,174,1,2,33696,128,0,0,0,0,2,576,7488,
laplace_kernel1_gpu_mem,9218,1,1,5,128,34504704,34504704,34504704,69009408,2,576,7488,
laplace_kernel2_gpu_mem,11088,1,1,5,128,34504704,0,34504704,69009408,2,576,7488,
laplace_kernel1_gpu_collapse_mem,10405,1,2,33696,128,34504704,34504704,34504704,69009408,2,576,7488,
laplace_kernel2_gpu_collapse_mem,9129,1,2,33696,128,34504704,0,34504704,69009408,2,576,7488,
laplace_kernel1_cpu,764,0,1,1,128,0,0,0,0,2,576,7744,
laplace_kernel2_cpu,149,0,1,1,128,0,0,0,0,2,576,7744,
laplace_kernel1_cpu_collapse,1239,0,2,1,128,0,0,0,0,2,576,7744,
laplace_kernel2_cpu_collapse,456,0,2,1,128,0,0,0,0,2,576,7744,
laplace_kernel1_gpu,4476,1,1,5,128,0,0,0,0,2,576,7744,
laplace_kernel2_gpu,2448,1,1,5,128,0,0,0,0,2,576,7744,
laplace_kernel1_gpu_collapse,5601,1,2,34848,128,0,0,0,0,2,576,7744,
laplace_kernel2_gpu_collapse,176,1,2,34848,128,0,0,0,0,2,576,7744,
laplace_kernel1_gpu_mem,9608,1,1,5,128,35684352,35684352,35684352,71368704,2,576,7744,
laplace_kernel2_gpu_mem,11757,1,1,5,128,35684352,0,35684352,71368704,2,576,7744,
laplace_kernel1_gpu_collapse_mem,10830,1,2,34848,128,35684352,35684352,35684352,71368704,2,576,7744,
laplace_kernel2_gpu_collapse_mem,9451,1,2,34848,128,35684352,0,35684352,71368704,2,576,7744,
laplace_kernel1_cpu,772,0,1,1,128,0,0,0,0,2,576,8000,
laplace_kernel2_cpu,154,0,1,1,128,0,0,0,0,2,576,8000,
laplace_kernel1_cpu_collapse,1228,0,2,1,128,0,0,0,0,2,576,8000,
laplace_kernel2_cpu_collapse,455,0,2,1,128,0,0,0,0,2,576,8000,
laplace_kernel1_gpu,4625,1,1,5,128,0,0,0,0,2,576,8000,
laplace_kernel2_gpu,2411,1,1,5,128,0,0,0,0,2,576,8000,
laplace_kernel1_gpu_collapse,5796,1,2,36000,128,0,0,0,0,2,576,8000,
laplace_kernel2_gpu_collapse,181,1,2,36000,128,0,0,0,0,2,576,8000,
laplace_kernel1_gpu_mem,9863,1,1,5,128,36864000,36864000,36864000,73728000,2,576,8000,
laplace_kernel2_gpu_mem,11990,1,1,5,128,36864000,0,36864000,73728000,2,576,8000,
laplace_kernel1_gpu_collapse_mem,11073,1,2,36000,128,36864000,36864000,36864000,73728000,2,576,8000,
laplace_kernel2_gpu_collapse_mem,9724,1,2,36000,128,36864000,0,36864000,73728000,2,576,8000,
laplace_kernel1_cpu,793,0,1,1,128,0,0,0,0,2,576,8256,
laplace_kernel2_cpu,147,0,1,1,128,0,0,0,0,2,576,8256,
laplace_kernel1_cpu_collapse,1128,0,2,1,128,0,0,0,0,2,576,8256,
laplace_kernel2_cpu_collapse,432,0,2,1,128,0,0,0,0,2,576,8256,
laplace_kernel1_gpu,4627,1,1,5,128,0,0,0,0,2,576,8256,
laplace_kernel2_gpu,2231,1,1,5,128,0,0,0,0,2,576,8256,
laplace_kernel1_gpu_collapse,5968,1,2,37152,128,0,0,0,0,2,576,8256,
laplace_kernel2_gpu_collapse,182,1,2,37152,128,0,0,0,0,2,576,8256,
laplace_kernel1_gpu_mem,10043,1,1,5,128,38043648,38043648,38043648,76087296,2,576,8256,
laplace_kernel2_gpu_mem,12133,1,1,5,128,38043648,0,38043648,76087296,2,576,8256,
laplace_kernel1_gpu_collapse_mem,11395,1,2,37152,128,38043648,38043648,38043648,76087296,2,576,8256,
laplace_kernel2_gpu_collapse_mem,10059,1,2,37152,128,38043648,0,38043648,76087296,2,576,8256,
laplace_kernel1_cpu,257,0,1,1,128,0,0,0,0,2,832,64,
laplace_kernel2_cpu,101,0,1,1,128,0,0,0,0,2,832,64,
laplace_kernel1_cpu_collapse,224,0,2,1,128,0,0,0,0,2,832,64,
laplace_kernel2_cpu_collapse,105,0,2,1,128,0,0,0,0,2,832,64,
laplace_kernel1_gpu,79,1,1,7,128,0,0,0,0,2,832,64,
laplace_kernel2_gpu,45,1,1,7,128,0,0,0,0,2,832,64,
laplace_kernel1_gpu_collapse,69,1,2,416,128,0,0,0,0,2,832,64,
laplace_kernel2_gpu_collapse,38,1,2,416,128,0,0,0,0,2,832,64,
laplace_kernel1_gpu_mem,121,1,1,7,128,425984,425984,425984,851968,2,832,64,
laplace_kernel2_gpu_mem,127,1,1,7,128,425984,0,425984,851968,2,832,64,
laplace_kernel1_gpu_collapse_mem,112,1,2,416,128,425984,425984,425984,851968,2,832,64,
laplace_kernel2_gpu_collapse_mem,110,1,2,416,128,425984,0,425984,851968,2,832,64,
laplace_kernel1_cpu,256,0,1,1,128,0,0,0,0,2,832,320,
laplace_kernel2_cpu,118,0,1,1,128,0,0,0,0,2,832,320,
laplace_kernel1_cpu_collapse,289,0,2,1,128,0,0,0,0,2,832,320,
laplace_kernel2_cpu_collapse,126,0,2,1,128,0,0,0,0,2,832,320,
laplace_kernel1_gpu,220,1,1,7,128,0,0,0,0,2,832,320,
laplace_kernel2_gpu,170,1,1,7,128,0,0,0,0,2,832,320,
laplace_kernel1_gpu_collapse,194,1,2,2080,128,0,0,0,0,2,832,320,
laplace_kernel2_gpu_collapse,35,1,2,2080,128,0,0,0,0,2,832,320,
laplace_kernel1_gpu_mem,1668,1,1,7,128,2129920,2129920,2129920,4259840,2,832,320,
laplace_kernel2_gpu_mem,1705,1,1,7,128,2129920,0,2129920,4259840,2,832,320,
laplace_kernel1_gpu_collapse_mem,1664,1,2,2080,128,2129920,2129920,2129920,4259840,2,832,320,
laplace_kernel2_gpu_collapse_mem,1623,1,2,2080,128,2129920,0,2129920,4259840,2,832,320,
laplace_kernel1_cpu,325,0,1,1,128,0,0,0,0,2,832,1088,
laplace_kernel2_cpu,122,0,1,1,128,0,0,0,0,2,832,1088,
laplace_kernel1_cpu_collapse,397,0,2,1,128,0,0,0,0,2,832,1088,
laplace_kernel2_cpu_collapse,157,0,2,1,128,0,0,0,0,2,832,1088,
laplace_kernel1_gpu,664,1,1,7,128,0,0,0,0,2,832,1088,
laplace_kernel2_gpu,383,1,1,7,128,0,0,0,0,2,832,1088,
laplace_kernel1_gpu_collapse,1206,1,2,7072,128,0,0,0,0,2,832,1088,
laplace_kernel2_gpu_collapse,65,1,2,7072,128,0,0,0,0,2,832,1088,
laplace_kernel1_gpu_mem,2680,1,1,7,128,7241728,7241728,7241728,14483456,2,832,1088,
laplace_kernel2_gpu_mem,2847,1,1,7,128,7241728,0,7241728,14483456,2,832,1088,
laplace_kernel1_gpu_collapse_mem,3178,1,2,7072,128,7241728,7241728,7241728,14483456,2,832,1088,
laplace_kernel2_gpu_collapse_mem,2559,1,2,7072,128,7241728,0,7241728,14483456,2,832,1088,
laplace_kernel1_cpu,385,0,1,1,128,0,0,0,0,2,832,1856,
laplace_kernel2_cpu,134,0,1,1,128,0,0,0,0,2,832,1856,
laplace_kernel1_cpu_collapse,527,0,2,1,128,0,0,0,0,2,832,1856,
laplace_kernel2_cpu_collapse,221,0,2,1,128,0,0,0,0,2,832,1856,
laplace_kernel1_gpu,1172,1,1,7,128,0,0,0,0,2,832,1856,
laplace_kernel2_gpu,659,1,1,7,128,0,0,0,0,2,832,1856,
laplace_kernel1_gpu_collapse,2044,1,2,12064,128,0,0,0,0,2,832,1856,
laplace_kernel2_gpu_collapse,109,1,2,12064,128,0,0,0,0,2,832,1856,
laplace_kernel1_gpu_mem,3716,1,1,7,128,12353536,12353536,12353536,24707072,2,832,1856,
laplace_kernel2_gpu_mem,4107,1,1,7,128,12353536,0,12353536,24707072,2,832,1856,
laplace_kernel1_gpu_collapse_mem,4590,1,2,12064,128,12353536,12353536,12353536,24707072,2,832,1856,
laplace_kernel2_gpu_collapse_mem,3662,1,2,12064,128,12353536,0,12353536,24707072,2,832,1856,
laplace_kernel1_cpu,450,0,1,1,128,0,0,0,0,2,832,2624,
laplace_kernel2_cpu,126,0,1,1,128,0,0,0,0,2,832,2624,
laplace_kernel1_cpu_collapse,624,0,2,1,128,0,0,0,0,2,832,2624,
laplace_kernel2_cpu_collapse,240,0,2,1,128,0,0,0,0,2,832,2624,
laplace_kernel1_gpu,1528,1,1,7,128,0,0,0,0,2,832,2624,
laplace_kernel2_gpu,844,1,1,7,128,0,0,0,0,2,832,2624,
laplace_kernel1_gpu_collapse,2763,1,2,17056,128,0,0,0,0,2,832,2624,
laplace_kernel2_gpu_collapse,135,1,2,17056,128,0,0,0,0,2,832,2624,
laplace_kernel1_gpu_mem,4740,1,1,7,128,17465344,17465344,17465344,34930688,2,832,2624,
laplace_kernel2_gpu_mem,5580,1,1,7,128,17465344,0,17465344,34930688,2,832,2624,
laplace_kernel1_gpu_collapse_mem,5993,1,2,17056,128,17465344,17465344,17465344,34930688,2,832,2624,
laplace_kernel2_gpu_collapse_mem,4897,1,2,17056,128,17465344,0,17465344,34930688,2,832,2624,
laplace_kernel1_cpu,540,0,1,1,128,0,0,0,0,2,832,3392,
laplace_kernel2_cpu,125,0,1,1,128,0,0,0,0,2,832,3392,
laplace_kernel1_cpu_collapse,758,0,2,1,128,0,0,0,0,2,832,3392,
laplace_kernel2_cpu_collapse,306,0,2,1,128,0,0,0,0,2,832,3392,
laplace_kernel1_gpu,1985,1,1,7,128,0,0,0,0,2,832,3392,
laplace_kernel2_gpu,1084,1,1,7,128,0,0,0,0,2,832,3392,
laplace_kernel1_gpu_collapse,3610,1,2,22048,128,0,0,0,0,2,832,3392,
laplace_kernel2_gpu_collapse,158,1,2,22048,128,0,0,0,0,2,832,3392,
laplace_kernel1_gpu_mem,6069,1,1,7,128,22577152,22577152,22577152,45154304,2,832,3392,
laplace_kernel2_gpu_mem,7153,1,1,7,128,22577152,0,22577152,45154304,2,832,3392,
laplace_kernel1_gpu_collapse_mem,7336,1,2,22048,128,22577152,22577152,22577152,45154304,2,832,3392,
laplace_kernel2_gpu_collapse_mem,6007,1,2,22048,128,22577152,0,22577152,45154304,2,832,3392,
laplace_kernel1_cpu,633,0,1,1,128,0,0,0,0,2,832,4160,
laplace_kernel2_cpu,156,0,1,1,128,0,0,0,0,2,832,4160,
laplace_kernel1_cpu_collapse,826,0,2,1,128,0,0,0,0,2,832,4160,
laplace_kernel2_cpu_collapse,364,0,2,1,128,0,0,0,0,2,832,4160,
laplace_kernel1_gpu,2448,1,1,7,128,0,0,0,0,2,832,4160,
laplace_kernel2_gpu,1316,1,1,7,128,0,0,0,0,2,832,4160,
laplace_kernel1_gpu_collapse,4370,1,2,27040,128,0,0,0,0,2,832,4160,
laplace_kernel2_gpu_collapse,156,1,2,27040,128,0,0,0,0,2,832,4160,
laplace_kernel1_gpu_mem,6689,1,1,7,128,27688960,27688960,27688960,55377920,2,832,4160,
laplace_kernel2_gpu_mem,8440,1,1,7,128,27688960,0,27688960,55377920,2,832,4160,
laplace_kernel1_gpu_collapse_mem,8623,1,2,27040,128,27688960,27688960,27688960,55377920,2,832,4160,
laplace_kernel2_gpu_collapse_mem,7308,1,2,27040,128,27688960,0,27688960,55377920,2,832,4160,
laplace_kernel1_cpu,604,0,1,1,128,0,0,0,0,2,832,4416,
laplace_kernel2_cpu,129,0,1,1,128,0,0,0,0,2,832,4416,
laplace_kernel1_cpu_collapse,904,0,2,1,128,0,0,0,0,2,832,4416,
laplace_kernel2_cpu_collapse,359,0,2,1,128,0,0,0,0,2,832,4416,
laplace_kernel1_gpu,2565,1,1,7,128,0,0,0,0,2,832,4416,
laplace_kernel2_gpu,1450,1,1,7,128,0,0,0,0,2,832,4416,
laplace_kernel1_gpu_collapse,4614,1,2,28704,128,0,0,0,0,2,832,4416,
laplace_kernel2_gpu_collapse,176,1,2,28704,128,0,0,0,0,2,832,4416,
laplace_kernel1_gpu_mem,7054,1,1,7,128,29392896,29392896,29392896,58785792,2,832,4416,
laplace_kernel2_gpu_mem,9026,1,1,7,128,29392896,0,29392896,58785792,2,832,4416,
laplace_kernel1_gpu_collapse_mem,9132,1,2,28704,128,29392896,29392896,29392896,58785792,2,832,4416,
laplace_kernel2_gpu_collapse_mem,7777,1,2,28704,128,29392896,0,29392896,58785792,2,832,4416,
laplace_kernel1_cpu,34349,0,1,1,128,0,0,0,0,2,832,4672,
laplace_kernel2_cpu,152,0,1,1,128,0,0,0,0,2,832,4672,
laplace_kernel1_cpu_collapse,1071,0,2,1,128,0,0,0,0,2,832,4672,
laplace_kernel2_cpu_collapse,401,0,2,1,128,0,0,0,0,2,832,4672,
laplace_kernel1_gpu,2744,1,1,7,128,0,0,0,0,2,832,4672,
laplace_kernel2_gpu,1514,1,1,7,128,0,0,0,0,2,832,4672,
laplace_kernel1_gpu_collapse,4905,1,2,30368,128,0,0,0,0,2,832,4672,
laplace_kernel2_gpu_collapse,165,1,2,30368,128,0,0,0,0,2,832,4672,
laplace_kernel1_gpu_mem,7311,1,1,7,128,31096832,31096832,31096832,62193664,2,832,4672,
laplace_kernel2_gpu_mem,9530,1,1,7,128,31096832,0,31096832,62193664,2,832,4672,
laplace_kernel1_gpu_collapse_mem,9488,1,2,30368,128,31096832,31096832,31096832,62193664,2,832,4672,
laplace_kernel2_gpu_collapse_mem,8154,1,2,30368,128,31096832,0,31096832,62193664,2,832,4672,
laplace_kernel1_cpu,34058,0,1,1,128,0,0,0,0,2,832,4928,
laplace_kernel2_cpu,144,0,1,1,128,0,0,0,0,2,832,4928,
laplace_kernel1_cpu_collapse,1090,0,2,1,128,0,0,0,0,2,832,4928,
laplace_kernel2_cpu_collapse,408,0,2,1,128,0,0,0,0,2,832,4928,
laplace_kernel1_gpu,2840,1,1,7,128,0,0,0,0,2,832,4928,
laplace_kernel2_gpu,1487,1,1,7,128,0,0,0,0,2,832,4928,
laplace_kernel1_gpu_collapse,5151,1,2,32032,128,0,0,0,0,2,832,4928,
laplace_kernel2_gpu_collapse,185,1,2,32032,128,0,0,0,0,2,832,4928,
laplace_kernel1_gpu_mem,7640,1,1,7,128,32800768,32800768,32800768,65601536,2,832,4928,
laplace_kernel2_gpu_mem,9881,1,1,7,128,32800768,0,32800768,65601536,2,832,4928,
laplace_kernel1_gpu_collapse_mem,9949,1,2,32032,128,32800768,32800768,32800768,65601536,2,832,4928,
laplace_kernel2_gpu_collapse_mem,8592,1,2,32032,128,32800768,0,32800768,65601536,2,832,4928,
laplace_kernel1_cpu,681,0,1,1,128,0,0,0,0,2,832,5184,
laplace_kernel2_cpu,138,0,1,1,128,0,0,0,0,2,832,5184,
laplace_kernel1_cpu_collapse,1068,0,2,1,128,0,0,0,0,2,832,5184,
laplace_kernel2_cpu_collapse,404,0,2,1,128,0,0,0,0,2,832,5184,
laplace_kernel1_gpu,3004,1,1,7,128,0,0,0,0,2,832,5184,
laplace_kernel2_gpu,1676,1,1,7,128,0,0,0,0,2,832,5184,
laplace_kernel1_gpu_collapse,5609,1,2,33696,128,0,0,0,0,2,832,5184,
laplace_kernel2_gpu_collapse,173,1,2,33696,128,0,0,0,0,2,832,5184,
laplace_kernel1_gpu_mem,8629,1,1,7,128,34504704,34504704,34504704,69009408,2,832,5184,
laplace_kernel2_gpu_mem,10961,1,1,7,128,34504704,0,34504704,69009408,2,832,5184,
laplace_kernel1_gpu_collapse_mem,10482,1,2,33696,128,34504704,34504704,34504704,69009408,2,832,5184,
laplace_kernel2_gpu_collapse_mem,9163,1,2,33696,128,34504704,0,34504704,69009408,2,832,5184,
laplace_kernel1_cpu,739,0,1,1,128,0,0,0,0,2,832,5440,
laplace_kernel2_cpu,161,0,1,1,128,0,0,0,0,2,832,5440,
laplace_kernel1_cpu_collapse,1259,0,2,1,128,0,0,0,0,2,832,5440,
laplace_kernel2_cpu_collapse,474,0,2,1,128,0,0,0,0,2,832,5440,
laplace_kernel1_gpu,3187,1,1,7,128,0,0,0,0,2,832,5440,
laplace_kernel2_gpu,1669,1,1,7,128,0,0,0,0,2,832,5440,
laplace_kernel1_gpu_collapse,5767,1,2,35360,128,0,0,0,0,2,832,5440,
laplace_kernel2_gpu_collapse,194,1,2,35360,128,0,0,0,0,2,832,5440,
laplace_kernel1_gpu_mem,8389,1,1,7,128,36208640,36208640,36208640,72417280,2,832,5440,
laplace_kernel2_gpu_mem,10983,1,1,7,128,36208640,0,36208640,72417280,2,832,5440,
laplace_kernel1_gpu_collapse_mem,11102,1,2,35360,128,36208640,36208640,36208640,72417280,2,832,5440,
laplace_kernel2_gpu_collapse_mem,9472,1,2,35360,128,36208640,0,36208640,72417280,2,832,5440,
laplace_kernel1_cpu,761,0,1,1,128,0,0,0,0,2,832,5696,
laplace_kernel2_cpu,149,0,1,1,128,0,0,0,0,2,832,5696,
laplace_kernel1_cpu_collapse,1302,0,2,1,128,0,0,0,0,2,832,5696,
laplace_kernel2_cpu_collapse,450,0,2,1,128,0,0,0,0,2,832,5696,
laplace_kernel1_gpu,3315,1,1,7,128,0,0,0,0,2,832,5696,
laplace_kernel2_gpu,1824,1,1,7,128,0,0,0,0,2,832,5696,
laplace_kernel1_gpu_collapse,5947,1,2,37024,128,0,0,0,0,2,832,5696,
laplace_kernel2_gpu_collapse,183,1,2,37024,128,0,0,0,0,2,832,5696,
laplace_kernel1_gpu_mem,8720,1,1,7,128,37912576,37912576,37912576,75825152,2,832,5696,
laplace_kernel2_gpu_mem,11612,1,1,7,128,37912576,0,37912576,75825152,2,832,5696,
laplace_kernel1_gpu_collapse_mem,11562,1,2,37024,128,37912576,37912576,37912576,75825152,2,832,5696,
laplace_kernel2_gpu_collapse_mem,10439,1,2,37024,128,37912576,0,37912576,75825152,2,832,5696,
laplace_kernel1_cpu,778,0,1,1,128,0,0,0,0,2,832,5952,
laplace_kernel2_cpu,159,0,1,1,128,0,0,0,0,2,832,5952,
laplace_kernel1_cpu_collapse,1241,0,2,1,128,0,0,0,0,2,832,5952,
laplace_kernel2_cpu_collapse,457,0,2,1,128,0,0,0,0,2,832,5952,
laplace_kernel1_gpu,3503,1,1,7,128,0,0,0,0,2,832,5952,
laplace_kernel2_gpu,1835,1,1,7,128,0,0,0,0,2,832,5952,
laplace_kernel1_gpu_collapse,6228,1,2,38688,128,0,0,0,0,2,832,5952,
laplace_kernel2_gpu_collapse,203,1,2,38688,128,0,0,0,0,2,832,5952,
laplace_kernel1_gpu_mem,9283,1,1,7,128,39616512,39616512,39616512,79233024,2,832,5952,
laplace_kernel2_gpu_mem,12469,1,1,7,128,39616512,0,39616512,79233024,2,832,5952,
laplace_kernel1_gpu_collapse_mem,12421,1,2,38688,128,39616512,39616512,39616512,79233024,2,832,5952,
laplace_kernel2_gpu_collapse_mem,10987,1,2,38688,128,39616512,0,39616512,79233024,2,832,5952,
laplace_kernel1_cpu,790,0,1,1,128,0,0,0,0,2,832,6208,
laplace_kernel2_cpu,179,0,1,1,128,0,0,0,0,2,832,6208,
laplace_kernel1_cpu_collapse,1408,0,2,1,128,0,0,0,0,2,832,6208,
laplace_kernel2_cpu_collapse,547,0,2,1,128,0,0,0,0,2,832,6208,
