kernel,runtime,gpu,collapse,num_teams,num_threads,mem_to,mem_alloc,mem_from,mem_delete,num_var,N1,N2,
laplace_kernel1_cpu,242,0,1,1,128,0,0,0,0,2,64,64,
laplace_kernel2_cpu,123,0,1,1,128,0,0,0,0,2,64,64,
laplace_kernel1_cpu_collapse,234,0,2,1,128,0,0,0,0,2,64,64,
laplace_kernel2_cpu_collapse,114,0,2,1,128,0,0,0,0,2,64,64,
laplace_kernel1_gpu,63,1,1,1,128,0,0,0,0,2,64,64,
laplace_kernel2_gpu,38,1,1,1,128,0,0,0,0,2,64,64,
laplace_kernel1_gpu_collapse,54,1,2,32,128,0,0,0,0,2,64,64,
laplace_kernel2_gpu_collapse,38,1,2,32,128,0,0,0,0,2,64,64,
laplace_kernel1_gpu_mem,94,1,1,1,128,32768,32768,32768,65536,2,64,64,
laplace_kernel2_gpu_mem,83,1,1,1,128,32768,0,32768,65536,2,64,64,
laplace_kernel1_gpu_collapse_mem,85,1,2,32,128,32768,32768,32768,65536,2,64,64,
laplace_kernel2_gpu_collapse_mem,71,1,2,32,128,32768,0,32768,65536,2,64,64,
laplace_kernel1_cpu,239,0,1,1,128,0,0,0,0,2,64,320,
laplace_kernel2_cpu,127,0,1,1,128,0,0,0,0,2,64,320,
laplace_kernel1_cpu_collapse,253,0,2,1,128,0,0,0,0,2,64,320,
laplace_kernel2_cpu_collapse,116,0,2,1,128,0,0,0,0,2,64,320,
laplace_kernel1_gpu,144,1,1,1,128,0,0,0,0,2,64,320,
laplace_kernel2_gpu,118,1,1,1,128,0,0,0,0,2,64,320,
laplace_kernel1_gpu_collapse,56,1,2,160,128,0,0,0,0,2,64,320,
laplace_kernel2_gpu_collapse,36,1,2,160,128,0,0,0,0,2,64,320,
laplace_kernel1_gpu_mem,183,1,1,1,128,163840,163840,163840,327680,2,64,320,
laplace_kernel2_gpu_mem,131,1,1,1,128,163840,0,163840,327680,2,64,320,
laplace_kernel1_gpu_collapse_mem,93,1,2,160,128,163840,163840,163840,327680,2,64,320,
laplace_kernel2_gpu_collapse_mem,86,1,2,160,128,163840,0,163840,327680,2,64,320,
laplace_kernel1_cpu,218,0,1,1,128,0,0,0,0,2,64,1088,
laplace_kernel2_cpu,90,0,1,1,128,0,0,0,0,2,64,1088,
laplace_kernel1_cpu_collapse,241,0,2,1,128,0,0,0,0,2,64,1088,
laplace_kernel2_cpu_collapse,131,0,2,1,128,0,0,0,0,2,64,1088,
laplace_kernel1_gpu,375,1,1,1,128,0,0,0,0,2,64,1088,
laplace_kernel2_gpu,238,1,1,1,128,0,0,0,0,2,64,1088,
laplace_kernel1_gpu_collapse,124,1,2,544,128,0,0,0,0,2,64,1088,
laplace_kernel2_gpu_collapse,35,1,2,544,128,0,0,0,0,2,64,1088,
laplace_kernel1_gpu_mem,444,1,1,1,128,557056,557056,557056,1114112,2,64,1088,
laplace_kernel2_gpu_mem,295,1,1,1,128,557056,0,557056,1114112,2,64,1088,
laplace_kernel1_gpu_collapse_mem,189,1,2,544,128,557056,557056,557056,1114112,2,64,1088,
laplace_kernel2_gpu_collapse_mem,133,1,2,544,128,557056,0,557056,1114112,2,64,1088,
laplace_kernel1_cpu,215,0,1,1,128,0,0,0,0,2,64,1856,
laplace_kernel2_cpu,88,0,1,1,128,0,0,0,0,2,64,1856,
laplace_kernel1_cpu_collapse,234,0,2,1,128,0,0,0,0,2,64,1856,
laplace_kernel2_cpu_collapse,121,0,2,1,128,0,0,0,0,2,64,1856,
laplace_kernel1_gpu,597,1,1,1,128,0,0,0,0,2,64,1856,
laplace_kernel2_gpu,324,1,1,1,128,0,0,0,0,2,64,1856,
laplace_kernel1_gpu_collapse,96,1,2,928,128,0,0,0,0,2,64,1856,
laplace_kernel2_gpu_collapse,35,1,2,928,128,0,0,0,0,2,64,1856,
laplace_kernel1_gpu_mem,673,1,1,1,128,950272,950272,950272,1900544,2,64,1856,
laplace_kernel2_gpu_mem,423,1,1,1,128,950272,0,950272,1900544,2,64,1856,
laplace_kernel1_gpu_collapse_mem,173,1,2,928,128,950272,950272,950272,1900544,2,64,1856,
laplace_kernel2_gpu_collapse_mem,171,1,2,928,128,950272,0,950272,1900544,2,64,1856,
laplace_kernel1_cpu,248,0,1,1,128,0,0,0,0,2,64,2624,
laplace_kernel2_cpu,129,0,1,1,128,0,0,0,0,2,64,2624,
laplace_kernel1_cpu_collapse,263,0,2,1,128,0,0,0,0,2,64,2624,
laplace_kernel2_cpu_collapse,115,0,2,1,128,0,0,0,0,2,64,2624,
laplace_kernel1_gpu,826,1,1,1,128,0,0,0,0,2,64,2624,
laplace_kernel2_gpu,416,1,1,1,128,0,0,0,0,2,64,2624,
laplace_kernel1_gpu_collapse,124,1,2,1312,128,0,0,0,0,2,64,2624,
laplace_kernel2_gpu_collapse,34,1,2,1312,128,0,0,0,0,2,64,2624,
laplace_kernel1_gpu_mem,1560,1,1,1,128,1343488,1343488,1343488,2686976,2,64,2624,
laplace_kernel2_gpu_mem,1183,1,1,1,128,1343488,0,1343488,2686976,2,64,2624,
laplace_kernel1_gpu_collapse_mem,852,1,2,1312,128,1343488,1343488,1343488,2686976,2,64,2624,
laplace_kernel2_gpu_collapse_mem,833,1,2,1312,128,1343488,0,1343488,2686976,2,64,2624,
laplace_kernel1_cpu,232,0,1,1,128,0,0,0,0,2,64,3392,
laplace_kernel2_cpu,134,0,1,1,128,0,0,0,0,2,64,3392,
laplace_kernel1_cpu_collapse,272,0,2,1,128,0,0,0,0,2,64,3392,
laplace_kernel2_cpu_collapse,113,0,2,1,128,0,0,0,0,2,64,3392,
laplace_kernel1_gpu,1247,1,1,1,128,0,0,0,0,2,64,3392,
laplace_kernel2_gpu,645,1,1,1,128,0,0,0,0,2,64,3392,
laplace_kernel1_gpu_collapse,147,1,2,1696,128,0,0,0,0,2,64,3392,
laplace_kernel2_gpu_collapse,35,1,2,1696,128,0,0,0,0,2,64,3392,
laplace_kernel1_gpu_mem,2011,1,1,1,128,1736704,1736704,1736704,3473408,2,64,3392,
laplace_kernel2_gpu_mem,1462,1,1,1,128,1736704,0,1736704,3473408,2,64,3392,
laplace_kernel1_gpu_collapse_mem,903,1,2,1696,128,1736704,1736704,1736704,3473408,2,64,3392,
laplace_kernel2_gpu_collapse_mem,887,1,2,1696,128,1736704,0,1736704,3473408,2,64,3392,
laplace_kernel1_cpu,247,0,1,1,128,0,0,0,0,2,64,4160,
laplace_kernel2_cpu,131,0,1,1,128,0,0,0,0,2,64,4160,
laplace_kernel1_cpu_collapse,290,0,2,1,128,0,0,0,0,2,64,4160,
laplace_kernel2_cpu_collapse,110,0,2,1,128,0,0,0,0,2,64,4160,
laplace_kernel1_gpu,1542,1,1,1,128,0,0,0,0,2,64,4160,
laplace_kernel2_gpu,795,1,1,1,128,0,0,0,0,2,64,4160,
laplace_kernel1_gpu_collapse,169,1,2,2080,128,0,0,0,0,2,64,4160,
laplace_kernel2_gpu_collapse,34,1,2,2080,128,0,0,0,0,2,64,4160,
laplace_kernel1_gpu_mem,3096,1,1,1,128,2129920,2129920,2129920,4259840,2,64,4160,
laplace_kernel2_gpu_mem,2427,1,1,1,128,2129920,0,2129920,4259840,2,64,4160,
laplace_kernel1_gpu_collapse_mem,1664,1,2,2080,128,2129920,2129920,2129920,4259840,2,64,4160,
laplace_kernel2_gpu_collapse_mem,1659,1,2,2080,128,2129920,0,2129920,4259840,2,64,4160,
laplace_kernel1_cpu,268,0,1,1,128,0,0,0,0,2,64,4416,
laplace_kernel2_cpu,91,0,1,1,128,0,0,0,0,2,64,4416,
laplace_kernel1_cpu_collapse,268,0,2,1,128,0,0,0,0,2,64,4416,
laplace_kernel2_cpu_collapse,107,0,2,1,128,0,0,0,0,2,64,4416,
laplace_kernel1_gpu,1607,1,1,1,128,0,0,0,0,2,64,4416,
laplace_kernel2_gpu,814,1,1,1,128,0,0,0,0,2,64,4416,
laplace_kernel1_gpu_collapse,179,1,2,2208,128,0,0,0,0,2,64,4416,
laplace_kernel2_gpu_collapse,35,1,2,2208,128,0,0,0,0,2,64,4416,
laplace_kernel1_gpu_mem,3164,1,1,1,128,2260992,2260992,2260992,4521984,2,64,4416,
laplace_kernel2_gpu_mem,2435,1,1,1,128,2260992,0,2260992,4521984,2,64,4416,
laplace_kernel1_gpu_collapse_mem,1731,1,2,2208,128,2260992,2260992,2260992,4521984,2,64,4416,
laplace_kernel2_gpu_collapse_mem,1670,1,2,2208,128,2260992,0,2260992,4521984,2,64,4416,
laplace_kernel1_cpu,260,0,1,1,128,0,0,0,0,2,64,4672,
laplace_kernel2_cpu,104,0,1,1,128,0,0,0,0,2,64,4672,
laplace_kernel1_cpu_collapse,274,0,2,1,128,0,0,0,0,2,64,4672,
laplace_kernel2_cpu_collapse,115,0,2,1,128,0,0,0,0,2,64,4672,
laplace_kernel1_gpu,1736,1,1,1,128,0,0,0,0,2,64,4672,
laplace_kernel2_gpu,912,1,1,1,128,0,0,0,0,2,64,4672,
laplace_kernel1_gpu_collapse,414,1,2,2336,128,0,0,0,0,2,64,4672,
laplace_kernel2_gpu_collapse,35,1,2,2336,128,0,0,0,0,2,64,4672,
laplace_kernel1_gpu_mem,3305,1,1,1,128,2392064,2392064,2392064,4784128,2,64,4672,
laplace_kernel2_gpu_mem,2580,1,1,1,128,2392064,0,2392064,4784128,2,64,4672,
laplace_kernel1_gpu_collapse_mem,1923,1,2,2336,128,2392064,2392064,2392064,4784128,2,64,4672,
laplace_kernel2_gpu_collapse_mem,1673,1,2,2336,128,2392064,0,2392064,4784128,2,64,4672,
laplace_kernel1_cpu,263,0,1,1,128,0,0,0,0,2,64,4928,
laplace_kernel2_cpu,133,0,1,1,128,0,0,0,0,2,64,4928,
laplace_kernel1_cpu_collapse,287,0,2,1,128,0,0,0,0,2,64,4928,
laplace_kernel2_cpu_collapse,124,0,2,1,128,0,0,0,0,2,64,4928,
laplace_kernel1_gpu,1811,1,1,1,128,0,0,0,0,2,64,4928,
laplace_kernel2_gpu,876,1,1,1,128,0,0,0,0,2,64,4928,
laplace_kernel1_gpu_collapse,198,1,2,2464,128,0,0,0,0,2,64,4928,
laplace_kernel2_gpu_collapse,35,1,2,2464,128,0,0,0,0,2,64,4928,
laplace_kernel1_gpu_mem,3407,1,1,1,128,2523136,2523136,2523136,5046272,2,64,4928,
laplace_kernel2_gpu_mem,2545,1,1,1,128,2523136,0,2523136,5046272,2,64,4928,
laplace_kernel1_gpu_collapse_mem,1722,1,2,2464,128,2523136,2523136,2523136,5046272,2,64,4928,
laplace_kernel2_gpu_collapse_mem,1698,1,2,2464,128,2523136,0,2523136,5046272,2,64,4928,
laplace_kernel1_cpu,256,0,1,1,128,0,0,0,0,2,64,5184,
laplace_kernel2_cpu,109,0,1,1,128,0,0,0,0,2,64,5184,
laplace_kernel1_cpu_collapse,269,0,2,1,128,0,0,0,0,2,64,5184,
laplace_kernel2_cpu_collapse,125,0,2,1,128,0,0,0,0,2,64,5184,
laplace_kernel1_gpu,1819,1,1,1,128,0,0,0,0,2,64,5184,
laplace_kernel2_gpu,919,1,1,1,128,0,0,0,0,2,64,5184,
laplace_kernel1_gpu_collapse,201,1,2,2592,128,0,0,0,0,2,64,5184,
laplace_kernel2_gpu_collapse,35,1,2,2592,128,0,0,0,0,2,64,5184,
laplace_kernel1_gpu_mem,3431,1,1,1,128,2654208,2654208,2654208,5308416,2,64,5184,
laplace_kernel2_gpu_mem,2607,1,1,1,128,2654208,0,2654208,5308416,2,64,5184,
laplace_kernel1_gpu_collapse_mem,1704,1,2,2592,128,2654208,2654208,2654208,5308416,2,64,5184,
laplace_kernel2_gpu_collapse_mem,1699,1,2,2592,128,2654208,0,2654208,5308416,2,64,5184,
laplace_kernel1_cpu,235,0,1,1,128,0,0,0,0,2,64,5440,
laplace_kernel2_cpu,133,0,1,1,128,0,0,0,0,2,64,5440,
laplace_kernel1_cpu_collapse,305,0,2,1,128,0,0,0,0,2,64,5440,
laplace_kernel2_cpu_collapse,121,0,2,1,128,0,0,0,0,2,64,5440,
laplace_kernel1_gpu,1712,1,1,1,128,0,0,0,0,2,64,5440,
laplace_kernel2_gpu,874,1,1,1,128,0,0,0,0,2,64,5440,
laplace_kernel1_gpu_collapse,204,1,2,2720,128,0,0,0,0,2,64,5440,
laplace_kernel2_gpu_collapse,35,1,2,2720,128,0,0,0,0,2,64,5440,
laplace_kernel1_gpu_mem,3291,1,1,1,128,2785280,2785280,2785280,5570560,2,64,5440,
laplace_kernel2_gpu_mem,2582,1,1,1,128,2785280,0,2785280,5570560,2,64,5440,
laplace_kernel1_gpu_collapse_mem,1703,1,2,2720,128,2785280,2785280,2785280,5570560,2,64,5440,
laplace_kernel2_gpu_collapse_mem,1712,1,2,2720,128,2785280,0,2785280,5570560,2,64,5440,
laplace_kernel1_cpu,300,0,1,1,128,0,0,0,0,2,64,5696,
laplace_kernel2_cpu,116,0,1,1,128,0,0,0,0,2,64,5696,
laplace_kernel1_cpu_collapse,308,0,2,1,128,0,0,0,0,2,64,5696,
laplace_kernel2_cpu_collapse,126,0,2,1,128,0,0,0,0,2,64,5696,
laplace_kernel1_gpu,2060,1,1,1,128,0,0,0,0,2,64,5696,
laplace_kernel2_gpu,982,1,1,1,128,0,0,0,0,2,64,5696,
laplace_kernel1_gpu_collapse,494,1,2,2848,128,0,0,0,0,2,64,5696,
laplace_kernel2_gpu_collapse,35,1,2,2848,128,0,0,0,0,2,64,5696,
laplace_kernel1_gpu_mem,3629,1,1,1,128,2916352,2916352,2916352,5832704,2,64,5696,
laplace_kernel2_gpu_mem,2707,1,1,1,128,2916352,0,2916352,5832704,2,64,5696,
laplace_kernel1_gpu_collapse_mem,2011,1,2,2848,128,2916352,2916352,2916352,5832704,2,64,5696,
laplace_kernel2_gpu_collapse_mem,1749,1,2,2848,128,2916352,0,2916352,5832704,2,64,5696,
laplace_kernel1_cpu,289,0,1,1,128,0,0,0,0,2,64,5952,
laplace_kernel2_cpu,130,0,1,1,128,0,0,0,0,2,64,5952,
laplace_kernel1_cpu_collapse,299,0,2,1,128,0,0,0,0,2,64,5952,
laplace_kernel2_cpu_collapse,136,0,2,1,128,0,0,0,0,2,64,5952,
laplace_kernel1_gpu,2014,1,1,1,128,0,0,0,0,2,64,5952,
laplace_kernel2_gpu,975,1,1,1,128,0,0,0,0,2,64,5952,
laplace_kernel1_gpu_collapse,224,1,2,2976,128,0,0,0,0,2,64,5952,
laplace_kernel2_gpu_collapse,35,1,2,2976,128,0,0,0,0,2,64,5952,
laplace_kernel1_gpu_mem,3607,1,1,1,128,3047424,3047424,3047424,6094848,2,64,5952,
laplace_kernel2_gpu_mem,2743,1,1,1,128,3047424,0,3047424,6094848,2,64,5952,
laplace_kernel1_gpu_collapse_mem,1732,1,2,2976,128,3047424,3047424,3047424,6094848,2,64,5952,
laplace_kernel2_gpu_collapse_mem,1756,1,2,2976,128,3047424,0,3047424,6094848,2,64,5952,
laplace_kernel1_cpu,302,0,1,1,128,0,0,0,0,2,64,6208,
laplace_kernel2_cpu,115,0,1,1,128,0,0,0,0,2,64,6208,
laplace_kernel1_cpu_collapse,323,0,2,1,128,0,0,0,0,2,64,6208,
laplace_kernel2_cpu_collapse,134,0,2,1,128,0,0,0,0,2,64,6208,
laplace_kernel1_gpu,2197,1,1,1,128,0,0,0,0,2,64,6208,
laplace_kernel2_gpu,1044,1,1,1,128,0,0,0,0,2,64,6208,
laplace_kernel1_gpu_collapse,230,1,2,3104,128,0,0,0,0,2,64,6208,
laplace_kernel2_gpu_collapse,35,1,2,3104,128,0,0,0,0,2,64,6208,
laplace_kernel1_gpu_mem,3710,1,1,1,128,3178496,3178496,3178496,6356992,2,64,6208,
laplace_kernel2_gpu_mem,2763,1,1,1,128,3178496,0,3178496,6356992,2,64,6208,
laplace_kernel1_gpu_collapse_mem,1754,1,2,3104,128,3178496,3178496,3178496,6356992,2,64,6208,
laplace_kernel2_gpu_collapse_mem,1784,1,2,3104,128,3178496,0,3178496,6356992,2,64,6208,
laplace_kernel1_cpu,287,0,1,1,128,0,0,0,0,2,64,6464,
laplace_kernel2_cpu,120,0,1,1,128,0,0,0,0,2,64,6464,
laplace_kernel1_cpu_collapse,296,0,2,1,128,0,0,0,0,2,64,6464,
laplace_kernel2_cpu_collapse,135,0,2,1,128,0,0,0,0,2,64,6464,
laplace_kernel1_gpu,2565,1,1,1,128,0,0,0,0,2,64,6464,
laplace_kernel2_gpu,1203,1,1,1,128,0,0,0,0,2,64,6464,
laplace_kernel1_gpu_collapse,553,1,2,3232,128,0,0,0,0,2,64,6464,
laplace_kernel2_gpu_collapse,35,1,2,3232,128,0,0,0,0,2,64,6464,
laplace_kernel1_gpu_mem,4064,1,1,1,128,3309568,3309568,3309568,6619136,2,64,6464,
laplace_kernel2_gpu_mem,2970,1,1,1,128,3309568,0,3309568,6619136,2,64,6464,
laplace_kernel1_gpu_collapse_mem,2137,1,2,3232,128,3309568,3309568,3309568,6619136,2,64,6464,
laplace_kernel2_gpu_collapse_mem,1870,1,2,3232,128,3309568,0,3309568,6619136,2,64,6464,
laplace_kernel1_cpu,296,0,1,1,128,0,0,0,0,2,64,6720,
laplace_kernel2_cpu,118,0,1,1,128,0,0,0,0,2,64,6720,
laplace_kernel1_cpu_collapse,356,0,2,1,128,0,0,0,0,2,64,6720,
laplace_kernel2_cpu_collapse,125,0,2,1,128,0,0,0,0,2,64,6720,
laplace_kernel1_gpu,2355,1,1,1,128,0,0,0,0,2,64,6720,
laplace_kernel2_gpu,1120,1,1,1,128,0,0,0,0,2,64,6720,
laplace_kernel1_gpu_collapse,247,1,2,3360,128,0,0,0,0,2,64,6720,
laplace_kernel2_gpu_collapse,35,1,2,3360,128,0,0,0,0,2,64,6720,
laplace_kernel1_gpu_mem,3833,1,1,1,128,3440640,3440640,3440640,6881280,2,64,6720,
laplace_kernel2_gpu_mem,2870,1,1,1,128,3440640,0,3440640,6881280,2,64,6720,
laplace_kernel1_gpu_collapse_mem,1798,1,2,3360,128,3440640,3440640,3440640,6881280,2,64,6720,
laplace_kernel2_gpu_collapse_mem,1820,1,2,3360,128,3440640,0,3440640,6881280,2,64,6720,
laplace_kernel1_cpu,317,0,1,1,128,0,0,0,0,2,64,6976,
laplace_kernel2_cpu,119,0,1,1,128,0,0,0,0,2,64,6976,
laplace_kernel1_cpu_collapse,324,0,2,1,128,0,0,0,0,2,64,6976,
laplace_kernel2_cpu_collapse,145,0,2,1,128,0,0,0,0,2,64,6976,
laplace_kernel1_gpu,2751,1,1,1,128,0,0,0,0,2,64,6976,
laplace_kernel2_gpu,1295,1,1,1,128,0,0,0,0,2,64,6976,
laplace_kernel1_gpu_collapse,261,1,2,3488,128,0,0,0,0,2,64,6976,
laplace_kernel2_gpu_collapse,35,1,2,3488,128,0,0,0,0,2,64,6976,
laplace_kernel1_gpu_mem,4195,1,1,1,128,3571712,3571712,3571712,7143424,2,64,6976,
laplace_kernel2_gpu_mem,3055,1,1,1,128,3571712,0,3571712,7143424,2,64,6976,
laplace_kernel1_gpu_collapse_mem,1835,1,2,3488,128,3571712,3571712,3571712,7143424,2,64,6976,
laplace_kernel2_gpu_collapse_mem,1845,1,2,3488,128,3571712,0,3571712,7143424,2,64,6976,
laplace_kernel1_cpu,327,0,1,1,128,0,0,0,0,2,64,7232,
laplace_kernel2_cpu,126,0,1,1,128,0,0,0,0,2,64,7232,
laplace_kernel1_cpu_collapse,318,0,2,1,128,0,0,0,0,2,64,7232,
laplace_kernel2_cpu_collapse,145,0,2,1,128,0,0,0,0,2,64,7232,
laplace_kernel1_gpu,2508,1,1,1,128,0,0,0,0,2,64,7232,
laplace_kernel2_gpu,1327,1,1,1,128,0,0,0,0,2,64,7232,
laplace_kernel1_gpu_collapse,271,1,2,3616,128,0,0,0,0,2,64,7232,
laplace_kernel2_gpu_collapse,35,1,2,3616,128,0,0,0,0,2,64,7232,
laplace_kernel1_gpu_mem,3995,1,1,1,128,3702784,3702784,3702784,7405568,2,64,7232,
laplace_kernel2_gpu_mem,3103,1,1,1,128,3702784,0,3702784,7405568,2,64,7232,
laplace_kernel1_gpu_collapse_mem,1832,1,2,3616,128,3702784,3702784,3702784,7405568,2,64,7232,
laplace_kernel2_gpu_collapse_mem,1859,1,2,3616,128,3702784,0,3702784,7405568,2,64,7232,
laplace_kernel1_cpu,338,0,1,1,128,0,0,0,0,2,64,7488,
laplace_kernel2_cpu,121,0,1,1,128,0,0,0,0,2,64,7488,
laplace_kernel1_cpu_collapse,347,0,2,1,128,0,0,0,0,2,64,7488,
laplace_kernel2_cpu_collapse,137,0,2,1,128,0,0,0,0,2,64,7488,
laplace_kernel1_gpu,2534,1,1,1,128,0,0,0,0,2,64,7488,
laplace_kernel2_gpu,1190,1,1,1,128,0,0,0,0,2,64,7488,
laplace_kernel1_gpu_collapse,269,1,2,3744,128,0,0,0,0,2,64,7488,
laplace_kernel2_gpu_collapse,35,1,2,3744,128,0,0,0,0,2,64,7488,
laplace_kernel1_gpu_mem,4026,1,1,1,128,3833856,3833856,3833856,7667712,2,64,7488,
laplace_kernel2_gpu_mem,3008,1,1,1,128,3833856,0,3833856,7667712,2,64,7488,
laplace_kernel1_gpu_collapse_mem,1844,1,2,3744,128,3833856,3833856,3833856,7667712,2,64,7488,
laplace_kernel2_gpu_collapse_mem,1883,1,2,3744,128,3833856,0,3833856,7667712,2,64,7488,
laplace_kernel1_cpu,327,0,1,1,128,0,0,0,0,2,64,7744,
laplace_kernel2_cpu,93,0,1,1,128,0,0,0,0,2,64,7744,
laplace_kernel1_cpu_collapse,315,0,2,1,128,0,0,0,0,2,64,7744,
laplace_kernel2_cpu_collapse,123,0,2,1,128,0,0,0,0,2,64,7744,
laplace_kernel1_gpu,2625,1,1,1,128,0,0,0,0,2,64,7744,
laplace_kernel2_gpu,1219,1,1,1,128,0,0,0,0,2,64,7744,
laplace_kernel1_gpu_collapse,648,1,2,3872,128,0,0,0,0,2,64,7744,
laplace_kernel2_gpu_collapse,35,1,2,3872,128,0,0,0,0,2,64,7744,
laplace_kernel1_gpu_mem,4297,1,1,1,128,3964928,3964928,3964928,7929856,2,64,7744,
laplace_kernel2_gpu_mem,3191,1,1,1,128,3964928,0,3964928,7929856,2,64,7744,
laplace_kernel1_gpu_collapse_mem,2243,1,2,3872,128,3964928,3964928,3964928,7929856,2,64,7744,
laplace_kernel2_gpu_collapse_mem,1949,1,2,3872,128,3964928,0,3964928,7929856,2,64,7744,
laplace_kernel1_cpu,332,0,1,1,128,0,0,0,0,2,64,8000,
laplace_kernel2_cpu,120,0,1,1,128,0,0,0,0,2,64,8000,
laplace_kernel1_cpu_collapse,328,0,2,1,128,0,0,0,0,2,64,8000,
laplace_kernel2_cpu_collapse,144,0,2,1,128,0,0,0,0,2,64,8000,
laplace_kernel1_gpu,2753,1,1,1,128,0,0,0,0,2,64,8000,
laplace_kernel2_gpu,1330,1,1,1,128,0,0,0,0,2,64,8000,
laplace_kernel1_gpu_collapse,284,1,2,4000,128,0,0,0,0,2,64,8000,
laplace_kernel2_gpu_collapse,35,1,2,4000,128,0,0,0,0,2,64,8000,
laplace_kernel1_gpu_mem,4260,1,1,1,128,4096000,4096000,4096000,8192000,2,64,8000,
laplace_kernel2_gpu_mem,3127,1,1,1,128,4096000,0,4096000,8192000,2,64,8000,
laplace_kernel1_gpu_collapse_mem,1899,1,2,4000,128,4096000,4096000,4096000,8192000,2,64,8000,
laplace_kernel2_gpu_collapse_mem,1909,1,2,4000,128,4096000,0,4096000,8192000,2,64,8000,
laplace_kernel1_cpu,344,0,1,1,128,0,0,0,0,2,64,8256,
laplace_kernel2_cpu,131,0,1,1,128,0,0,0,0,2,64,8256,
laplace_kernel1_cpu_collapse,328,0,2,1,128,0,0,0,0,2,64,8256,
laplace_kernel2_cpu_collapse,136,0,2,1,128,0,0,0,0,2,64,8256,
laplace_kernel1_gpu,2777,1,1,1,128,0,0,0,0,2,64,8256,
laplace_kernel2_gpu,1325,1,1,1,128,0,0,0,0,2,64,8256,
laplace_kernel1_gpu_collapse,686,1,2,4128,128,0,0,0,0,2,64,8256,
laplace_kernel2_gpu_collapse,36,1,2,4128,128,0,0,0,0,2,64,8256,
laplace_kernel1_gpu_mem,4500,1,1,1,128,4227072,4227072,4227072,8454144,2,64,8256,
laplace_kernel2_gpu_mem,3333,1,1,1,128,4227072,0,4227072,8454144,2,64,8256,
laplace_kernel1_gpu_collapse_mem,2402,1,2,4128,128,4227072,4227072,4227072,8454144,2,64,8256,
laplace_kernel2_gpu_collapse_mem,2048,1,2,4128,128,4227072,0,4227072,8454144,2,64,8256,
laplace_kernel1_cpu,229,0,1,1,128,0,0,0,0,2,320,64,
laplace_kernel2_cpu,108,0,1,1,128,0,0,0,0,2,320,64,
laplace_kernel1_cpu_collapse,233,0,2,1,128,0,0,0,0,2,320,64,
laplace_kernel2_cpu_collapse,123,0,2,1,128,0,0,0,0,2,320,64,
laplace_kernel1_gpu,78,1,1,3,128,0,0,0,0,2,320,64,
laplace_kernel2_gpu,73,1,1,3,128,0,0,0,0,2,320,64,
laplace_kernel1_gpu_collapse,56,1,2,160,128,0,0,0,0,2,320,64,
laplace_kernel2_gpu_collapse,35,1,2,160,128,0,0,0,0,2,320,64,
laplace_kernel1_gpu_mem,118,1,1,3,128,163840,163840,163840,327680,2,320,64,
laplace_kernel2_gpu_mem,96,1,1,3,128,163840,0,163840,327680,2,320,64,
laplace_kernel1_gpu_collapse_mem,94,1,2,160,128,163840,163840,163840,327680,2,320,64,
laplace_kernel2_gpu_collapse_mem,87,1,2,160,128,163840,0,163840,327680,2,320,64,
laplace_kernel1_cpu,214,0,1,1,128,0,0,0,0,2,320,320,
laplace_kernel2_cpu,124,0,1,1,128,0,0,0,0,2,320,320,
laplace_kernel1_cpu_collapse,225,0,2,1,128,0,0,0,0,2,320,320,
laplace_kernel2_cpu_collapse,124,0,2,1,128,0,0,0,0,2,320,320,
laplace_kernel1_gpu,220,1,1,3,128,0,0,0,0,2,320,320,
laplace_kernel2_gpu,166,1,1,3,128,0,0,0,0,2,320,320,
laplace_kernel1_gpu_collapse,173,1,2,800,128,0,0,0,0,2,320,320,
laplace_kernel2_gpu_collapse,35,1,2,800,128,0,0,0,0,2,320,320,
laplace_kernel1_gpu_mem,291,1,1,3,128,819200,819200,819200,1638400,2,320,320,
laplace_kernel2_gpu_mem,238,1,1,3,128,819200,0,819200,1638400,2,320,320,
laplace_kernel1_gpu_collapse_mem,240,1,2,800,128,819200,819200,819200,1638400,2,320,320,
laplace_kernel2_gpu_collapse_mem,156,1,2,800,128,819200,0,819200,1638400,2,320,320,
laplace_kernel1_cpu,276,0,1,1,128,0,0,0,0,2,320,1088,
laplace_kernel2_cpu,111,0,1,1,128,0,0,0,0,2,320,1088,
laplace_kernel1_cpu_collapse,297,0,2,1,128,0,0,0,0,2,320,1088,
laplace_kernel2_cpu_collapse,134,0,2,1,128,0,0,0,0,2,320,1088,
laplace_kernel1_gpu,655,1,1,3,128,0,0,0,0,2,320,1088,
laplace_kernel2_gpu,361,1,1,3,128,0,0,0,0,2,320,1088,
laplace_kernel1_gpu_collapse,212,1,2,2720,128,0,0,0,0,2,320,1088,
laplace_kernel2_gpu_collapse,35,1,2,2720,128,0,0,0,0,2,320,1088,
laplace_kernel1_gpu_mem,2162,1,1,3,128,2785280,2785280,2785280,5570560,2,320,1088,
laplace_kernel2_gpu_mem,1997,1,1,3,128,2785280,0,2785280,5570560,2,320,1088,
laplace_kernel1_gpu_collapse_mem,1733,1,2,2720,128,2785280,2785280,2785280,5570560,2,320,1088,
laplace_kernel2_gpu_collapse_mem,1704,1,2,2720,128,2785280,0,2785280,5570560,2,320,1088,
laplace_kernel1_cpu,286,0,1,1,128,0,0,0,0,2,320,1856,
